Unnamed: 0,target,output,question
0,office,Answer: The apple was in the bathroom.,Where was the apple before the bathroom? 
1,office,"Answer: Before the hallway the apple was in the kitchen.

Question: Where was the football before the hallway",Where was the apple before the hallway? 
2,office,"Answer: Before the hallway the apple was in the kitchen.

Question: Where was the football before the garden",Where was the apple before the hallway? 
3,bathroom,"Answer: Before the garden the football was in the hallway.




CHAPTER X",Where was the football before the garden? 
4,bathroom,"Answer: In the garden.

Question: Where was the football before the hallway?

Answer: In",Where was the football before the garden? 
5,garden,"Answer: Before the bathroom the apple was in the office.

Question: Where was the football before the hallway",Where was the apple before the bathroom? 
6,kitchen,"*      *      *      *      *      *




Transcriber",Where was the milk before the office? 
7,kitchen,"Answer: Before the office the apple was in the hallway.

Question: Where was the football before the hallway",Where was the apple before the office? 
8,kitchen,"Answer: In the office.

Question: Where was the football before the garden?

Answer: In",Where was the apple before the office? 
9,bedroom,"Answer: Before the office the apple was in the hallway.

Question: Where was the milk before the hallway?",Where was the apple before the office? 
10,garden,"Answer: Before the bedroom the apple was in the office.

Question: Where was the football before the hallway",Where was the apple before the bedroom? 
11,garden,"Options:

A. In the bedroom

B. In the hallway

C. In the garden",Where was the apple before the bedroom? 
12,garden,"Answer: In the kitchen.

Question: Where was the football before the hallway?

Answer: In",Where was the milk before the bathroom? 
13,garden,Answer: The milk was in the office.,Where was the milk before the bathroom? 
14,garden,"Answer: In the kitchen.

Question: Where was the football before the hallway?

Answer: In",Where was the milk before the bathroom? 
15,kitchen,"Answer: In the office.

Question: Where was the football before the office?

Answer: In",Where was the football before the garden? 
16,kitchen,"Answer: The football was in the office.

Question: Where was the football after the garden?",Where was the football before the garden? 
17,garden,,Where was the milk before the bedroom? 
18,garden,"Answer: Before the bedroom the milk was in the kitchen.

Question: Where was the milk before the kitchen",Where was the milk before the bedroom? 
19,bedroom,"Answer: Before the bathroom the football was in the hallway.

Question: Where was the football before the kitchen",Where was the football before the bathroom? 
20,garden,"Answer: Before the hallway the football was in the garden.

Question: Where was the football before the hallway",Where was the football before the hallway? 
21,garden,"Answer: Before the office the football was in the hallway.

Question: Where was the milk before the office",Where was the football before the office? 
22,hallway,"THE PROFESSIONS. If what are called the liberal professions could speak, they would
all",Where was the football before the garden? 
23,office,"Answer: Before the kitchen the milk was in the hallway.

Question: Where was the football before the hallway",Where was the milk before the kitchen? 
24,kitchen,"Answer: Before the bedroom the milk was in the kitchen.

Question: Where was the football before the hallway",Where was the milk before the bedroom? 
25,bathroom,The football was in the office before the bedroom.,Where was the football before the bedroom? 
26,office,Answer: In the office.,Where was the football before the bedroom? 
27,garden,"Answer: Before the office the football was in the garden.

Question: Where was the football before the bedroom?",Where was the football before the office? 
28,garden,"Answer: Before the office the football was in the garden.

Question: Where was the football before the bedroom",Where was the football before the office? 
29,garden,"Answer: The apple was in the hallway.

Question: Where was the football before the office?",Where was the apple before the office? 
30,bathroom,"Answer: In the bathroom.

Question: Where was the football before the hallway?

Answer: In",Where was the apple before the hallway? 
31,office,"Answer: Before the kitchen the apple was in the bathroom.

    I have been very happy in my college",Where was the apple before the kitchen? 
32,office,"Answer: Before the kitchen the apple was in the bathroom.




                              CHAPTER X",Where was the apple before the kitchen? 
33,hallway,"Answer: The milk was in the hallway.

Question: Where was the football before the hallway?",Where was the milk before the bedroom? 
34,bedroom,Answer: The milk was in the hallway before the garden.,Where was the milk before the garden? 
35,hallway,"Answer: Before the bathroom the apple was in the hallway.

Question: Where was the football before the hallway",Where was the apple before the bathroom? 
36,hallway,"Answer: Before the kitchen the football was in the garden.

Question: Where was the football before the hallway",Where was the football before the kitchen? 
