,target,output,question
0,bedroom,Answer: bedroom,What is the bathroom east of?
1,kitchen,Answer: office,What is south of the office?
2,garden,garden,What is north of the office?
3,garden,Answer: kitchen,What is the bedroom north of?
4,garden,Answer: kitchen,What is the bathroom south of?
5,office,office,What is north of the bedroom?
6,bathroom,bathroom,What is north of the garden?
7,bedroom,Answer: bedroom,What is west of the office?
8,kitchen,Answer: kitchen,What is the garden south of?
9,bathroom,Answer: office,What is the hallway north of?
10,bedroom,Bedroom,What is south of the hallway?
11,office,Answer: office,What is east of the bedroom?
12,hallway,hallway,What is north of the garden?
13,bedroom,bedroom,What is the garden west of?
14,hallway,Answer: hallway,What is east of the bathroom?
15,bathroom,Answer: bathroom,What is the office west of?
16,bathroom,Answer: kitchen,What is west of the bedroom?
17,kitchen,Answer: kitchen,What is north of the hallway?
18,bathroom,bathroom,What is south of the kitchen?
19,office,Answer: garden,What is south of the bedroom?
20,bedroom,bathroom,What is west of the hallway?
21,office,Answer: kitchen,What is east of the bedroom?
22,bedroom,Answer: bathroom,What is the hallway south of?
23,kitchen,Answer: garden,What is west of the bedroom?
24,bedroom,Answer: bedroom,What is south of the bathroom?
25,hallway,Answer: hallway,What is west of the bathroom?
26,office,Answer: bathroom,What is south of the hallway?
27,bedroom,Answer: bedroom,What is east of the office?
28,garden,garden,What is west of the bathroom?
29,kitchen,Answer: kitchen,What is the garden north of?
30,office,Answer: bathroom,What is east of the garden?
31,bathroom,bathroom,What is south of the hallway?
32,garden,Answer: garden,What is east of the office?
33,bedroom,Answer: bedroom,What is south of the hallway?
34,garden,garden,What is the hallway east of?
35,kitchen,Answer: kitchen,What is south of the hallway?
36,bathroom,Answer: bathroom,What is the kitchen west of?
37,kitchen,Answer: kitchen,What is the bathroom west of?
38,bathroom,bedroom,What is the garden south of?
39,bedroom,Answer: bedroom,What is the garden south of?
40,bedroom,bedroom,What is west of the bathroom?
41,garden,Answer: hallway,What is west of the office?
42,bathroom,Answer: bathroom,What is west of the hallway?
43,hallway,bedroom,What is north of the kitchen?
44,bathroom,Answer: bathroom,What is the hallway north of?
45,office,Answer: office,What is the bedroom south of?
46,kitchen,Answer: kitchen,What is west of the office?
47,bedroom,bedroom,What is south of the office?
48,office,Answer: office,What is the kitchen east of?
49,hallway,hallway,What is south of the bathroom?
50,hallway,Answer: hallway,What is east of the bathroom?
51,bathroom,bathroom,What is the office south of?
52,office,Answer: bathroom,What is the hallway east of?
53,kitchen,kitchen,What is the bedroom south of?
54,kitchen,Answer: kitchen,What is the hallway west of?
55,bathroom,Answer: garden,What is the bedroom east of?
56,bedroom,bedroom,What is the kitchen south of?
57,office,office,What is the kitchen west of?
58,kitchen,office,What is the hallway south of?
59,office,Answer: garden,What is the bedroom east of?
60,bathroom,Answer: bathroom,What is east of the kitchen?
61,kitchen,kitchen,What is the bathroom south of?
62,bedroom,Answer: hallway,What is the kitchen north of?
63,kitchen,kitchen,What is the garden east of?
64,kitchen,kitchen,What is south of the hallway?
65,kitchen,office,What is the garden east of?
66,hallway,Answer: hallway,What is north of the garden?
67,garden,Answer: garden,What is the bedroom south of?
68,garden,garden,What is the hallway south of?
69,office,Answer: hallway,What is west of the kitchen?
70,bedroom,Answer: bedroom,What is east of the office?
71,hallway,hallway,What is south of the kitchen?
72,bedroom,Answer: hallway,What is east of the garden?
73,bedroom,bedroom,What is west of the kitchen?
74,kitchen,kitchen,What is the office west of?
75,bathroom,Answer: bathroom,What is the bedroom west of?
76,office,Answer: office,What is the bathroom south of?
77,hallway,Answer: hallway,What is north of the garden?
78,bathroom,Answer: bathroom,What is west of the bedroom?
79,kitchen,Answer: kitchen,What is the bedroom north of?
80,bedroom,Answer: bedroom,What is the kitchen east of?
81,garden,Answer: garden,What is the bathroom east of?
82,hallway,Answer: kitchen,What is the garden west of?
83,kitchen,Answer: kitchen,What is the office north of?
84,bedroom,Answer: bedroom,What is east of the bathroom?
85,kitchen,hallway,What is the garden east of?
86,kitchen,garden,What is the hallway west of?
87,bathroom,The bathroom,What is east of the garden?
88,hallway,Answer: garden,What is the office north of?
89,bathroom,Answer: bathroom,What is east of the office?
90,bathroom,Answer: bathroom,What is north of the garden?
91,hallway,hallway,What is east of the bedroom?
92,kitchen,Answer: kitchen,What is south of the hallway?
93,hallway,Answer: hallway,What is north of the garden?
94,kitchen,Answer: hallway,What is the bathroom west of?
95,bathroom,bathroom,What is the garden north of?
96,bathroom,bathroom,What is south of the bedroom?
97,bathroom,bathroom,What is west of the bedroom?
98,bedroom,Answer: kitchen,What is the hallway south of?
99,kitchen,Answer: kitchen,What is north of the bedroom?
