,target,output,question
0,kitchen,Answer: The football is in the office.,Where is the football? 
1,garden,Answer: The milk is in the garden.,Where is the milk? 
2,bedroom,Answer: The ’apple’ is in ’office’.,Where is the apple? 
3,bedroom,Answer: The apple is in the kitchen.,Where is the apple? 
4,kitchen,Answer: The apple is in the garden.,Where is the apple? 
5,hallway,Answer: The ’apple’ is in ’the hallway’.,Where is the apple? 
6,kitchen,The 'milk' is in 'kitchen'.,Where is the milk? 
7,garden,Answer: The milk is in the Admiralty.,Where is the milk? 
8,bedroom,Answer: The milk is in the office.,Where is the milk? 
9,bathroom,The milk is in the bathroom.,Where is the milk? 
10,bathroom,Answer: The football is in the bedroom.,Where is the football? 
11,bedroom,Answer: The milk is in the kitchen.,Where is the milk? 
12,bathroom,The ’apple’ is in ’kitchen’.,Where is the apple? 
13,kitchen,The football is in the bathroom.,Where is the football? 
14,bedroom,Answer: The apple is in the bedroom.,Where is the apple? 
15,garden,Answer: The apple is in the garden.,Where is the apple? 
16,bedroom,Answer: The ’football’ is in ’kitchen’.,Where is the football? 
17,bedroom,The apple is in the kitchen.,Where is the apple? 
18,garden,Answer: The ’milk’ is in ’the train’.,Where is the milk? 
19,garden,Answer: The milk is in the garden.,Where is the milk? 
20,office,The apple is in the office.,Where is the apple? 
21,bedroom,The milk is in the garden.,Where is the milk? 
22,garden,Answer: The milk is in the garden.,Where is the milk? 
23,bathroom,Answer: The milk is in the office.,Where is the milk? 
24,office,Answer: The apple is in the kitchen.,Where is the apple? 
25,garden,Answer: The football is in the family mansion.,Where is the football? 
26,garden,The football is in the bathroom.,Where is the football? 
27,bedroom,Answer: The apple is in the bedroom.,Where is the apple? 
28,hallway,Answer: The apple is in the garden.,Where is the apple? 
29,hallway,The apple is in the bathroom.,Where is the apple? 
30,hallway,Answer: The ’apple’ is in ’hallway’.,Where is the apple? 
31,garden,Answer: The 'football' is in 'the studio'.,Where is the football? 
32,hallway,Answer: The apple is in the bathroom.,Where is the apple? 
33,kitchen,Answer: The football is in the hallway.,Where is the football? 
34,hallway,The milk is in the kitchen.,Where is the milk? 
35,kitchen,Answer: The apple is in the kitchen.,Where is the apple? 
36,office,Answer: The milk is in the kitchen.,Where is the milk? 
37,hallway,The 'milk' is in the 'garden'.,Where is the milk? 
