,target,output,question
0,kitchen,Answer: The football is in the bedroom.,Where is the football? 
1,garden,The milk is in the garden.,Where is the milk? 
2,bedroom,Answer: The apple is in the bedroom.,Where is the apple? 
3,bedroom,The apple is in the kitchen.,Where is the apple? 
4,kitchen,The apple is in the garden.,Where is the apple? 
5,hallway,The apple is in the garden.,Where is the apple? 
6,kitchen,Answer: The milk is in the hallway.,Where is the milk? 
7,garden,The 'milk' is in the 'garden'.,Where is the milk? 
8,bedroom,Answer: The milk is in the garden.,Where is the milk? 
9,bathroom,Answer: The milk is in the hallway.,Where is the milk? 
10,bathroom,Answer: The football is in the bathroom.,Where is the football? 
11,bedroom,Answer: The milk is in the kitchen.,Where is the milk? 
12,bathroom,Answer: The apple is in the hallway.,Where is the apple? 
13,kitchen,Answer: The football is in the hallway.,Where is the football? 
14,bedroom,Answer: The apple is in the garden.,Where is the apple? 
15,garden,The 'apple' is in 'kitchen'.,Where is the apple? 
16,bedroom,The football is in the office.,Where is the football? 
17,bedroom,The 'apple' is in 'the bedroom'.,Where is the apple? 
18,garden,The milk is in the garden.,Where is the milk? 
19,garden,Answer: The milk is in the garden.,Where is the milk? 
20,office,The apple is in the office.,Where is the apple? 
21,bedroom,The milk is in the bedroom.,Where is the milk? 
22,garden,The milk is in the garden.,Where is the milk? 
23,bathroom,Answer: The ’milk’ is in ’maternal fountain’.,Where is the milk? 
24,office,Answer: The apple is in the bedroom.,Where is the apple? 
25,garden,Answer: The football is in the pavilion.,Where is the football? 
26,garden,The football is in the office.,Where is the football? 
27,bedroom,Answer: The apple is in the hallway.,Where is the apple? 
28,hallway,Answer: The 'apple' is in 'the kitchen'.,Where is the apple? 
29,hallway,The apple is in the garden.,Where is the apple? 
30,hallway,The apple is in the bathroom.,Where is the apple? 
31,garden,The 'football' is in 'the garden'.,Where is the football? 
32,hallway,The apple is in the garden.,Where is the apple? 
33,kitchen,Answer: The ’football’ is in ’the garden’.,Where is the football? 
34,hallway,The milk is in the bedroom.,Where is the milk? 
35,kitchen,Answer: The apple is in the kitchen.,Where is the apple? 
36,office,The milk is in the office.,Where is the milk? 
37,hallway,The milk is in the garden.,Where is the milk? 
38,bathroom,Answer: The milk is in the station-house.,Where is the milk? 
39,bathroom,Answer: The 'milk' is in 'bathroom'.,Where is the milk? 
40,bathroom,Answer: The ’football’ is in ’the garden’.,Where is the football? 
41,hallway,Answer: The football is in the garden.,Where is the football? 
42,garden,Answer: The apple is in the garden.,Where is the apple? 
43,bedroom,The apple is in the bathroom.,Where is the apple? 
44,kitchen,Answer: The milk is in the tin basin.,Where is the milk? 
45,bedroom,Answer: The milk is in the bathroom.,Where is the milk? 
46,hallway,Answer: The apple is in the garden.,Where is the apple? 
47,garden,Answer: The ’milk’ is in ’office’.,Where is the milk? 
48,kitchen,Answer: The football is in the garden.,Where is the football? 
49,bathroom,Answer: The football is in the office.,Where is the football? 
50,garden,Answer: The milk is in the hallway.,Where is the milk? 
51,bedroom,The apple is in the garden.,Where is the apple? 
52,hallway,The milk is in the garden.,Where is the milk? 
53,hallway,Answer: The milk is in the pantry.,Where is the milk? 
54,office,The milk is in the garden.,Where is the milk? 
55,kitchen,The apple is in the kitchen.,Where is the apple? 
56,bathroom,Answer: The ’milk’ is in ’the kitchen’.,Where is the milk? 
57,bathroom,Answer: The milk is in the garden.,Where is the milk? 
58,office,The football is in the office.,Where is the football? 
59,garden,The football is in the garden.,Where is the football? 
60,kitchen,Answer: The apple is in the kitchen.,Where is the apple? 
61,bathroom,The apple is in the bedroom.,Where is the apple? 
62,garden,Answer: The football is in the garden.,Where is the football? 
63,bathroom,The milk is in the hallway.,Where is the milk? 
64,bathroom,Answer: The milk is in the hallway.,Where is the milk? 
65,hallway,The milk is in the kitchen.,Where is the milk? 
66,bedroom,Answer: The football is in the garden.,Where is the football? 
67,garden,Answer: The ’football’ is in ’garden’.,Where is the football? 
68,bedroom,The football is in the hallway.,Where is the football? 
69,bathroom,Answer: The apple is in the bathroom.,Where is the apple? 
70,garden,Answer: The milk is in the office.,Where is the milk? 
71,office,The milk is in the kitchen.,Where is the milk? 
72,office,The 'football' is in 'the hallway'.,Where is the football? 
73,hallway,Answer: The football is in Italy.,Where is the football? 
74,garden,Answer: The football is in the garden.,Where is the football? 
75,office,The milk is in the hut.,Where is the milk? 
76,kitchen,The football is in the garden.,Where is the football? 
77,office,Answer: The milk is in the automobile.,Where is the milk? 
78,kitchen,Answer: The apple is in the office.,Where is the apple? 
79,kitchen,Answer: The football is in the kitchen.,Where is the football? 
80,office,The 'football' is in 'the garden'.,Where is the football? 
81,kitchen,The apple is in the hallway.,Where is the apple? 
82,office,The apple is in the bathroom.,Where is the apple? 
83,bathroom,The football is in the office.,Where is the football? 
84,bathroom,The football is in the garden.,Where is the football? 
85,office,The 'milk' is in 'the side-hill'.,Where is the milk? 
86,bathroom,Answer: The apple is in the garden.,Where is the apple? 
87,bedroom,The milk is in the dining-room.,Where is the milk? 
88,hallway,Answer: The ’apple’ is in ’the hallway’.,Where is the apple? 
89,bedroom,Answer: The ’milk’ is in ’garden’.,Where is the milk? 
90,bedroom,Answer: The apple is in the kitchen.,Where is the apple? 
91,bathroom,Answer: The football is in the balcony.,Where is the football? 
92,bedroom,The 'football' is in 'the bedroom'.,Where is the football? 
93,bedroom,The football is in Leipsic.,Where is the football? 
94,bedroom,The apple is in the old mill.,Where is the apple? 
95,kitchen,Answer: The football is in the kitchen.,Where is the football? 
96,garden,The milk is in the sitting-room.,Where is the milk? 
97,office,Answer: The milk is in the office.,Where is the milk? 
98,bedroom,"Based on the facts provided in the context:

Sandra went to the office. Sandra got the milk. Sandra moved to the garden.

Answer: The milk is in the garden.",Where is the milk? 
99,kitchen,The apple is in the woods.,Where is the apple? 
