,target,output,question
0,bedroom,"Based on the given context, the bathroom is likely located east of the bathroom. The",What is the bathroom east of?
1,kitchen,"Based on the given passage, it appears that the office is located on the north side",What is south of the office?
2,garden,"Based on the context, it appears that the office is located in the south, and",What is north of the office?
3,garden,"Based on the context, the bedroom north of the kitchen is likely the master bedroom or",What is the bedroom north of?
4,garden,"Based on the given context, the bathroom mentioned is likely located south of the bedroom.",What is the bathroom south of?
5,office,"Based on the given description, it appears that the north side of the bedroom is adjacent",What is north of the bedroom?
6,bathroom,"Based on the context, it appears that the garden is located in the southern part of",What is north of the garden?
7,bedroom,"Based on the given passage, it appears that the location referred to as ""west of",What is west of the office?
8,kitchen,"The garden south of is the Meramec River, as mentioned in the passage.",What is the garden south of?
9,bathroom,"Based on the given information, the hallway north of the office is located on the ground",What is the hallway north of?
10,bedroom,"In the context provided, it appears that the hallway is located in the north part of",What is south of the hallway?
11,office,"Based on the given context, it is not explicitly stated what is east of the bedroom",What is east of the bedroom?
12,hallway,"Based on the given information, it is not explicitly stated what is located north of the",What is north of the garden?
13,bedroom,"Based on the provided information, the garden west of the church is likely the cemetery or",What is the garden west of?
14,hallway,"Based on the provided text, it is not explicitly stated what is east of the bathroom",What is east of the bathroom?
15,bathroom,"Based on the provided diary entries, it appears that the office in question is likely located",What is the office west of?
16,bathroom,The relevant information to answer the question is: The bathroom is west of the bedroom.,What is west of the bedroom?
17,kitchen,"Based on the context, it is not explicitly stated what is north of the hallway.",What is north of the hallway?
18,bathroom,"Based on the given information, it is not specified what is south of the kitchen.",What is south of the kitchen?
19,office,"Based on the context, it appears that ""south of the bedroom"" refers to",What is south of the bedroom?
20,bedroom,"Based on the given description, the hallway is located in the center of the house,",What is west of the hallway?
21,office,"Based on the context, it appears that the bedroom is located on the east side of",What is east of the bedroom?
22,bedroom,"Based on the given passage, the hallway south of the hallway is likely to be the",What is the hallway south of?
23,kitchen,"Based on the context, it appears that the bedroom is located on the west side of",What is west of the bedroom?
24,bedroom,"Based on the given context, it appears that the bedroom is located south of the bathroom",What is south of the bathroom?
