,target,output,question
0,Jeff,"Based on the given context, Fred gave the football to Jeff. The relevant information is",Who did Fred give the football to? 
1,Bill,"In the given context, it is not explicitly stated who Mary gave the milk to.",Who did Mary give the milk to? 
2,Jeff,"Based on the given context, Fred did not give the milk to anyone in particular.",Who did Fred give the milk to? 
3,milk,"Based on the context, it appears that Mary gave Fred the milk. This is supported",What did Mary give to Fred? 
4,Fred,"Based on the context, it is unclear who received the milk. The passage does not",Who received the milk? 
5,apple,"Based on the context, it is not clear what Mary gave to Jeff. The passage",What did Mary give to Jeff? 
6,apple,Mary gave Jeff an apple. This is inferred from the context as Mary picked up,What did Mary give to Jeff? 
7,apple,"Based on the context, Fred gave Bill an apple. This is inferred from the",What did Fred give to Bill? 
8,Jeff,"Based on the context, it is not specified who gave the milk to Fred. The",Who gave the milk to Fred? 
9,Fred,The apple was given to Mary by Bill.,Who gave the apple to Mary? 
10,Jeff,"In the given context, the football was received by Jeff. The passage states, """,Who received the football? 
11,Jeff,The relevant information to answer the question is: Jeff went to the hallway. Put them,Who did Mary give the football to? 
12,milk,"Based on the context, it is ambiguous what Mary gave to Bill. The passage",What did Mary give to Bill? 
13,Bill,"Based on the context, it is ambiguous who Mary gave the milk to. The",Who did Mary give the milk to? 
14,milk,"Based on the context, it is not clear what Mary gave to Bill. The passage",What did Mary give to Bill? 
15,apple,"Based on the given context, Fred gave an apple to Mary. The passage states:",What did Fred give to Mary? 
16,Mary,"In the context, Mary received the football. The sentence ""Jeff handed the football",Who received the football? 
17,apple,"Based on the context, Fred gave Bill the apple he was holding. The passage indicates",What did Fred give to Bill? 
18,Jeff,"Based on the given context, it is unclear who received the apple. The passage does",Who received the apple? 
19,Bill,"Based on the given context, it is not explicitly stated who Mary gave the football to",Who did Mary give the football to? 
20,Fred,The passage does not explicitly indicate who gave the milk to Jeff. It only describes Jeff,Who gave the milk to Jeff? 
21,Mary,"Based on the context, it is unclear who received the milk. The sentence states,",Who received the milk? 
22,Mary,"Based on the context, it is not specified who gave the milk. The text mentions",Who gave the milk? 
23,milk,"Based on the context, it appears that Bill gave Mary a penny. This is supported",What did Bill give to Mary? 
24,milk,"Based on the context, it appears that Jeff gave Bill a glass of milk. This",What did Jeff give to Bill? 
25,football,"Based on the context, it appears that Jeff gave Fred the football. The passage states",What did Jeff give to Fred? 
26,Mary,"Based on the context, it is unclear who specifically gave the football. The passage mentions",Who gave the football? 
27,Mary,"The relevant information to answer the question is:

But Mary handed the apple to",Who gave the apple to Bill? 
28,Fred,"Based on the given context, it is unclear who received the apple. The text does",Who received the apple? 
29,Mary,"Based on the given context, it is not clear who gave the milk to Bill.",Who gave the milk to Bill? 
30,milk,"Based on the given context, it is ambiguous what Mary gave to Jeff. The",What did Mary give to Jeff? 
31,Mary,"Based on the context, it is not explicitly stated who gave the milk. The passage",Who gave the milk? 
32,Fred,"Based on the context, it is not specified who gave the apple to Mary. The",Who gave the apple to Mary? 
33,football,Bill gave Mary an apple. This is inferred from the context as Bill is mentioned,What did Bill give to Mary? 
34,apple,"Based on the context, Fred passed the apple to Mary. This is evident from the",What did Fred give to Mary? 
35,apple,"Based on the context, Fred gave the apple to Bill. The relevant information is:",What did Fred give to Bill? 
36,Jeff,The passage does not explicitly indicate who gave the milk. It only describes Fred receiving the,Who gave the milk? 
37,Bill,"Based on the given context, Mary did not give the apple to anyone. The passage",Who did Mary give the apple to? 
38,Fred,"Based on the context, it is unclear who specifically gave the football to Mary. The",Who gave the football to Mary? 
39,milk,"Based on the given context, Mary gave the milk to Fred. The relevant information is",What did Mary give to Fred? 
40,milk,"Based on the given context, Fred gave the milk to Mary. The relevant information is",What did Fred give to Mary? 
41,Mary,"Based on the context, it is not clear who gave the football. The passage does",Who gave the football? 
42,Fred,"In the context, the apple was given by Fred to Jeff. The passage states:",Who received the apple? 
43,Mary,"Based on the context, it is ambiguous who gave the apple. The text does",Who gave the apple? 
44,Fred,"Based on the given context, it is not specified who gave the apple to Bill.",Who gave the apple to Bill? 
45,apple,"Based on the context, Fred gave Bill an apple. The passage states: ""F",What did Fred give to Bill? 
46,Fred,"In the context, the apple was handed to Fred by Bill.",Who received the apple? 
47,Fred,"Based on the context, Fred received the milk. The passage states: ""Fred",Who received the milk? 
48,Mary,"In the context, the football was received by Mary Linden. This is inferred",Who received the football? 
49,apple,"Based on the context, it is not explicitly stated what Bill gave to Mary. The",What did Bill give to Mary? 
50,apple,"Based on the given context, Mary gave Fred an apple. This is inferred from",What did Mary give to Fred? 
51,apple,"Based on the context, Fred gave Bill a milk bottle. The passage states: """,What did Fred give to Bill? 
52,apple,"Based on the given context, Fred did not directly give anything to Bill. The passage",What did Fred give to Bill? 
53,milk,"Based on the context, it is not explicitly stated what Jeff gave to Fred. The",What did Jeff give to Fred? 
54,Mary,"Based on the context, Mary received the milk. The passage states, ""Bill gave",Who received the milk? 
55,Jeff,"In the given context, Jeff passed the football to Fred. The passage states: """,Who gave the football? 
56,Bill,"In the given context, it is not explicitly stated who gave the football to Fred.",Who gave the football to Fred? 
57,Mary,"Based on the context, it is unclear who received the football. The passage does not",Who received the football? 
58,Mary,"Based on the given context, Mary gave the football to Fred. The relevant information is",Who gave the football to Fred? 
59,Jeff,"Based on the context, it is ambiguous who Bill gave the milk to. The",Who did Bill give the milk to? 
60,Fred,"Based on the context, Fred gave the football to Jeff. The passage states: """,Who gave the football to Jeff? 
61,Jeff,"Based on the context, it is unclear who gave the apple to Fred. The passage",Who gave the apple to Fred? 
62,Bill,"Based on the context, it is unclear who received the milk. The passage does not",Who received the milk? 
63,Jeff,"Based on the context, Bill did not directly give the apple to anyone. The passage",Who did Bill give the apple to? 
64,milk,"Based on the given context, Mary gave the apple to Fred. The passage states,",What did Mary give to Fred? 
65,Jeff,"Based on the given context, it is unclear who received the apple. The text does",Who received the apple? 
66,Jeff,"In the given context, it is not specified who gave the apple to Bill. The",Who gave the apple to Bill? 
67,apple,"In the given context, Mary is depicted as giving an apple to Fred. This act",What did Mary give to Fred? 
68,Bill,"Based on the given context, Fred gave the apple to Bill. The relevant sentence reads",Who did Fred give the apple to? 
69,Jeff,"Based on the context, it is unclear who specifically gave the apple. The passage does",Who gave the apple? 
70,Bill,"Based on the context, it is not specified who gave the milk to Fred. The",Who gave the milk to Fred? 
71,Bill,"Based on the context, it appears that Jeff gave the football to Bill. This is",Who did Jeff give the football to? 
72,Fred,The passage does not explicitly indicate who gave the milk. It only describes the feeding of,Who gave the milk? 
73,apple,"Based on the given context, Mary gave the apple to Bill. The passage states,",What did Mary give to Bill? 
74,Jeff,"Based on the context, it is unclear who received the milk. The sentence mentions Bill",Who received the milk? 
75,Bill,"Based on the context, Fred did not give the milk to anyone in particular. The",Who did Fred give the milk to? 
76,Bill,"Based on the context, it is unclear who gave the apple. The text does not",Who gave the apple? 
77,Jeff,"Based on the context, it is not explicitly stated who gave the apple. The passage",Who gave the apple? 
78,Fred,"Based on the context, it is unclear who received the football. The passage does not",Who received the football? 
79,football,"Based on the given context, it is not explicitly stated what Mary gave to Fred.",What did Mary give to Fred? 
80,Mary,"Based on the context, Jeff gave the apple to Mary. The passage states, """,Who did Jeff give the apple to? 
81,football,"Based on the context, it appears that Jeff gave Mary an apple. The passage states",What did Jeff give to Mary? 
82,Mary,"Based on the given context, it is not explicitly stated who received the milk. The",Who received the milk? 
83,milk,"In the context, Mary passed the milk to Fred. This is inferred from the",What did Mary give to Fred? 
84,Mary,"In the context, Fred gave the milk to Mary. The passage states: ""F",Who gave the milk? 
85,Bill,"Based on the context, it is not specified who gave the milk to Mary. The",Who gave the milk to Mary? 
86,Mary,"In the given context, the football was picked up by Fred. The relevant sentence reads",Who received the football? 
87,Fred,"Based on the context, Mary picked up the apple.",Who gave the apple? 
88,milk,"Based on the context, it is not explicitly stated what Fred gave to Bill. The",What did Fred give to Bill? 
89,Fred,"Based on the context, Bill gave the milk to Fred. This is supported by the",Who did Bill give the milk to? 
90,Jeff,"Based on the context, it is not specified who gave the apple. The passage does",Who gave the apple? 
91,Fred,"Based on the context, Bill gave the apple to Fred. This is supported by the",Who did Bill give the apple to? 
92,Bill,"Based on the given context, it is unclear who gave the football to Jeff. The",Who gave the football to Jeff? 
93,Bill,"Based on the given context, it is ambiguous who Jeff gave the apple to.",Who did Jeff give the apple to? 
94,milk,"Based on the context, it is ambiguous who Mary gave the apple to. The",What did Mary give to Bill? 
95,Mary,"Based on the context, Bill gave the milk to Mary. The passage states, """,Who did Bill give the milk to? 
96,Mary,"Based on the context, it is not specified who gave the milk to Jeff. The",Who gave the milk to Jeff? 
97,Fred,"Based on the context, it is unclear who gave the milk. The passage does not",Who gave the milk? 
98,Bill,"Based on the context, the milk was received by Jeff. The passage states, """,Who received the milk? 
99,Fred,"Based on the context, it is unclear who gave the football. The passage does not",Who gave the football? 
