,target,output,question
0,football,Answer: football,What did Fred give to Jeff? 
1,Fred,,Who gave the football to Jeff? 
2,football,Answer: football,What did Fred give to Jeff? 
3,Jeff,"<answer>
Jeff
</answer>

<",Who did Fred give the football to? 
4,Fred,Answer: Fred,Who did Jeff give the football to? 
5,Jeff,Answer: Fred,Who gave the apple? 
6,Bill,"Answer: Bill

Question: Who received the apple?",Who received the apple? 
7,apple,"Answer: apple

Question: What did Fred give to",What did Bill give to Fred? 
8,apple,"Answer: apple

Question: What did Fred give to",What did Bill give to Fred? 
9,Fred,"Answer: Mary

Question: Who gave the apple to",Who received the apple? 
10,Mary,,Who received the milk? 
11,milk,"<solution>
apple
</solution>",What did Mary give to Bill? 
12,Bill,Answer: Mary,Who received the milk? 
13,Bill,"Answer: Bill

Question: Who did Bill give the",Who did Mary give the milk to? 
14,milk,"<answer>
apple
</answer>

<context",What did Mary give to Bill? 
15,Jeff,Answer: Jeff,Who received the football? 
16,Fred,"Answer: Fred

Question: Who did Fred give the",Who gave the football to Jeff? 
17,football,"Answer: the football


<context>
""",What did Fred give to Jeff? 
18,Jeff,Answer: Fred,Who received the football? 
19,Mary,"<answer>
Bill

</answer>

<",Who gave the milk? 
20,milk,"Answer: milk

<context>
original, the",What did Jeff give to Mary? 
21,Mary,"Answer: Bill

<context>

    [",Who gave the milk to Jeff? 
22,Mary,"<answer>
Mary
</answer>

<",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill

<context>
day, the",Who gave the apple to Jeff? 
24,Jeff,"Answer: Mary

Question: Who did the bard",Who gave the apple? 
25,apple,,What did Jeff give to Fred? 
26,Fred,"<answer>
Fred
</answer>

<",Who received the apple? 
27,Jeff,Answer: Jeff,Who received the apple? 
28,Jeff,Answer: Fred,Who gave the apple? 
29,Fred,,Who did Jeff give the apple to? 
30,Mary,,Who gave the milk? 
31,Bill,Answer: Bill,Who gave the milk? 
32,Bill,Click here to get the answer.,Who gave the milk to Mary? 
33,milk,Answer: milk,What did Bill give to Mary? 
34,apple,"<answer>
apple
</answer>

<context",What did Mary give to Fred? 
35,Jeff,Answer: Bill,Who did Fred give the milk to? 
36,Jeff,Answer: Mary,Who did Fred give the milk to? 
37,milk,Answer: milk,What did Jeff give to Mary? 
38,milk,"Answer: milk

<context>
The following account",What did Jeff give to Mary? 
39,Fred,"<answer>
Fred
</answer>

<",Who gave the apple? 
40,Mary,"<answer>

Jeff

</answer>",Who gave the milk? 
41,milk,"<answer>
prayer-book
</answer>",What did Mary give to Fred? 
42,Jeff,"<answer>
Michonnis
</answer>",Who gave the milk? 
43,Fred,Answer: Bill,Who received the milk? 
44,Mary,Answer: Mary,Who gave the milk? 
45,Bill,,Who did Mary give the milk to? 
46,milk,,What did Mary give to Bill? 
47,Mary,Answer: Mary,Who gave the milk? 
48,Mary,"Answer: Mary

Question: Who did Bill pass the",Who did Bill give the milk to? 
49,Bill,Answer: Bill,Who gave the milk to Mary? 
50,Mary,"Answer: Bill

Question: Who did Jeff give the",Who gave the apple to Fred? 
51,Fred,"Answer: Fred

Question: Who did Fred give the",Who gave the apple to Mary? 
52,apple,Answer: apple,What did Fred give to Mary? 
53,apple,Answer: apple,What did Mary give to Jeff? 
54,apple,Answer: apple,What did Mary give to Jeff? 
55,Fred,Answer: Fred,Who received the football? 
56,football,"Answer: football

Question: What did Mary give to",What did Bill give to Fred? 
57,Bill,"Answer: Mary


<context>",Who gave the apple? 
58,Bill,Answer: Bill,Who did Mary give the apple to? 
59,Jeff,,Who did Bill give the apple to? 
60,Jeff,"<answer>
Jeff
</answer>",Who did Bill give the apple to? 
61,Bill,Answer: Bill,Who gave the apple to Jeff? 
62,Jeff,"Answer: Jeff

<context>
The author of",Who gave the apple to Bill? 
63,Bill,Answer: Bill,Who received the apple? 
64,Mary,Answer: Bill,Who gave the milk? 
65,Mary,"<answer>
Fred
</answer>

<",Who gave the apple to Bill? 
66,Bill,,Who did Mary give the apple to? 
67,Mary,"Answer: Mary

Question: Who did Fred give the",Who did Bill give the apple to? 
68,apple,Answer: apple,What did Bill give to Mary? 
69,Mary,Answer: Mary,Who did Bill give the apple to? 
70,apple,Answer: football,What did Fred give to Jeff? 
71,Jeff,,Who gave the football? 
72,Jeff,Answer: Jeff,Who gave the football? 
73,apple,"Answer: eggs

Question: What did Jeff give to",What did Fred give to Bill? 
74,apple,Answer: the apple,What did Fred give to Bill? 
75,Fred,"<answer>
Mary
</answer>

<",Who gave the football? 
76,Fred,"Answer: Mary

Question: Who did Fred give the",Who gave the football? 
77,Mary,Answer: Fred,Who received the football? 
78,Mary,"<solution>
Fred
</solution>",Who gave the football? 
79,football,,What did Mary give to Fred? 
80,milk,Answer: milk,What did Fred give to Jeff? 
81,milk,"<answer>
apple
</answer>

<context",What did Fred give to Jeff? 
82,Fred,Click here to see the answer to Who did Jeff give the milk,Who did Jeff give the milk to? 
83,milk,Answer: football,What did Jeff give to Fred? 
84,Jeff,Answer: Jeff,Who gave the milk to Fred? 
85,Fred,"<answer>
Fred
</answer>

<",Who did Mary give the apple to? 
86,Fred,"Answer: Bill

Question: Who was the red-",Who gave the apple to Mary? 
87,Mary,Answer: Mary,Who gave the apple? 
88,Jeff,Answer: Jeff,Who did Mary give the apple to? 
89,Jeff,Answer: Geert,Who received the football? 
90,football,,What did Mary give to Jeff? 
91,Mary,"<answer>
Mary
</answer>

<",Who received the football? 
92,Mary,"Answer: Mary

<context>
The discussion was",Who gave the football? 
93,Jeff,,Who did Mary give the football to? 
94,Bill,"<answer>
Bill
</answer>

<context",Who did Fred give the apple to? 
95,Jeff,"Answer: Fred

Question: Who did Jeff give the",Who did Mary give the apple to? 
96,Mary,,Who gave the apple to Jeff? 
97,apple,"<answer>
fish pond
</answer>",What did Jeff give to Fred? 
98,Fred,Answer: Fred,Who did Jeff give the apple to? 
99,milk,Answer: milk,What did Bill give to Mary? 
100,Bill,,Who did Mary give the apple to? 
101,Bill,,Who received the apple? 
102,Fred,Answer: Bill,Who gave the apple? 
103,Bill,,Who gave the apple? 
104,apple,,What did Mary give to Bill? 
105,Jeff,Answer: Mary,Who received the milk? 
106,Mary,"<answer>
Mary
</answer>

<",Who gave the milk? 
