,target,output,question
0,football,"Answer: The football.

Question: What did the",What did Fred give to Jeff? 
1,Fred,"Answer: The Church of England.




[1]",Who gave the football to Jeff? 
2,football,"Answer: The football.

Question: What did the",What did Fred give to Jeff? 
3,Jeff,"Answer: Wayland.

Question: What did Way",Who did Fred give the football to? 
4,Fred,Answer: Fred. [Footnote 1: See _Frankfur,Who did Jeff give the football to? 
5,Jeff,"Answer: Fred gave the apple there.

Question:",Who gave the apple? 
6,Bill,"Answer: Fred.

Question: Who received the apple",Who received the apple? 
7,apple,Answer: A little book of fairy tales.,What did Bill give to Fred? 
8,apple,Answer: A gold mine. CHAPTER XIII,What did Bill give to Fred? 
9,Fred,"Answer: Berrie

Question: Who was the other",Who received the apple? 
10,Mary,"Answer: Bill picked up the football there.

Question",Who received the milk? 
11,milk,"Answer: She gave him a headache. The
</context>",What did Mary give to Bill? 
12,Bill,"Answer: Mary.

Question: Who was the doctor",Who received the milk? 
13,Bill,,Who did Mary give the milk to? 
14,milk,"Answer: The milk.

Question: What did the",What did Mary give to Bill? 
15,Jeff,Answer: Carlotta.,Who received the football? 
16,Fred,"Answer: Sidney Page.

Question: Who was",Who gave the football to Jeff? 
17,football,"Answer: A new suit, and a new hat.",What did Fred give to Jeff? 
18,Jeff,Answer: Jeff,Who received the football? 
19,Mary,"Answer: Mary.

Question: Who was the girl",Who gave the milk? 
20,milk,"Answer: The football.


Question: What did",What did Jeff give to Mary? 
21,Mary,Answer: The Duke of Suffolk.,Who gave the milk to Jeff? 
22,Mary,"Answer: The Earl of Nottingham.

Question",Who gave the milk to Jeff? 
23,Bill,"Answer: The Earl of Simon.

Question: Who",Who gave the apple to Jeff? 
24,Jeff,"Answer: Bill gave the apple.

Question: Who",Who gave the apple? 
25,apple,Answer: Jeff gave to Fred the milk there.,What did Jeff give to Fred? 
26,Fred,"Answer: Jeff

Question: Who received the apple?",Who received the apple? 
27,Jeff,Answer: The Eumenes Amedei.,Who received the apple? 
28,Jeff,Answer: The Portuguese. Question: Who gave the milk? Answer: The,Who gave the apple? 
29,Fred,Answer: To Rudolph.,Who did Jeff give the apple to? 
30,Mary,"Answer: The milk was given by the
clerk of",Who gave the milk? 
31,Bill,"Answer: Bill

Question: Who was the first to",Who gave the milk? 
32,Bill,Answer: Edward,Who gave the milk to Mary? 
33,milk,"Answer: The milk.

Question: What did Mary give to Bill",What did Bill give to Mary? 
34,apple,"Answer: A kiss.

Question: What did the",What did Mary give to Fred? 
35,Jeff,Answer: The Old Dear.,Who did Fred give the milk to? 
36,Jeff,"Answer: Harry Oram

Question: Who did Shir",Who did Fred give the milk to? 
37,milk,"Answer: A pair of scissors.

Question",What did Jeff give to Mary? 
38,milk,"Answer: The milk.

Question: What did Mary",What did Jeff give to Mary? 
39,Fred,"Answer: ""I did."" Question: Who gave the apple? Answer:",Who gave the apple? 
40,Mary,"Answer: Jeff

Question: Who gave the apple?",Who gave the milk? 
41,milk,Answer: A thousand pounds. Question: What did Fred give to Mary?,What did Mary give to Fred? 
42,Jeff,"Answer: Mary

Question: Who put down the milk",Who gave the milk? 
