,target,output,question
0,football,"Fred gave the football to Jeff.

Got it",What did Fred give to Jeff? 
1,Fred,"Answer: Fred.

Question: Who was the other kn",Who gave the football to Jeff? 
2,football,Answer: The football.,What did Fred give to Jeff? 
3,Jeff,Hint: The answer is in the context.,Who did Fred give the football to? 
4,Fred,"Jeff gave the football to Fred.

Jeff gave",Who did Jeff give the football to? 
5,Jeff,"Jeff

Answer: Jeff gave the apple.",Who gave the apple? 
6,Bill,Humor: The Corporal's Fairy Story,Who received the apple? 
7,apple,"Answer: Bill gave the apple to Fred.

Question",What did Bill give to Fred? 
8,apple,Humorous answer: Bill gave the apple to Fred.,What did Bill give to Fred? 
9,Fred,"Hope:

<context>

Mary took",Who received the apple? 
10,Mary,Hint: The answer is in the title.,Who received the milk? 
11,milk,"Humans: The milk

Context: Fred journeyed",What did Mary give to Bill? 
12,Bill,"Answer: Mary

Question: Who was the patient who",Who received the milk? 
13,Bill,"Answer: Bill.

Question: Who did Bill give",Who did Mary give the milk to? 
14,milk,"Answer: Mary gave Bill the milk.

Question:",What did Mary give to Bill? 
15,Jeff,"Hint:
Answer: Fred

<context>",Who received the football? 
16,Fred,"Answer: Fred

Question: Who was the mother of",Who gave the football to Jeff? 
17,football,"Answer: The football.

Question: What did Fred",What did Fred give to Jeff? 
18,Jeff,"Answer: Fred

Question: Who was the man who",Who received the football? 
19,Mary,"Jeff

Bill

Fred

Mary",Who gave the milk? 
20,milk,"Answer: Jeff gave Mary a rose.

Question:",What did Jeff give to Mary? 
21,Mary,"Jeff

Question: Who travelled to the kitchen?",Who gave the milk to Jeff? 
22,Mary,"Hint:
Fred travelled to the kitchen. Bill trav",Who gave the milk to Jeff? 
23,Bill,"Hint:

Answer: Bill

Question: Who",Who gave the apple to Jeff? 
24,Jeff,"Hint:
- Bill dropped the apple.
- Bill grabbed",Who gave the apple? 
25,apple,"HumorRouge
Expert Answer: Jeff gave",What did Jeff give to Fred? 
26,Fred,"Answer: Jeff

Give your answer1
Your",Who received the apple? 
27,Jeff,Hint: The apple was received by a person who was not a,Who received the apple? 
28,Jeff,"Freddy

Question: Who gave the apple to Fred",Who gave the apple? 
29,Fred,"Hint:

Answer:

View all questions for",Who did Jeff give the apple to? 
30,Mary,"Hint:

Answer: Bill

Question: Who",Who gave the milk? 
31,Bill,"Haynerd
Jeff
Mary
Bill
An",Who gave the milk? 
32,Bill,Humor: Fred gave the milk to Mary.,Who gave the milk to Mary? 
33,milk,"Hint: Bill gave the milk to Mary.

Question:",What did Bill give to Mary? 
34,apple,"Humans :
Answer: The apple

Comp",What did Mary give to Fred? 
35,Jeff,"Fred
gave the milk to Jeff.

Question",Who did Fred give the milk to? 
36,Jeff,"Fred
Answers: Jeff

Explanation",Who did Fred give the milk to? 
37,milk,"<context>

Answer: The milk

<",What did Jeff give to Mary? 
38,milk,"Hint: Jeff gave to Mary

Answer: The milk",What did Jeff give to Mary? 
39,Fred,"Answer: Fred

Question: Who went to the office",Who gave the apple? 
40,Mary,"!Jeff

Answer: Jeff

Give a",Who gave the milk? 
41,milk,"Answer: Mary gave the milk to Fred.

Question",What did Mary give to Fred? 
42,Jeff,Answer: Jeff,Who gave the milk? 
43,Fred,"Bill

Jeff

Fred

Mary",Who received the milk? 
44,Mary,"Gabriel

Question: Who gave the football?",Who gave the milk? 
45,Bill,"Hint:
Answer: Bill

<context>",Who did Mary give the milk to? 
46,milk,"Answer: The milk

Correct answer:
Bill",What did Mary give to Bill? 
47,Mary,"Humans: Bill

Context:
At Franklin this",Who gave the milk? 
48,Mary,Answer: Mary,Who did Bill give the milk to? 
49,Bill,"Humans: Bill

Computers: Bill",Who gave the milk to Mary? 
50,Mary,"Hope:
<context>
Bill grabbed the apple there.",Who gave the apple to Fred? 
51,Fred,"Answer: Fred

Question: Who gave the apple to",Who gave the apple to Mary? 
52,apple,"Answer: The apple

Question: What did Bill do",What did Fred give to Mary? 
53,apple,"Answer: Mary gave the apple to Jeff.

Question",What did Mary give to Jeff? 
54,apple,"Answer: Mary gave the apple to Jeff.

Question",What did Mary give to Jeff? 
55,Fred,"Hinckley

<context>
The King'",Who received the football? 
56,football,"Answer: The football

Question: What did Fred do",What did Bill give to Fred? 
57,Bill,"Humans:
Bill

Question: Who went to",Who gave the apple? 
58,Bill,Haven't found the answer to your question?,Who did Mary give the apple to? 
59,Jeff,"Hint:
Answer: Jimmie",Who did Bill give the apple to? 
60,Jeff,"Hopefully this will help you:

Bill gave the",Who did Bill give the apple to? 
61,Bill,"Answer: Bill

Question: Who gave the apple to",Who gave the apple to Jeff? 
62,Jeff,"Answer: Jeff

Question: Who picked up the football",Who gave the apple to Bill? 
