,target,output,question
0,football,"<context>
Fred picked up the apple there. Fred",What did Fred give to Jeff? 
1,Fred,"<context>
Fred picked up the apple there. Fred",Who gave the football to Jeff? 
2,football,"<context>
Fred picked up the football there. Fred",What did Fred give to Jeff? 
3,Jeff,"<context>
Fred picked up the apple there. Fred",Who did Fred give the football to? 
4,Fred,"<context>
Fred picked up the apple there. Fred",Who did Jeff give the football to? 
5,Jeff,"<context>
Mary moved to the hallway. Jeff moved",Who gave the apple? 
6,Bill,"<context>
Mary moved to the hallway. Jeff moved",Who received the apple? 
7,apple,"<answer>
apple
</answer>

<context",What did Bill give to Fred? 
8,apple,"<answer>
apple
</answer>

<context",What did Bill give to Fred? 
9,Fred,"<answer>
Fred
</answer>

<",Who received the apple? 
10,Mary,"<context>
Fred journeyed to the bedroom. Fred",Who received the milk? 
11,milk,"<context>
Fred journeyed to the bedroom. Fred",What did Mary give to Bill? 
12,Bill,"<context>
Fred journeyed to the bedroom. Fred",Who received the milk? 
13,Bill,"<context>
Fred journeyed to the bedroom. Fred",Who did Mary give the milk to? 
14,milk,"<answer>
milk
</answer>

<",What did Mary give to Bill? 
15,Jeff,"<context>
Fred got the football there. Fred trav",Who received the football? 
16,Fred,"<context>
Fred got the football there. Fred trav",Who gave the football to Jeff? 
17,football,"<context>
Fred got the football there. Fred trav",What did Fred give to Jeff? 
18,Jeff,"<context>
Fred got the football there. Fred trav",Who received the football? 
19,Mary,"<answer>
Fred
</answer>

<",Who gave the milk? 
20,milk,Answer: milk,What did Jeff give to Mary? 
21,Mary,Answer: Mary,Who gave the milk to Jeff? 
22,Mary,"<context>
Fred travelled to the kitchen. Bill",Who gave the milk to Jeff? 
23,Bill,"Answer: Bill

<context>
Fred trav",Who gave the apple to Jeff? 
24,Jeff,"<context>
Fred travelled to the kitchen. Bill",Who gave the apple? 
25,apple,"<answer>
apple
</answer>

<context",What did Jeff give to Fred? 
26,Fred,"<context>
Bill travelled to the garden. Bill trav",Who received the apple? 
27,Jeff,"<context>
Bill travelled to the garden. Bill trav",Who received the apple? 
