,target,output,question
0,bedroom,"Answer: The hallway

Question: What is the bedroom",What is the bathroom east of?
1,bedroom,"Guy: The bedroom

Question: What is west of",What is west of the kitchen?
2,bathroom,"!Bathroom

Question: What is north of the bathroom",What is north of the garden?
3,bedroom,Answer: The bedroom.,What is south of the kitchen?
4,bedroom,"Answer: The bedroom

Question: What is the usual",What is east of the kitchen?
5,garden,"Answer: The garden

Give it a try @qu",What is the bathroom west of?
6,kitchen,"Answer: The kitchen

Category: The French Revolution",What is east of the bedroom?
7,bathroom,Answer: The bedroom.,What is the garden south of?
8,kitchen,Answer: The kitchen.,What is south of the office?
9,office,"Answer: The King of the English, who in the ele",What is east of the hallway?
10,garden,Answer: The garden.,What is north of the office?
11,garden,"Answer: The garden

Question: What is the meaning",What is south of the kitchen?
12,bathroom,"Answer: The bathroom.

Question: What is east",What is east of the kitchen?
13,garden,"Answer: The garden.

Question: What is east",What is west of the kitchen?
14,garden,"Answer: The garden.

Question: What is north",What is north of the bedroom?
15,garden,"Answer: The garden

Question: What is west of",What is east of the hallway?
16,hallway,"!

Horses

Question: What is west of",What is east of the office?
17,office,"Answer: The kitchen

Give it a try on",What is south of the bathroom?
18,garden,Hint: The bedroom north of is a room in a house.,What is the bedroom north of?
19,garden,"Answer: The bedroom

Long Answer: The bedroom is west",What is the kitchen west of?
20,garden,Answer: The office is east of the garden.,What is the office east of?
21,garden,"Given: The kitchen

Answer: The bathroom is",What is the bathroom south of?
22,bathroom,"Answer: The bathroom.

Question: What is the",What is north of the bedroom?
23,bathroom,"Answer: The bathroom

Question: What is the bathroom",What is the bedroom south of?
24,hallway,"House

Question: What is the bedroom west of?",What is the bedroom west of?
25,office,"! The office.

Context:
Germany led the",What is east of the bathroom?
26,office,"Hint: The bedroom is north of the hallway.

An",What is north of the bedroom?
27,hallway,"Answer: The hallway.

Give me a list",What is west of the bathroom?
28,garden,Answer: The bathroom is north of the garden.,What is the bathroom north of?
29,garden,Fred did not answer; he was thinking of his father.,What is north of the office?
30,bedroom,"Answer: The bedroom.

Question: What is east",What is east of the kitchen?
31,kitchen,"Guy
Expert Answer: The kitchen is west of the",What is the bathroom east of?
32,bathroom,"Question: What is south of the garden?

Question:",What is north of the garden?
33,kitchen,"Answer: The kitchen

Give me a sentence with",What is the bedroom west of?
34,bedroom,"Question: What is the bedroom north of?

Question:",What is the kitchen south of?
35,garden,"Answer: The bedroom

Question: What is the bedroom west",What is the bathroom east of?
36,office,"Answer: The guard room

Question: What is the",What is south of the hallway?
37,bedroom,"Answer: The bedroom.

Category: Literature",What is north of the bathroom?
38,bedroom,"Answer: The bedroom

Question: What is the bedroom",What is the bathroom east of?
39,office,Hint: The office is north of the bedroom. The water was,What is north of the bedroom?
40,bathroom,"Question: What is south of the bathroom?

Question:",What is south of the kitchen?
41,bedroom,"Answer: The bedroom.

Question: What is west",What is west of the office?
42,kitchen,"!
Answer: The kitchen

Silent:",What is the garden south of?
43,garden,"Humans

Question: What is the purpose of the",What is south of the bedroom?
44,garden,"Answer: The hallway

Give me a list of",What is the office south of?
45,hallway,Answer: The office east of the bedroom is the office west of,What is the office east of?
46,garden,"Hint: The snow that night was at its best, and held",What is south of the office?
47,garden,"Hint:

Answer: The bathroom

Question:",What is west of the bedroom?
48,garden,![](https://i.imgur.com/201,What is east of the hallway?
49,garden,"Answer: The garden

Give 'em hell Harry!",What is the office south of?
50,bedroom,"Question: What is the hallway south of?

Question:",What is the hallway north of?
51,garden,"Answer: The garden.

Question: What is the",What is north of the bathroom?
52,hallway,"Answer: The garden

Give me a context and",What is the bedroom north of?
53,bathroom,"Ginger Dick
Expert: The bathroom is east of the",What is east of the garden?
54,bathroom,"Answer: The bathroom.

Give me a break",What is west of the bedroom?
