,target,output,question
0,office,garden</s> office,Where was the apple before the bathroom? 
1,office,garden</s> office,Where was the apple before the hallway? 
2,office,garden</s> office,Where was the apple before the hallway? 
3,bathroom,garden office office,Where was the football before the garden? 
4,bathroom,garden office office,Where was the football before the garden? 
5,garden,garden</s> office,Where was the apple before the bathroom? 
6,kitchen,garden office office,Where was the milk before the office? 
7,kitchen,garden office office,Where was the apple before the office? 
8,kitchen,garden office office,Where was the apple before the office? 
9,bedroom,garden</s> office,Where was the apple before the office? 
10,garden,garden</s> office,Where was the apple before the bedroom? 
11,garden,garden</s> office,Where was the apple before the bedroom? 
12,garden,garden</s> office,Where was the milk before the bathroom? 
13,garden,garden</s> office,Where was the milk before the bathroom? 
14,garden,garden</s> office,Where was the milk before the bathroom? 
15,kitchen,garden office office,Where was the football before the garden? 
16,kitchen,garden office office,Where was the football before the garden? 
17,garden,garden</s> office,Where was the milk before the bedroom? 
18,garden,garden</s> office,Where was the milk before the bedroom? 
19,bedroom,garden</s> office,Where was the football before the bathroom? 
20,garden,garden</s> office,Where was the football before the hallway? 
21,garden,garden</s> office,Where was the football before the office? 
22,hallway,garden</s> office,Where was the football before the garden? 
23,office,garden</s> office,Where was the milk before the kitchen? 
24,kitchen,garden</s> office,Where was the milk before the bedroom? 
25,bathroom,garden office office,Where was the football before the bedroom? 
26,office,garden</s> office,Where was the football before the bedroom? 
27,garden,garden</s> office,Where was the football before the office? 
28,garden,garden</s> office,Where was the football before the office? 
29,garden,garden</s> office,Where was the apple before the office? 
30,bathroom,garden</s> office,Where was the apple before the hallway? 
31,office,garden</s> office,Where was the apple before the kitchen? 
32,office,garden</s> office,Where was the apple before the kitchen? 
33,hallway,garden office office,Where was the milk before the bedroom? 
34,bedroom,garden</s> office,Where was the milk before the garden? 
35,hallway,garden office office,Where was the apple before the bathroom? 
36,hallway,garden office office,Where was the football before the kitchen? 
37,bathroom,garden office office,Where was the apple before the kitchen? 
38,garden,garden</s> office,Where was the apple before the bathroom? 
39,garden,garden</s> office,Where was the apple before the bathroom? 
40,garden,garden</s> office,Where was the football before the hallway? 
41,garden,garden</s> office,Where was the football before the hallway? 
42,garden,garden</s> office,Where was the milk before the hallway? 
43,hallway,garden office office,Where was the milk before the bathroom? 
44,bathroom,garden</s> office,Where was the football before the hallway? 
45,bedroom,garden</s> office,Where was the apple before the bathroom? 
46,bedroom,garden</s> office,Where was the apple before the bathroom? 
47,bedroom,garden</s> office,Where was the apple before the bathroom? 
48,bedroom,garden</s> office,Where was the apple before the bathroom? 
49,bedroom,garden</s> office,Where was the milk before the hallway? 
50,kitchen,garden office office,Where was the apple before the garden? 
51,garden,garden</s> office,Where was the apple before the bedroom? 
52,garden,garden</s> office,Where was the football before the kitchen? 
53,bathroom,garden</s> office,Where was the apple before the bedroom? 
54,bathroom,garden</s> office,Where was the apple before the bedroom? 
55,office,garden</s> office,Where was the football before the hallway? 
56,kitchen,garden office office,Where was the apple before the office? 
57,office,garden</s> office,Where was the football before the garden? 
58,office,garden</s> office,Where was the football before the bedroom? 
59,garden,garden</s> office,Where was the apple before the hallway? 
60,hallway,garden office office,Where was the football before the bedroom? 
61,bathroom,garden office office,Where was the football before the hallway? 
62,bedroom,garden</s> office,Where was the football before the kitchen? 
63,garden,garden</s> office,Where was the football before the bathroom? 
64,garden,garden</s> office,Where was the football before the bathroom? 
65,bathroom,garden office office,Where was the milk before the office? 
66,bathroom,garden office office,Where was the milk before the office? 
67,bathroom,garden office office,Where was the milk before the office? 
68,garden,garden</s> office,Where was the football before the bedroom? 
69,kitchen,garden office office,Where was the football before the bathroom? 
70,office,garden</s> office,Where was the football before the hallway? 
71,hallway,garden office office,Where was the apple before the garden? 
72,bathroom,garden office office,Where was the milk before the kitchen? 
73,kitchen,garden office office,Where was the apple before the bathroom? 
74,garden,garden</s> office,Where was the apple before the bathroom? 
75,garden,garden</s> office,Where was the milk before the hallway? 
76,hallway,garden office office,Where was the milk before the office? 
77,garden,garden office office,Where was the milk before the hallway? 
78,office,garden</s> office,Where was the apple before the bathroom? 
79,office,garden</s> office,Where was the apple before the bathroom? 
80,kitchen,garden office office,Where was the milk before the office? 
81,kitchen,garden office office,Where was the milk before the office? 
82,kitchen,garden office office,Where was the milk before the office? 
83,bathroom,garden office office,Where was the apple before the hallway? 
84,bathroom,garden</s> office,Where was the milk before the bedroom? 
85,garden,garden</s> office,Where was the apple before the bathroom? 
86,bathroom,garden</s> office,Where was the milk before the kitchen? 
87,bathroom,garden</s> office,Where was the milk before the kitchen? 
88,garden,garden</s> office,Where was the milk before the bathroom? 
89,bathroom,garden</s> office,Where was the football before the bedroom? 
90,hallway,garden office office,Where was the milk before the kitchen? 
91,hallway,garden office office,Where was the milk before the kitchen? 
92,garden,garden</s> office,Where was the milk before the bedroom? 
93,bedroom,garden</s> office,Where was the football before the kitchen? 
94,kitchen,garden office office,Where was the apple before the bedroom? 
95,kitchen,garden office office,Where was the apple before the hallway? 
96,kitchen,garden office office,Where was the apple before the hallway? 
97,hallway,garden office office,Where was the apple before the kitchen? 
98,bedroom,garden</s> office,Where was the milk before the bathroom? 
99,bathroom,garden office office,Where was the milk before the bedroom? 
100,office,garden</s> office,Where was the milk before the bathroom? 
101,office,garden</s> office,Where was the milk before the bathroom? 
102,bedroom,garden</s> office,Where was the football before the office? 
103,bedroom,garden</s> office,Where was the football before the office? 
104,office,garden</s> office,Where was the milk before the bathroom? 
105,hallway,garden office office,Where was the football before the bathroom? 
106,garden,garden</s> office,Where was the football before the hallway? 
107,garden,garden</s> office,Where was the football before the hallway? 
108,hallway,garden office office,Where was the apple before the bathroom? 
109,hallway,garden office office,Where was the apple before the bathroom? 
110,garden,garden</s> office,Where was the apple before the hallway? 
111,garden,garden</s> office,Where was the apple before the hallway? 
112,hallway,garden office office,Where was the football before the kitchen? 
113,hallway,garden office office,Where was the football before the kitchen? 
114,kitchen,garden office office,Where was the apple before the garden? 
115,hallway,garden office office,Where was the milk before the bathroom? 
116,hallway,garden office office,Where was the milk before the bathroom? 
117,hallway,garden office office,Where was the milk before the bathroom? 
118,bedroom,garden</s> office,Where was the football before the office? 
119,bedroom,garden</s> office,Where was the football before the office? 
120,garden,garden</s> office,Where was the apple before the kitchen? 
121,garden,garden</s> office,Where was the milk before the hallway? 
122,garden,garden</s> office,Where was the milk before the hallway? 
123,garden,garden</s> office,Where was the milk before the hallway? 
