,target,output,question
0,football,garden office office,What did Fred give to Jeff? 
1,Fred,garden office garden,Who gave the football to Jeff? 
2,football,garden office garden,What did Fred give to Jeff? 
3,Jeff,garden office office,Who did Fred give the football to? 
4,Fred,garden office garden,Who did Jeff give the football to? 
5,Jeff,garden office office,Who gave the apple? 
6,Bill,garden office office,Who received the apple? 
7,apple,garden office garden,What did Bill give to Fred? 
8,apple,garden office office,What did Bill give to Fred? 
9,Fred,garden office garden,Who received the apple? 
10,Mary,garden office office,Who received the milk? 
11,milk,garden office office,What did Mary give to Bill? 
12,Bill,garden office office,Who received the milk? 
13,Bill,garden office office,Who did Mary give the milk to? 
14,milk,garden office office,What did Mary give to Bill? 
15,Jeff,garden office office,Who received the football? 
16,Fred,garden office garden,Who gave the football to Jeff? 
17,football,garden office garden,What did Fred give to Jeff? 
18,Jeff,garden office office,Who received the football? 
19,Mary,garden office office,Who gave the milk? 
20,milk,garden office office,What did Jeff give to Mary? 
21,Mary,garden office office,Who gave the milk to Jeff? 
22,Mary,garden office office,Who gave the milk to Jeff? 
23,Bill,garden office office,Who gave the apple to Jeff? 
24,Jeff,garden office office,Who gave the apple? 
25,apple,garden office office,What did Jeff give to Fred? 
26,Fred,garden office garden,Who received the apple? 
27,Jeff,garden office office,Who received the apple? 
28,Jeff,garden office office,Who gave the apple? 
29,Fred,garden office office,Who did Jeff give the apple to? 
30,Mary,garden office office,Who gave the milk? 
31,Bill,garden office office,Who gave the milk? 
32,Bill,garden office office,Who gave the milk to Mary? 
33,milk,garden office office,What did Bill give to Mary? 
34,apple,garden office office,What did Mary give to Fred? 
35,Jeff,garden office office,Who did Fred give the milk to? 
36,Jeff,garden office office,Who did Fred give the milk to? 
37,milk,garden office office,What did Jeff give to Mary? 
38,milk,garden office office,What did Jeff give to Mary? 
39,Fred,garden office garden,Who gave the apple? 
40,Mary,garden office office,Who gave the milk? 
41,milk,garden office office,What did Mary give to Fred? 
42,Jeff,garden office office,Who gave the milk? 
43,Fred,garden office garden,Who received the milk? 
44,Mary,garden office office,Who gave the milk? 
45,Bill,garden office office,Who did Mary give the milk to? 
46,milk,garden office office,What did Mary give to Bill? 
47,Mary,garden office office,Who gave the milk? 
48,Mary,garden office office,Who did Bill give the milk to? 
49,Bill,garden office office,Who gave the milk to Mary? 
50,Mary,garden office office,Who gave the apple to Fred? 
51,Fred,garden office garden,Who gave the apple to Mary? 
52,apple,garden office garden,What did Fred give to Mary? 
53,apple,garden office garden,What did Mary give to Jeff? 
54,apple,garden office office,What did Mary give to Jeff? 
55,Fred,garden office office,Who received the football? 
56,football,garden office garden,What did Bill give to Fred? 
57,Bill,garden office office,Who gave the apple? 
58,Bill,garden office office,Who did Mary give the apple to? 
59,Jeff,garden office office,Who did Bill give the apple to? 
60,Jeff,garden office office,Who did Bill give the apple to? 
61,Bill,garden office office,Who gave the apple to Jeff? 
62,Jeff,garden office office,Who gave the apple to Bill? 
63,Bill,garden office office,Who received the apple? 
64,Mary,garden office office,Who gave the milk? 
65,Mary,garden office office,Who gave the apple to Bill? 
66,Bill,garden office office,Who did Mary give the apple to? 
67,Mary,garden office office,Who did Bill give the apple to? 
68,apple,garden office garden,What did Bill give to Mary? 
69,Mary,garden office office,Who did Bill give the apple to? 
70,apple,garden office office,What did Fred give to Jeff? 
71,Jeff,garden office office,Who gave the football? 
72,Jeff,garden office office,Who gave the football? 
73,apple,garden office garden,What did Fred give to Bill? 
74,apple,garden office garden,What did Fred give to Bill? 
75,Fred,garden office garden,Who gave the football? 
76,Fred,garden office garden,Who gave the football? 
77,Mary,garden office office,Who received the football? 
78,Mary,garden office office,Who gave the football? 
79,football,garden office garden,What did Mary give to Fred? 
80,milk,garden office office,What did Fred give to Jeff? 
81,milk,garden office office,What did Fred give to Jeff? 
82,Fred,garden office garden,Who did Jeff give the milk to? 
83,milk,garden office office,What did Jeff give to Fred? 
84,Jeff,garden office office,Who gave the milk to Fred? 
85,Fred,garden office office,Who did Mary give the apple to? 
86,Fred,garden office garden,Who gave the apple to Mary? 
87,Mary,garden office office,Who gave the apple? 
88,Jeff,garden office office,Who did Mary give the apple to? 
89,Jeff,garden office office,Who received the football? 
90,football,garden office office,What did Mary give to Jeff? 
91,Mary,garden office office,Who received the football? 
92,Mary,garden office office,Who gave the football? 
93,Jeff,garden office office,Who did Mary give the football to? 
94,Bill,garden office office,Who did Fred give the apple to? 
95,Jeff,garden office office,Who did Mary give the apple to? 
96,Mary,garden office office,Who gave the apple to Jeff? 
97,apple,garden office office,What did Jeff give to Fred? 
98,Fred,garden office garden,Who did Jeff give the apple to? 
99,milk,garden office office,What did Bill give to Mary? 
100,Bill,garden office office,Who did Mary give the apple to? 
101,Bill,garden office office,Who received the apple? 
102,Fred,garden office garden,Who gave the apple? 
103,Bill,garden office office,Who gave the apple? 
104,apple,garden office garden,What did Mary give to Bill? 
105,Jeff,garden office office,Who received the milk? 
106,Mary,garden office office,Who gave the milk? 
107,Jeff,garden office office,Who did Mary give the milk to? 
108,football,garden office garden,What did Bill give to Mary? 
109,Mary,garden office office,Who gave the football? 
110,apple,garden office garden,What did Jeff give to Mary? 
111,apple,garden office office,What did Jeff give to Mary? 
112,Mary,garden office office,Who gave the apple? 
113,Mary,garden office office,Who gave the apple? 
114,Mary,garden office office,Who received the apple? 
115,Bill,garden office office,Who gave the milk? 
116,milk,garden office office,What did Mary give to Bill? 
117,Bill,garden office office,Who did Mary give the milk to? 
118,milk,garden office office,What did Bill give to Mary? 
119,Mary,garden office office,Who did Bill give the milk to? 
120,milk,garden office office,What did Mary give to Bill? 
121,Mary,garden office office,Who gave the milk? 
122,Mary,garden office office,Who gave the milk? 
123,Jeff,garden office office,Who did Bill give the football to? 
124,Bill,garden office office,Who gave the football to Jeff? 
125,Jeff,garden office office,Who received the football? 
126,Jeff,garden office office,Who gave the football to Bill? 
127,football,garden office garden,What did Jeff give to Bill? 
128,football,garden office garden,What did Jeff give to Bill? 
129,apple,garden office office,What did Fred give to Mary? 
130,Bill,garden office office,Who received the apple? 
131,apple,garden office office,What did Mary give to Bill? 
132,apple,garden office office,What did Mary give to Bill? 
133,apple,garden office office,What did Jeff give to Mary? 
134,Fred,garden office garden,Who gave the apple? 
135,football,garden office office,What did Fred give to Jeff? 
136,football,garden office office,What did Fred give to Jeff? 
137,Jeff,garden office office,Who gave the football? 
138,Fred,garden office office,Who did Jeff give the football to? 
139,football,garden office garden,What did Fred give to Mary? 
140,football,garden office office,What did Jeff give to Mary? 
141,Mary,garden office office,Who received the football? 
142,football,garden office garden,What did Mary give to Jeff? 
143,Jeff,garden office office,Who gave the football? 
144,Bill,garden office office,Who received the apple? 
145,Fred,garden office garden,Who received the apple? 
146,Fred,garden office garden,Who received the apple? 
147,Mary,garden office office,Who did Bill give the football to? 
148,Bill,garden office office,Who gave the football to Mary? 
149,Fred,garden office garden,Who received the football? 
150,Bill,garden office office,Who received the apple? 
151,Jeff,garden office office,Who gave the apple to Bill? 
152,Bill,garden office office,Who received the apple? 
153,Bill,garden office office,Who gave the apple to Jeff? 
154,apple,garden office office,What did Bill give to Jeff? 
155,football,garden office garden,What did Mary give to Bill? 
156,football,garden office garden,What did Mary give to Bill? 
157,Mary,garden office office,Who did Bill give the football to? 
158,football,garden office garden,What did Bill give to Mary? 
159,Bill,garden office office,Who received the apple? 
160,Bill,garden office office,Who did Fred give the apple to? 
161,apple,garden office garden,What did Fred give to Bill? 
162,apple,garden office garden,What did Fred give to Bill? 
163,Fred,garden office office,Who gave the apple? 
164,Jeff,garden office office,Who received the apple? 
165,Jeff,garden office office,Who received the apple? 
166,Jeff,garden office office,Who received the apple? 
167,Jeff,garden office office,Who received the apple? 
168,apple,garden office office,What did Mary give to Jeff? 
169,Bill,garden office office,Who gave the milk to Fred? 
170,football,garden office garden,What did Mary give to Bill? 
171,Bill,garden office office,Who did Mary give the football to? 
172,football,garden office garden,What did Bill give to Mary? 
173,football,garden office garden,What did Bill give to Mary? 
174,Mary,garden office office,Who did Bill give the football to? 
175,football,garden office garden,What did Jeff give to Bill? 
176,football,garden office garden,What did Bill give to Mary? 
177,Mary,garden office office,Who received the football? 
178,Bill,garden office office,Who gave the football? 
179,football,garden office office,What did Bill give to Fred? 
180,Fred,garden office garden,Who gave the milk to Jeff? 
181,milk,garden office office,What did Jeff give to Mary? 
182,Mary,garden office office,Who received the milk? 
183,Mary,garden office office,Who gave the milk? 
184,Fred,garden office garden,Who received the milk? 
185,football,garden office garden,What did Mary give to Bill? 
186,football,garden office office,What did Mary give to Bill? 
187,football,garden office garden,What did Mary give to Bill? 
188,Bill,garden office office,Who gave the football? 
189,football,garden office office,What did Bill give to Mary? 
190,Fred,garden office office,Who gave the football? 
191,Fred,garden office office,Who gave the football to Jeff? 
192,football,garden office garden,What did Fred give to Jeff? 
193,apple,garden office office,What did Bill give to Fred? 
194,Bill,garden office office,Who gave the apple to Fred? 
195,milk,garden office office,What did Mary give to Bill? 
196,Mary,garden office office,Who gave the milk? 
197,Bill,garden office office,Who gave the milk? 
198,milk,garden office office,What did Bill give to Mary? 
199,Mary,garden office office,Who gave the milk? 
200,milk,garden office office,What did Jeff give to Bill? 
201,milk,garden office office,What did Jeff give to Bill? 
202,milk,garden office office,What did Jeff give to Bill? 
203,Mary,garden office office,Who gave the football? 
204,Fred,garden office garden,Who did Mary give the football to? 
205,Fred,garden office garden,Who received the football? 
206,Fred,garden office garden,Who did Mary give the football to? 
207,Jeff,garden office office,Who did Fred give the football to? 
