Unnamed: 0,target,output,question
0,bedroom,Answer: the bedroom.,What is the bathroom east of?
1,bedroom,Answer: The bedroom is west of the kitchen.,What is west of the kitchen?
2,bathroom,Answer: The bathroom is north of the garden.,What is north of the garden?
3,bedroom,The bathroom is south of the kitchen.,What is south of the kitchen?
4,bedroom,The bedroom is east of the kitchen.,What is east of the kitchen?
5,garden,Answer: the garden.,What is the bathroom west of?
6,kitchen,"Answer: The kitchen.

Question: What is north of the kitchen?
Answer: The bedroom.",What is east of the bedroom?
7,bathroom,"Answer: the bedroom.

Question: What is the bathroom north of?
Answer: the garden.",What is the garden south of?
8,kitchen,Answer: The kitchen is south of the office.,What is south of the office?
9,office,Answer: The garden is east of the hallway.,What is east of the hallway?
10,garden,Answer: The garden is north of the office.,What is north of the office?
11,garden,The garden is south of the kitchen.,What is south of the kitchen?
12,bathroom,The bedroom is east of the kitchen.,What is east of the kitchen?
13,garden,The garden is west of the kitchen.,What is west of the kitchen?
14,garden,The garden is north of the bedroom.,What is north of the bedroom?
15,garden,Answer: The garden is east of the hallway.,What is east of the hallway?
16,hallway,Answer: The hallway is east of the office.,What is east of the office?
17,office,The kitchen is south of the bathroom.,What is south of the bathroom?
18,garden,"Answer: the kitchen.

Question: What is the bedroom south of?
Answer: the garden.",What is the bedroom north of?
19,garden,Answer: the bedroom.,What is the kitchen west of?
20,garden,"Answer: the office east of the kitchen.

   Davy, Sir H. 17, 2",What is the office east of?
21,garden,Answer: The bathroom is south of the kitchen.,What is the bathroom south of?
22,bathroom,Answer: the bathroom.,What is north of the bedroom?
23,bathroom,The bedroom is south of the kitchen.,What is the bedroom south of?
24,hallway,The bedroom is west of the hallway.,What is the bedroom west of?
25,office,Answer: The kitchen is east of the bathroom.,What is east of the bathroom?
26,office,Answer: The kitchen is north of the bedroom.,What is north of the bedroom?
27,hallway,Answer: The hallway is west of the bathroom.,What is west of the bathroom?
28,garden,Answer: The bathroom is north of the kitchen.,What is the bathroom north of?
29,garden,The garden is north of the office.,What is north of the office?
30,bedroom,The bedroom is east of the kitchen.,What is east of the kitchen?
31,kitchen,Answer: The bathroom is east of the kitchen.,What is the bathroom east of?
32,bathroom,The garden is north of the bedroom.,What is north of the garden?
33,kitchen,Answer: The bedroom is west of the hallway.,What is the bedroom west of?
34,bedroom,The kitchen is south of the hallway.,What is the kitchen south of?
35,garden,"Answer: the garden.

Question: What is the garden west of?
Answer: the bedroom.",What is the bathroom east of?
36,office,The bathroom is south of the hallway.,What is south of the hallway?
37,bedroom,The hallway is north of the bathroom.,What is north of the bathroom?
