Unnamed: 0,target,output,question
0,football,Fred gave the football to Jeff.,What did Fred give to Jeff? 
1,Fred,Answer: Fred gave the football to Jeff.,Who gave the football to Jeff? 
2,football,Fred gave the football to Jeff.,What did Fred give to Jeff? 
3,Jeff,Fred gave the football to Jeff.,Who did Fred give the football to? 
4,Fred,Answer: Jeff gave the football to Fred.,Who did Jeff give the football to? 
5,Jeff,Answer: Mary gave the apple to Fred.,Who gave the apple? 
6,Bill,Fred received the apple.,Who received the apple? 
7,apple,Bill gave the apple to Fred.,What did Bill give to Fred? 
8,apple,Bill gave the apple to Fred.,What did Bill give to Fred? 
9,Fred,Fred received the apple.,Who received the apple? 
10,Mary,"Answer: Mary received the milk.

Question: Who gave the milk?
Answer: Fred gave the milk.",Who received the milk? 
11,milk,Mary gave Bill the milk.,What did Mary give to Bill? 
12,Bill,Mary received the milk.,Who received the milk? 
13,Bill,Mary gave the milk to Bill.,Who did Mary give the milk to? 
14,milk,Mary gave Bill the milk.,What did Mary give to Bill? 
15,Jeff,Answer: Jeff received the football.,Who received the football? 
16,Fred,Fred gave the football to Jeff.,Who gave the football to Jeff? 
17,football,Fred gave the football to Jeff.,What did Fred give to Jeff? 
18,Jeff,Fred received the football.,Who received the football? 
19,Mary,Mary gave the milk.,Who gave the milk? 
20,milk,Jeff gave Mary the milk.,What did Jeff give to Mary? 
21,Mary,Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
22,Mary,Answer: Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
23,Bill,Bill gave the apple to Jeff.,Who gave the apple to Jeff? 
24,Jeff,Answer: Mary gave the apple to Fred.,Who gave the apple? 
25,apple,Answer: Jeff gave Fred the apple.,What did Jeff give to Fred? 
26,Fred,Answer: Fred received the apple.,Who received the apple? 
27,Jeff,Answer: Fred received the apple.,Who received the apple? 
28,Jeff,Mary gave the apple to Fred.,Who gave the apple? 
29,Fred,Answer: Jeff gave the apple to Fred.,Who did Jeff give the apple to? 
30,Mary,Bill gave the milk.,Who gave the milk? 
31,Bill,Bill gave the milk.,Who gave the milk? 
32,Bill,Bill gave the milk to Mary.,Who gave the milk to Mary? 
33,milk,Bill gave the milk to Mary.,What did Bill give to Mary? 
34,apple,Mary gave the apple to Fred.,What did Mary give to Fred? 
35,Jeff,Fred gave the milk to Jeff.,Who did Fred give the milk to? 
36,Jeff,Fred gave the milk to Jeff.,Who did Fred give the milk to? 
