Unnamed: 0,target,output,question
0,bedroom,Answer: The bathroom is east of the hallway.,What is the bathroom east of?
1,bedroom,Answer: the bedroom is west of the kitchen.,What is west of the kitchen?
2,bathroom,Answer: the bathroom.,What is north of the garden?
3,bedroom,Answer: The bedroom is south of the kitchen.,What is south of the kitchen?
4,bedroom,The bedroom is east of the kitchen.,What is east of the kitchen?
5,garden,The bathroom is west of the hallway.,What is the bathroom west of?
6,kitchen,"Answer: kitchen

Question: What is west of the bedroom?
Answer: garden

Question: What is",What is east of the bedroom?
7,bathroom,The garden is south of the bedroom.,What is the garden south of?
8,kitchen,The kitchen is south of the office.,What is south of the office?
9,office,The office is east of the hallway.,What is east of the hallway?
10,garden,The garden is north of the office.,What is north of the office?
11,garden,The hallway is south of the kitchen.,What is south of the kitchen?
12,bathroom,Answer: the bathroom is east of the kitchen.,What is east of the kitchen?
13,garden,Answer: the garden is west of the kitchen.,What is west of the kitchen?
14,garden,"Answer: the garden.

Question: What is south of the bedroom?
Answer: the office.",What is north of the bedroom?
15,garden,Answer: the garden is east of the hallway.,What is east of the hallway?
16,hallway,Answer: The hallway is east of the office.,What is east of the office?
17,office,Answer: the kitchen is south of the bathroom.,What is south of the bathroom?
18,garden,"Answer: kitchen

Question: What is the kitchen north of?
Answer: bedroom

Question: What is",What is the bedroom north of?
19,garden,Answer: the garden.,What is the kitchen west of?
20,garden,Answer: the garden.,What is the office east of?
21,garden,Answer: the kitchen.,What is the bathroom south of?
22,bathroom,Answer: the bathroom.,What is north of the bedroom?
23,bathroom,The bedroom is south of the kitchen.,What is the bedroom south of?
24,hallway,The bedroom is west of the kitchen.,What is the bedroom west of?
25,office,Answer: the office.,What is east of the bathroom?
26,office,Answer: the hallway.,What is north of the bedroom?
27,hallway,Answer: the hallway.,What is west of the bathroom?
28,garden,The bathroom is north of the office.,What is the bathroom north of?
29,garden,Answer: the garden.,What is north of the office?
30,bedroom,Answer: the office.,What is east of the kitchen?
31,kitchen,"Answer: kitchen

Question: What is the kitchen east of?
Answer: hallway

Question: What is",What is the bathroom east of?
32,bathroom,Answer: the bathroom.,What is north of the garden?
33,kitchen,Answer: the kitchen.,What is the bedroom west of?
34,bedroom,Answer: the hallway.,What is the kitchen south of?
35,garden,Answer: the garden.,What is the bathroom east of?
36,office,The office is south of the hallway.,What is south of the hallway?
37,bedroom,Answer: the bedroom.,What is north of the bathroom?
38,bedroom,Answer: the office.,What is the bathroom east of?
39,office,Answer: the kitchen.,What is north of the bedroom?
40,bathroom,Answer: the hallway and the bathroom.,What is south of the kitchen?
41,bedroom,Answer: the bedroom is west of the office.,What is west of the office?
