Unnamed: 0,target,output,question
0,office,"Answer: The apple was in the bedroom before the bathroom.

Question: Where was the football before the garden",Where was the apple before the bathroom? 
1,office,The apple was in the kitchen before the hallway.,Where was the apple before the hallway? 
2,office,The apple was in the kitchen before the hallway.,Where was the apple before the hallway? 
3,bathroom,Answer: The football was in the bedroom before the garden.,Where was the football before the garden? 
4,bathroom,Answer: The football was in the office.,Where was the football before the garden? 
5,garden,Answer: The apple was in the kitchen before the bathroom.,Where was the apple before the bathroom? 
6,kitchen,The milk was in the kitchen before the office.,Where was the milk before the office? 
7,kitchen,The apple was in the bathroom before the office.,Where was the apple before the office? 
8,kitchen,Answer: The apple was in the garden before the office.,Where was the apple before the office? 
9,bedroom,Answer: The apple was in the garden before the office.,Where was the apple before the office? 
10,garden,The apple was in the bathroom before the bedroom.,Where was the apple before the bedroom? 
11,garden,Answer: The apple was in the bathroom before the bedroom.,Where was the apple before the bedroom? 
12,garden,Answer: The milk was in the kitchen before the bathroom.,Where was the milk before the bathroom? 
13,garden,Answer: The milk was in the kitchen before the bathroom.,Where was the milk before the bathroom? 
14,garden,Answer: The milk was in the kitchen before the bathroom.,Where was the milk before the bathroom? 
15,kitchen,The football was in the bedroom before the garden.,Where was the football before the garden? 
16,kitchen,The football was in the office before the garden.,Where was the football before the garden? 
17,garden,The milk was in the kitchen before the bedroom.,Where was the milk before the bedroom? 
18,garden,Answer: The milk was in the kitchen before the bedroom.,Where was the milk before the bedroom? 
19,bedroom,Answer: Before the bathroom the football was in the garden.,Where was the football before the bathroom? 
20,garden,Answer: Before the hallway the football was in the garden.,Where was the football before the hallway? 
21,garden,"Answer: Before the office the football was in the garden.

Question: Where was the apple before the kitchen?",Where was the football before the office? 
22,hallway,Answer: The football was in the bedroom before the garden.,Where was the football before the garden? 
23,office,Answer: The milk was in the refrigerator before the kitchen.,Where was the milk before the kitchen? 
24,kitchen,The milk was in the kitchen before the bedroom.,Where was the milk before the bedroom? 
25,bathroom,The football was in the garden before the bedroom.,Where was the football before the bedroom? 
26,office,"Answer: Before the bedroom the football was in the office.

Question: Where was the apple before the bedroom?",Where was the football before the bedroom? 
27,garden,The football was in the garden before the office.,Where was the football before the office? 
28,garden,The football was in the garden before the office.,Where was the football before the office? 
29,garden,The apple was in the bedroom before the office.,Where was the apple before the office? 
30,bathroom,"Answer: Before the hallway the apple was in the office.

Question: Where was the apple before the office?",Where was the apple before the hallway? 
31,office,The apple was in the bathroom before the kitchen.,Where was the apple before the kitchen? 
32,office,The apple was in the bathroom before the kitchen.,Where was the apple before the kitchen? 
33,hallway,The milk was in the kitchen before the bedroom.,Where was the milk before the bedroom? 
34,bedroom,The milk was in the bedroom before the garden.,Where was the milk before the garden? 
35,hallway,Answer: The apple was in the bedroom before the bathroom.,Where was the apple before the bathroom? 
36,hallway,"Answer: Before the kitchen the football was in the garden.

Question: Where was the milk before the kitchen?",Where was the football before the kitchen? 
37,bathroom,Answer: Before the kitchen the apple was in the bathroom.,Where was the apple before the kitchen? 
38,garden,Answer: The apple was in the kitchen before the bathroom.,Where was the apple before the bathroom? 
39,garden,The apple was in the kitchen before the bathroom.,Where was the apple before the bathroom? 
40,garden,Answer: The football was in the garden before the hallway.,Where was the football before the hallway? 
41,garden,Answer: The football was in the garden before the hallway.,Where was the football before the hallway? 
42,garden,Answer: The milk was in the kitchen before the hallway.,Where was the milk before the hallway? 
43,hallway,Answer: The milk was in the kitchen before the bathroom.,Where was the milk before the bathroom? 
44,bathroom,The football was in the office before the hallway.,Where was the football before the hallway? 
45,bedroom,Answer: The apple was in the bedroom before the bathroom.,Where was the apple before the bathroom? 
46,bedroom,Answer: The apple was in the bedroom before the bathroom.,Where was the apple before the bathroom? 
47,bedroom,The apple was in the bedroom before the bathroom.,Where was the apple before the bathroom? 
48,bedroom,Answer: The apple was in the bedroom before the bathroom.,Where was the apple before the bathroom? 
49,bedroom,Answer: The milk was in the bedroom.,Where was the milk before the hallway? 
50,kitchen,The apple was in the bedroom before the garden.,Where was the apple before the garden? 
51,garden,The apple was in the bathroom before the bedroom.,Where was the apple before the bedroom? 
52,garden,The football was in the garden before the kitchen.,Where was the football before the kitchen? 
53,bathroom,Answer: The apple was in the bathroom before the bedroom.,Where was the apple before the bedroom? 
54,bathroom,The apple was in the bathroom before the bedroom.,Where was the apple before the bedroom? 
55,office,The football was in the kitchen before the hallway.,Where was the football before the hallway? 
56,kitchen,The apple was in the bathroom before the office.,Where was the apple before the office? 
57,office,Answer: The football was in the office.,Where was the football before the garden? 
58,office,Answer: The football was in the office before the bedroom.,Where was the football before the bedroom? 
59,garden,The apple was in the office before the hallway.,Where was the apple before the hallway? 
60,hallway,The football was in the garden before the bedroom.,Where was the football before the bedroom? 
61,bathroom,The football was in the bedroom before the hallway.,Where was the football before the hallway? 
62,bedroom,Answer: The football was in the garden before the kitchen.,Where was the football before the kitchen? 
63,garden,Answer: Before the bathroom the football was in the bedroom.,Where was the football before the bathroom? 
64,garden,Answer: The football was in the bedroom before the bathroom.,Where was the football before the bathroom? 
65,bathroom,Answer: Before the office the milk was in the kitchen.,Where was the milk before the office? 
66,bathroom,The milk was in the kitchen before the office.,Where was the milk before the office? 
67,bathroom,The milk was in the kitchen before the office.,Where was the milk before the office? 
68,garden,The football was in the garden before the bedroom.,Where was the football before the bedroom? 
69,kitchen,Answer: Before the bathroom the football was in the garden.,Where was the football before the bathroom? 
70,office,"Answer: Before the hallway the football was in the garden.

Question: Where was the milk before the bathroom?",Where was the football before the hallway? 
71,hallway,The apple was in the kitchen before the garden.,Where was the apple before the garden? 
72,bathroom,The milk was in the bathroom before the kitchen.,Where was the milk before the kitchen? 
73,kitchen,Answer: Before the bathroom the apple was in the kitchen.,Where was the apple before the bathroom? 
74,garden,Answer: The apple was in the kitchen before the bathroom.,Where was the apple before the bathroom? 
75,garden,Answer: The milk was in the kitchen before the hallway.,Where was the milk before the hallway? 
