Unnamed: 0,target,output,question
0,hallway,John is in the hallway.,Where is John? 
1,bathroom,Mary is in the bathroom.,Where is Mary? 
2,kitchen,Sandra is in the kitchen.,Where is Sandra? 
3,hallway,Sandra is in the kitchen.,Where is Sandra? 
4,kitchen,Sandra is in the kitchen.,Where is Sandra? 
5,hallway,Sandra is in the kitchen.,Where is Sandra? 
6,garden,Sandra is in the garden.,Where is Sandra? 
7,hallway,Daniel is in the hallway.,Where is Daniel? 
8,office,"Sandra is in the garden.

Question: Where is John?
John is in the hallway.",Where is Sandra? 
9,office,Daniel is in the hallway.,Where is Daniel? 
10,kitchen,"Answer: She is in the kitchen.

and by May, i. 133. (43",Where is Mary? 
11,garden,Mary is in the garden.,Where is Mary? 
12,office,Daniel is at the office.,Where is Daniel? 
13,bedroom,"Mary is in the kitchen.

Question: Where is John?
John is in the hallway.

Question",Where is Mary? 
14,bedroom,Mary is in the kitchen.,Where is Mary? 
15,kitchen,John is in the kitchen.,Where is John? 
16,garden,John is in the kitchen.,Where is John? 
17,kitchen,Answer: John is in the kitchen.,Where is John? 
18,office,"Daniel is in the office.

Question: Where is John?
John is in the kitchen.

Question",Where is Daniel? 
19,kitchen,Answer: John is in the kitchen.,Where is John? 
20,hallway,Mary is in the kitchen.,Where is Mary? 
21,office,John is in the office.,Where is John? 
22,office,John is in the hallway.,Where is John? 
23,hallway,Sandra is in the office.,Where is Sandra? 
24,bedroom,Daniel is in the office.,Where is Daniel? 
25,bedroom,Answer: Sandra is in the bedroom.,Where is Sandra? 
26,bedroom,Mary is in the bedroom.,Where is Mary? 
27,kitchen,Daniel is in the kitchen.,Where is Daniel? 
28,kitchen,Daniel is in the kitchen.,Where is Daniel? 
29,kitchen,Daniel is in the bedroom.,Where is Daniel? 
30,hallway,Sandra is in the hallway.,Where is Sandra? 
31,office,Answer: John is in the office.,Where is John? 
32,kitchen,Sandra is in the kitchen.,Where is Sandra? 
33,kitchen,Sandra is in the kitchen.,Where is Sandra? 
34,bathroom,Sandra is in the kitchen.,Where is Sandra? 
35,office,Mary is in the bedroom.,Where is Mary? 
36,bathroom,Mary is in the bathroom.,Where is Mary? 
37,garden,Mary is in the bathroom.,Where is Mary? 
38,kitchen,Answer: Sandra is in the kitchen.,Where is Sandra? 
39,bedroom,Daniel is in the bedroom.,Where is Daniel? 
40,bathroom,Sandra is in the bathroom.,Where is Sandra? 
41,garden,Daniel is in the garden.,Where is Daniel? 
42,bathroom,Sandra is in the bathroom.,Where is Sandra? 
43,hallway,Daniel is in the kitchen.,Where is Daniel? 
44,garden,Daniel is in the garden.,Where is Daniel? 
45,kitchen,Mary is in the kitchen.,Where is Mary? 
46,hallway,Daniel is in the kitchen.,Where is Daniel? 
47,bathroom,Sandra is in the hallway.,Where is Sandra? 
48,office,"John is in the office.

conclusion, and you will be unable to discover the slightest connection
between the premises",Where is John? 
49,bedroom,John is in the office.,Where is John? 
50,bedroom,John is in the bedroom.,Where is John? 
51,office,John is in the bedroom.,Where is John? 
52,garden,John is in the garden.,Where is John? 
53,garden,"Answer: John is in the garden.

Question: Where is Daniel?

Answer: Daniel is in",Where is John? 
54,kitchen,Answer: In the lion's den. Question: Where is Jonah? Answer: In the whale's belly.,Where is Daniel? 
55,bedroom,"Answer: Mary is in the kitchen.

_The Marriage Registers_.--The Registers are kept in duplicate",Where is Mary? 
56,kitchen,"Mary is in the kitchen. {150}

by some. But, if God alone can forgive sins",Where is Mary? 
57,hallway,"Answer: Mary is in the kitchen.

Question: Where is Daniel?

Answer: Daniel is in",Where is Mary? 
58,garden,Daniel is in the garden.,Where is Daniel? 
