,target,output,question
0,football,"Based on the context provided, Fred gave the football to Jeff.",What did Fred give to Jeff? 
1,Fred,Fred gave the football to Jeff. This information is mentioned in the context when,Who gave the football to Jeff? 
2,football,"Based on the context provided, Fred gave the football to Jeff.",What did Fred give to Jeff? 
3,Jeff,The text indicates that Fred gave the football to Jeff on three occasions:,Who did Fred give the football to? 
4,Fred,"Based on the context provided, Jeff gave the football to Fred twice.",Who did Jeff give the football to? 
5,Jeff,Jeff gave the apple to Fred. This is mentioned in the text after the,Who gave the apple? 
6,Bill,"Based on the context provided, Jeff gave the apple to Fred, and then",Who received the apple? 
7,apple,"Based on the context provided, Bill gave the apple to Fred.",What did Bill give to Fred? 
8,apple,The text suggests that Bill gave the apple to Fred. This is stated at,What did Bill give to Fred? 
9,Fred,"Jeff gave the apple to Fred, Fred handed the apple to Bill, and",Who received the apple? 
10,Mary,Fred handed the milk to Mary. This event is mentioned at the end of,Who received the milk? 
11,milk,Mary gave the milk to Bill.,What did Mary give to Bill? 
12,Bill,"Based on the context provided, the milk was handed around among Fred, Mary",Who received the milk? 
13,Bill,Mary gave the milk to Bill.,Who did Mary give the milk to? 
14,milk,"Based on the context provided, Mary gave the milk to Bill. This is",What did Mary give to Bill? 
15,Jeff,"Fred received the football. This is mentioned in the sentence ""Fred got",Who received the football? 
16,Fred,"Fred gave the football to Jeff. This is mentioned in the context as """,Who gave the football to Jeff? 
17,football,"Based on the context provided, Fred passed the football to Jeff twice.",What did Fred give to Jeff? 
18,Jeff,"The football was passed around among Fred, Jeff, and Bill. It is",Who received the football? 
19,Mary,Mary gave the milk. This is mentioned a few times in the text:,Who gave the milk? 
20,milk,Jeff gave the milk to Mary.,What did Jeff give to Mary? 
21,Mary,Mary passed the milk to Jeff. This is mentioned in the text towards the,Who gave the milk to Jeff? 
22,Mary,Mary gave the milk to Jeff. This is stated in the text you provided,Who gave the milk to Jeff? 
23,Bill,Bill gave the apple to Jeff.,Who gave the apple to Jeff? 
24,Jeff,Bill gave the apple to Jeff. This is stated in the text when it,Who gave the apple? 
25,apple,"Based on the context provided, Jeff gave the apple to Fred. This is",What did Jeff give to Fred? 
26,Fred,"In the context provided, Jeff first picked up the apple in the bathroom,",Who received the apple? 
27,Jeff,"Based on the context provided, it is not explicitly stated who received the apple",Who received the apple? 
28,Jeff,The passage mentions that Jeff gave the apple to Fred.,Who gave the apple? 
29,Fred,Jeff gave the apple to Fred.,Who did Jeff give the apple to? 
30,Mary,"Based on the text, it is not explicitly stated who gave the milk,",Who gave the milk? 
31,Bill,"Based on the context provided, there are two instances where someone gives milk.",Who gave the milk? 
32,Bill,Bill gave the milk to Mary (based on the context provided).,Who gave the milk to Mary? 
33,milk,Bill gave the milk to Mary.,What did Bill give to Mary? 
34,apple,Mary gave the apple to Fred. This exchange is mentioned twice in the text,What did Mary give to Fred? 
35,Jeff,Fred gave the milk to Jeff.,Who did Fred give the milk to? 
36,Jeff,Fred gave the milk to Jeff.,Who did Fred give the milk to? 
37,milk,"Based on the context provided, Jeff gave the milk to Mary.",What did Jeff give to Mary? 
38,milk,"Based on the context provided, Jeff gave the milk to Mary.",What did Jeff give to Mary? 
39,Fred,Fred gave the apple to Bill.,Who gave the apple? 
40,Mary,"The text mentions that Fred grabbed the milk, put down the milk,",Who gave the milk? 
41,milk,"Mary gave Fred a handkerchief that Fred had given to her,",What did Mary give to Fred? 
42,Jeff,"The text you provided mentions several characters picking up, putting down, and",Who gave the milk? 
43,Fred,"Based on the context provided, the milk was passed around among several characters,",Who received the milk? 
