,target,output,question
0,football,Fred gave the football to Jeff.,What did Fred give to Jeff? 
1,Fred,Fred gave the football to Jeff.,Who gave the football to Jeff? 
2,football,"Fred gave the football to Jeff. This is mentioned twice in the text,",What did Fred give to Jeff? 
3,Jeff,Fred gave the football to Jeff multiple times in this sequence. Here are the,Who did Fred give the football to? 
4,Fred,"In the given text, Jeff gave the football to Fred multiple times and also",Who did Jeff give the football to? 
5,Jeff,"Jeff gave the apple. The text states that Jeff moved to the garden,",Who gave the apple? 
6,Bill,"Bill received the apple.

Here's the sequence of events from",Who received the apple? 
7,apple,"In the given text, Bill handed the apple to Fred. There is no",What did Bill give to Fred? 
8,apple,"In the given text, Bill gave the apple back to Fred. This return",What did Bill give to Fred? 
9,Fred,"Fred received the apple. This is stated in the text: ""Jeff",Who received the apple? 
10,Mary,"Mary received the milk. In the text you provided, it states that Fred",Who received the milk? 
11,milk,Mary gave the milk to Bill.,What did Mary give to Bill? 
12,Bill,"Bill received the milk. This is stated in the last three sentences: """,Who received the milk? 
13,Bill,Mary gave the milk to Bill. This is stated in the context when it,Who did Mary give the milk to? 
14,milk,"Mary gave the milk to Bill. This is stated in the text: """,What did Mary give to Bill? 
15,Jeff,"Jeff received the football. The text states ""Fred passed the football to",Who received the football? 
16,Fred,"The text states that Fred handed the football to Jeff. So, Fred is",Who gave the football to Jeff? 
17,football,"The text mentions that Fred handed the football to Jeff. So, Fred",What did Fred give to Jeff? 
18,Jeff,"The sentence ""Fred passed the football to Jeff"" indicates that Jeff received",Who received the football? 
19,Mary,Mary gave the milk to Jeff. The context shows that Mary went to the,Who gave the milk? 
20,milk,Jeff gave the milk to Mary.,What did Jeff give to Mary? 
21,Mary,Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
22,Mary,Mary gave the milk to Jeff.,Who gave the milk to Jeff? 
23,Bill,Bill gave the apple to Jeff.,Who gave the apple to Jeff? 
24,Jeff,"Bill gave the apple to Jeff. This is stated in the text: """,Who gave the apple? 
25,apple,Jeff gave the apple to Fred.,What did Jeff give to Fred? 
26,Fred,Fred received the apple.,Who received the apple? 
27,Jeff,The apple was received by Fred from Jeff. This is stated in the text,Who received the apple? 
28,Jeff,"Jeff gave the apple to Fred. This is based on the statements ""J",Who gave the apple? 
29,Fred,Jeff gave the apple to Fred.,Who did Jeff give the apple to? 
30,Mary,Mary gave the milk. The context states that Mary got the milk in the,Who gave the milk? 
31,Bill,Bill gave the milk to Mary. This event is specified in the last sentence,Who gave the milk? 
32,Bill,Bill gave the milk to Mary. This is stated in the context when it,Who gave the milk to Mary? 
33,milk,"Based on the context provided, Bill gave the milk to Mary.",What did Bill give to Mary? 
34,apple,Mary gave the apple to Fred.,What did Mary give to Fred? 
35,Jeff,Fred gave the milk to Jeff.,Who did Fred give the milk to? 
36,Jeff,"Jeff

The context indicates that after Fred picked up the milk in the",Who did Fred give the milk to? 
37,milk,Jeff gave the milk to Mary. This is stated in the context when it,What did Jeff give to Mary? 
38,milk,Jeff gave the milk to Mary. This is stated in the context when it,What did Jeff give to Mary? 
39,Fred,"Based on the context provided, Fred gave the apple to Bill. This is",Who gave the apple? 
40,Mary,Mary gave the milk to Fred. This is based on the last action described,Who gave the milk? 
41,milk,"Mary gave the milk to Fred.

Here's the sequence of",What did Mary give to Fred? 
42,Jeff,"Based on the context provided, Mary gave the milk to Fred. This is",Who gave the milk? 
43,Fred,Fred received the milk from Mary in the kitchen. This is stated in the,Who received the milk? 
44,Mary,"In the given text, there are several instances where the milk is passed between",Who gave the milk? 
45,Bill,Mary gave the milk to Bill.,Who did Mary give the milk to? 
46,milk,Mary gave the milk to Bill.,What did Mary give to Bill? 
47,Mary,"Mary gave the milk to Bill. This is stated in the context: """,Who gave the milk? 
48,Mary,Bill gave the milk to Mary.,Who did Bill give the milk to? 
49,Bill,Bill gave the milk to Mary.,Who gave the milk to Mary? 
50,Mary,Mary gave the apple to Fred.,Who gave the apple to Fred? 
51,Fred,Fred handed the apple to Mary.,Who gave the apple to Mary? 
52,apple,Fred handed the apple to Mary.,What did Fred give to Mary? 
53,apple,"In the given context, there is no mention of Mary giving something to Jeff",What did Mary give to Jeff? 
54,apple,There is no mention in the text of Mary giving something to Jeff. The,What did Mary give to Jeff? 
55,Fred,"Fred received the football. The context states ""Bill gave the football to Fred",Who received the football? 
56,football,Bill gave the football to Fred.,What did Bill give to Fred? 
57,Bill,Bill gave the apple to Mary.,Who gave the apple? 
58,Bill,Mary gave the apple to Bill.,Who did Mary give the apple to? 
59,Jeff,"Bill gave the apple to Mary, and then Mary handed the apple back to",Who did Bill give the apple to? 
60,Jeff,Bill gave the apple to Jeff.,Who did Bill give the apple to? 
61,Bill,Bill gave the apple to Jeff.,Who gave the apple to Jeff? 
62,Jeff,Jeff gave the apple to Bill.,Who gave the apple to Bill? 
63,Bill,"In the given context, Jeff received the apple. At first, Bill picked",Who received the apple? 
64,Mary,Mary gave the milk to Jeff.,Who gave the milk? 
65,Mary,"Mary gave the apple to Bill.

Here's the explanation:",Who gave the apple to Bill? 
66,Bill,"Based on the context provided, Mary gave the apple to Bill. This is",Who did Mary give the apple to? 
67,Mary,"According to the context, Bill gave the apple to Mary. It's",Who did Bill give the apple to? 
68,apple,Bill gave the apple to Mary. This is based on the part of the,What did Bill give to Mary? 
69,Mary,"According to the context, Bill gave the apple to Mary. It's",Who did Bill give the apple to? 
70,apple,"Fred gave the apple to Jeff.

Here's the explanation based",What did Fred give to Jeff? 
71,Jeff,Jeff gave the football to Fred.,Who gave the football? 
72,Jeff,Jeff gave the football to Fred.,Who gave the football? 
73,apple,Fred gave the apple to Bill.,What did Fred give to Bill? 
74,apple,Fred gave the apple to Bill.,What did Fred give to Bill? 
75,Fred,"Fred gave the football to Mary. This is stated in the sentence ""F",Who gave the football? 
76,Fred,"Fred gave the football to Mary. This is stated in the sentence ""F",Who gave the football? 
77,Mary,"Mary received the football twice, once in the hallway and once in the office",Who received the football? 
78,Mary,The text indicates that both Fred and Mary gave the football at different times.,Who gave the football? 
79,football,"The context indicates that Mary passed the football to Fred. Therefore, Mary gave",What did Mary give to Fred? 
80,milk,Fred gave the milk to Jeff.,What did Fred give to Jeff? 
81,milk,Fred gave the milk to Jeff.,What did Fred give to Jeff? 
82,Fred,Jeff gave the milk to Fred.,Who did Jeff give the milk to? 
83,milk,Jeff gave the milk to Fred.,What did Jeff give to Fred? 
84,Jeff,"Jeff gave the milk to Fred. This is stated in the text as """,Who gave the milk to Fred? 
85,Fred,"Mary gave the apple to Fred.

Here's the explanation:",Who did Mary give the apple to? 
86,Fred,"Fred gave the apple to Mary. This is stated in the sentence ""F",Who gave the apple to Mary? 
87,Mary,"Bill gave the apple to Mary, and Fred gave the apple to Mary.",Who gave the apple? 
88,Jeff,"Mary gave the apple to Jeff.

Here's the sequence of",Who did Mary give the apple to? 
89,Jeff,Jeff received the football.,Who received the football? 
90,football,The text states that Mary gave the football back to Jeff. This is based,What did Mary give to Jeff? 
91,Mary,"Mary received the football. At first, Jeff handed the football to Mary,",Who received the football? 
92,Mary,The text indicates that both Mary and Jeff gave the football to each other at,Who gave the football? 
93,Jeff,Mary gave the football to Jeff.,Who did Mary give the football to? 
94,Bill,Fred gave the apple to Bill.,Who did Fred give the apple to? 
95,Jeff,"Mary gave the apple to Jeff.

Here's the explanation:",Who did Mary give the apple to? 
96,Mary,Mary gave the apple to Jeff.,Who gave the apple to Jeff? 
97,apple,"In the given context, Jeff passed the apple to Fred.",What did Jeff give to Fred? 
98,Fred,Jeff gave the apple to Fred. This is stated in the context you provided,Who did Jeff give the apple to? 
99,milk,"In the text, Bill didn't give anything to Mary. Mary passed",What did Bill give to Mary? 
100,Bill,"Bill is the person who Mary gave the apple to, as mentioned in the",Who did Mary give the apple to? 
101,Bill,"Bill received the apple. This is stated in the text: ""Mary",Who received the apple? 
102,Fred,"Mary gave the apple to Bill. This is stated in the text: """,Who gave the apple? 
103,Bill,"Mary gave the apple to Bill. This is stated in the text: """,Who gave the apple? 
104,apple,Mary gave the apple to Bill. This is stated in the text towards the,What did Mary give to Bill? 
105,Jeff,"Jeff received the milk. The context states ""Mary gave the milk to",Who received the milk? 
