,target,output,question
0,milk,The context does not provide information about what Mary is carrying. The only information given is that Mary went,What is Mary carrying? 
1,football,"Based on the context provided, John is carrying the football. The sentence ""John picked up the football",What is John carrying? 
2,football,<botman> The text does not provide information that John is carrying the football. It only ment,What is John carrying? 
3,"football,apple",The text indicates that John picked up a football in the bedroom and later picked up an apple in the,What is John carrying? 
4,"football,apple",The text does not provide the information that John is carrying something on his way to the bathroom the second,What is John carrying? 
5,milk,"Based on the context provided, Daniel is carrying the milk.",What is Daniel carrying? 
6,nothing,"Based on the context provided, Daniel is not currently carrying the milk. It is mentioned that he dropped",What is Daniel carrying? 
7,nothing,"Based on the context provided, Daniel is not currently carrying the milk. The text states ""Daniel",What is Daniel carrying? 
8,nothing,"Based on the context provided, Daniel dropped the milk earlier in the sequence of events. Therefore, it",What is Daniel carrying? 
9,milk,"Based on the context provided, John is carrying the milk. The last sentence states that ""John grabbed",What is John carrying? 
10,milk,"The context indicates that Mary grabbed the milk, so it's likely that Mary is carrying milk.",What is Mary carrying? 
11,apple,Daniel is carrying the apple. The context states that Mary grabbed the milk and John travelled to the,What is Daniel carrying? 
12,nothing,"At this point, Daniel is not carrying anything. He previously grabbed an apple but then discarded it",What is Daniel carrying? 
13,nothing,"Based on the context provided, there is no information suggesting that Daniel is carrying anything at the moment.",What is Daniel carrying? 
14,nothing,"Based on the context provided, it is not explicitly stated what Mary is carrying at the end of the",What is Mary carrying? 
15,football,Daniel is carrying the football. The context indicates that Daniel took the football into the kitchen where Mary is,What is Daniel carrying? 
16,nothing,"Based on the context provided, Daniel is carrying a football. However, it is also mentioned that Daniel",What is Daniel carrying? 
17,milk,"The text states that Sandra ""grabbed the milk"" in the kitchen. Therefore, Sand",What is Sandra carrying? 
18,milk,"Sandra is carrying the milk. This is stated in the last sentence of the context, ""S",What is Sandra carrying? 
19,milk,"Sandra is carrying the milk. The text states that she ""grabbed the milk"" twice",What is Sandra carrying? 
20,milk,Mary is carrying the milk. The context indicates that Mary went to the garden and grabbed the milk that,What is Mary carrying? 
21,milk,"The text mentions that Mary grabbed the milk there, so we know that Mary is carrying the milk",What is Mary carrying? 
22,milk,"The text states that Mary grabbed the milk there. So, Mary is carrying the milk.",What is Mary carrying? 
23,football,"The context indicates that Daniel is carrying the football. This is stated in the sentence ""Daniel took",What is Daniel carrying? 
24,football,"Based on the context provided, Daniel is carrying the football. The text states ""Daniel took the",What is Daniel carrying? 
25,apple,Daniel is carrying the apple that he picked up in the bathroom. Sandra's travel to the,What is Daniel carrying? 
26,football,Sandra is carrying the football. The context states that Sandra picked up the football in the bathroom,What is Sandra carrying? 
27,nothing,"Based on the given context, Sandra is currently in the bedroom and she is not carrying the football",What is Sandra carrying? 
28,nothing,"Based on the context provided, Daniel is not carrying the football at any point, since he picked up",What is Daniel carrying? 
29,nothing,"Based on the context, Daniel is currently carrying nothing. He previously picked up an apple in the bathroom",What is Daniel carrying? 
30,football,Sandra is carrying the football. The last sentence of the context states that Sandra grabbed the football,What is Sandra carrying? 
