,target,output,question
0,hallway,"the bedroom (Document[109]):""Mary got the milk there",Where is the milk? 
1,hallway,"the hallway (Document[159]):""The Last Separation.--",Where is the football? 
2,hallway,"hallway (Document[83]):""John went to the hallway . John",Where is the football? 
3,hallway,"hallway (Document[87]):""John went to the hallway . """,Where is the football? 
4,garden,"the hallway (Document[90]):""Mary discarded the milk .",Where is the milk? 
5,garden,"the garden (Document[10]):""Sandra went to the garden.""",Where is the milk? 
6,bedroom,"bedroom (Document[24]):""THE REVERSE

The reverse",Where is the football? 
7,bedroom,"the hallway (Document[13]):""Sandra put down the milk there",Where is the milk? 
8,kitchen,"the bedroom (Document[119]):""Daniel went to the garden .",Where is the football? 
9,kitchen,"the hallway (Document[129]):""Daniel went to the hallway",Where is the football? 
10,bedroom,"the garden (Document[109]):""Mary dropped the apple . Our",Where is the football? 
11,hallway,"the hallway (Document[109]):""John went back to the hall",Where is the football? 
12,garden,"bedroom (Document[119]):""Mary journeyed to the office",Where is the milk? 
13,garden,"the hallway (Document[119]):""Mary journeyed to the",Where is the milk? 
14,bathroom,"bathroom (Document[15]):""Mary went to the bathroom",Where is the apple? 
15,garden,"the office (Document[100]):""Daniel journeyed to the office .",Where is the milk? 
16,garden,"the garden (Document[15]):""Mary grabbed the milk there",Where is the milk? 
17,garden,"bathroom (Document[159]):""Mary went back to the",Where is the milk? 
18,kitchen,"the garden (Document[119]):""John went back to the garden .",Where is the apple? 
19,kitchen,"hallway (Document[129]):""Daniel went to the hallway .",Where is the apple? 
20,bedroom,"the bedroom (Document[10]):""Mary went back to the bed",Where is the apple? 
21,bedroom,"the office (Document[129]):""Mary went back to the bed",Where is the apple? 
22,bathroom,"hallway (Document[119]):""John went back to the hallway",Where is the football? 
23,bathroom,"the hallway (Document[10]):""John went back to the hallway",Where is the football? 
24,bedroom,"hallway (Document[72]):""John went back to the hallway .",Where is the milk? 
25,kitchen,"the hallway (Document[73]):""Mary journeyed to the hall",Where is the milk? 
26,kitchen,"the kitchen (Document[129]):""John grabbed the milk there",Where is the milk? 
27,bathroom,"the garden (Document[119]):""The Carpenter house, on",Where is the apple? 
28,bathroom,"bathroom (Document[119]):""Daniel picked up the apple there",Where is the apple? 
29,kitchen,"the hallway (Document[22]):""John grabbed the football there",Where is the milk? 
30,garden,"garden (Document[22]):""Daniel dropped the apple . ""It won",Where is the apple? 
31,garden,"garden (Document[11]):""Daniel dropped the apple . I have no",Where is the apple? 
32,kitchen,"bedroom (Document[10]):""Ruby went back to the bedroom",Where is the football? 
33,kitchen,"bedroom (Document[119]):""Daniel went back to the bedroom",Where is the apple? 
34,kitchen,"garden (Document[10]):""Mary went back to the bedroom",Where is the apple? 
35,office,"the barn (Document[139]):""The barn was a large",Where is the milk? 
36,kitchen,"the hallway (Document[119]):""John went back to the office",Where is the football? 
37,kitchen,"John left the football (Document[18-pounder]):""John left",Where is the football? 
38,kitchen,"hallway (Document[12]):""John went back to the office . Mary",Where is the football? 
39,bedroom,"hallway (Document[13]):""Mary went back to the hallway",Where is the milk? 
40,bedroom,"the hallway (Document[119]):""Mary went back to the",Where is the milk? 
41,office,"bedroom (Document[15]):""John went to the office . John left",Where is the milk? 
42,office,"the office (Document[100]):""John went to the office . He",Where is the milk? 
43,office,"the hallway (Document[88]):""Daniel moved to the hallway .",Where is the milk? 
44,kitchen,"bedroom (Document[12]):""Mary went to the bedroom .",Where is the apple? 
45,bedroom,"the kitchen (Document[119]):""Mary went back to the bed",Where is the milk? 
46,office,"the office (Document[129]):""The estimated cost of replacing them is",Where is the football? 
47,bathroom,"hallway (Document[119]):""Mary picked up the milk there",Where is the football? 
48,bathroom,"bedroom (Document[119]):""Sandra went back to the bath",Where is the football? 
49,bedroom,"bedroom (Document[109]):""Mary went back to the bed",Where is the milk? 
50,bathroom,"the hallway (Document[119]):""Daniel journeyed to the hall",Where is the milk? 
51,hallway,"the hallway (Document[11]):""The Rev. Daniel dropped the milk",Where is the apple? 
52,kitchen,"the hallway (Document[14]):""John went to the hallway .",Where is the football? 
53,kitchen,"Sandra (Document[10]):""Sandra went to the kitchen . Daniel",Where is the football? 
54,kitchen,"Sandra put down the football (Document[119]):""Sandra put",Where is the football? 
55,bathroom,"hallway (Document[19]):""John went to the hallway . John",Where is the apple? 
56,bathroom,"bathroom (Document[159]):""John went to the bathroom",Where is the milk? 
57,kitchen,"the bathroom (Document[119]):""John went to the bathroom",Where is the milk? 
58,kitchen,"bathroom (Document[15]):""John went to the bathroom .",Where is the milk? 
59,bedroom,"bedroom (Document[119]):""Mary went to the hallway",Where is the apple? 
60,garden,"the office (Document[119]):""The milk was in the office .",Where is the milk? 
61,garden,"Casa Grande (Document[159]):""The milk was brought to the",Where is the milk? 
62,kitchen,"the garden (Document[15]):""John went to the garden . John picked",Where is the football? 
63,kitchen,"the garden (Document[159]):""This night I was forced to borrow",Where is the football? 
64,kitchen,"the garden (Document[119]):""John put down the milk . To",Where is the football? 
65,kitchen,"hallway (Document[15]):""John went to the hallway . John",Where is the football? 
66,kitchen,"hallway (Document[119]):""Daniel went to the hallway .",Where is the football? 
67,bedroom,"the office (Document[129]):""Daniel went to the office . Mary",Where is the milk? 
68,bedroom,"bedroom (Document[119]):""Daniel went to the bedroom .",Where is the milk? 
69,bedroom,"the hallway (Document[159]):""Daniel went to the hallway",Where is the football? 
70,garden,"the bathroom (Document[11]):""John went back to the bathroom",Where is the apple? 
71,garden,"the garden (Document[11]):""John went back to the garden . John",Where is the apple? 
72,bathroom,"John went back to the bedroom (Document[119]):""John went",Where is the apple? 
73,bathroom,"the bathroom (Document[129]):""John went back to the bath",Where is the apple? 
