,target,output,question
0,hallway,"balcony (Document[129]):""Charlie went to the hall",Where is John? 
1,bathroom,"The most recent location of Mary is bathroom. (Document[119]):""M",Where is Mary? 
2,kitchen,"the hallway (Document[102]):""Sandra journeyed to the",Where is Sandra? 
3,hallway,"The garden (Document[159]):""Sandra went to the garden . She went",Where is Sandra? 
4,kitchen,"The most recent location of Sandra is the hallway (Document[18]):""S",Where is Sandra? 
5,hallway,"balcony (Document[21]):""Charlie went to the hallway",Where is Sandra? 
6,garden,"The most recent location of Sandra is garden (Document[11]):""Sandra moved",Where is Sandra? 
7,hallway,"The most recent location of Daniel is hallway (Document[28]):""Daniel journeyed",Where is Daniel? 
8,office,The most recent location of Sandra is hallway (Document[119]):,Where is Sandra? 
9,office,"the hallway (Document[119]):""Daniel journeyed to the hall",Where is Daniel? 
10,kitchen,"the hallway (Document[98]):""Charlie went to the hallway",Where is Mary? 
11,garden,"The most recent location of Mary is garden (Document[51]):""Mary journeyed",Where is Mary? 
12,office,"the garden (Document[119]):""Daniel went to the garden . The",Where is Daniel? 
13,bedroom,"the garden (Document[129]):""Mary journeyed to the garden",Where is Mary? 
14,bedroom,"The most recent location of Mary is garden (Document[12]):""Mary journeyed",Where is Mary? 
15,kitchen,"balcony (Document[129]):""Charlie went to the hall",Where is John? 
16,garden,"the garden (Document[119]):""John journeyed to the garden .",Where is John? 
17,kitchen,"balcony (Document[21]):""Charlie went to the hallway",Where is John? 
18,office,"the hallway (Document[30]):""Daniel went to the hallway .",Where is Daniel? 
19,kitchen,"balcony (Document[32]):""Charlie went to the hallway",Where is John? 
20,hallway,"the hallway (Document[119]):""Mary travelled to the",Where is Mary? 
21,office,"burning cottage (Document[119]):""Ruby goes about",Where is John? 
22,office,"The most recent location of John is balcony. (Document[119]):""",Where is John? 
23,hallway,"the office (Document[22]):""Sandra moved to the office . Kno",Where is Sandra? 
24,bedroom,"The most recent location of Daniel is the hallway (Document[119]):""Daniel",Where is Daniel? 
25,bedroom,"the bedroom (Document[119]):""Sandra moved to the bed",Where is Sandra? 
26,bedroom,"the kitchen (Document[19]):""Mary went to the bedroom .",Where is Mary? 
