,target,output,question
0,office,"Before the bathroom the apple was in the bedroom. (Answer)

<",Where was the apple before the bathroom? 
1,office,"Answer: Before the hallway the apple was in the bedroom.
</example>",Where was the apple before the hallway? 
2,office,"Before the hallway the apple was in the bedroom. (Answer)

<",Where was the apple before the hallway? 
3,bathroom,"Before the garden the football was in the hallway. (Answer)

<context",Where was the football before the garden? 
4,bathroom,"the hallway (Document[129]):""John went back to the bed",Where was the football before the garden? 
5,garden,"Before the bathroom the apple was in the office. (Answer)

<context",Where was the apple before the bathroom? 
6,kitchen,"the hallway (Document[119]):""John went back to the bed",Where was the milk before the office? 
7,kitchen,bedroom (Answer: Before the office the apple was in the bedroom),Where was the apple before the office? 
8,kitchen,"Before the office the apple was in the hallway. (Answer)

<context",Where was the apple before the office? 
9,bedroom,"Before the office the apple was in the hallway. (Answer)

<context",Where was the apple before the office? 
10,garden,the garden (Answer: Before the bedroom the apple was in the garden.),Where was the apple before the bedroom? 
11,garden,"the hallway (Document[15]):""John went back to the bedroom",Where was the apple before the bedroom? 
12,garden,"Before the bathroom the milk was in the hallway. (Answer)

<",Where was the milk before the bathroom? 
13,garden,Before the bathroom the milk was in the hallway (Answer: Before the bathroom,Where was the milk before the bathroom? 
14,garden,"Before the bathroom the milk was in the hallway. (Answer)

<",Where was the milk before the bathroom? 
15,kitchen,"Before the garden the football was in the hallway. (Answer)

<context",Where was the football before the garden? 
16,kitchen,"Answer: Before the garden the football was in the hallway.
</example>",Where was the football before the garden? 
17,garden,Before the bedroom the milk was in the garden. (CCXCVII./--,Where was the milk before the bedroom? 
18,garden,"Before the bedroom the milk was in the bathroom. (Answer)

<",Where was the milk before the bedroom? 
19,bedroom,"the garden (Document[119]):""John went back to the bedroom",Where was the football before the bathroom? 
20,garden,"bedroom (Document[119]):""John went back to the bedroom",Where was the football before the hallway? 
21,garden,"Before the office the football was in the hallway. (Answer)

<context",Where was the football before the office? 
22,hallway,"Before the garden the football was in the hallway. (Answer)

<context",Where was the football before the garden? 
23,office,"Before the kitchen the milk was in the office. (Answer)

<context>",Where was the milk before the kitchen? 
24,kitchen,"Before the bedroom the milk was in the office.
</answer>

<",Where was the milk before the bedroom? 
25,bathroom,Before the bedroom the football was in the garden. (Answer),Where was the football before the bedroom? 
26,office,"Before the bedroom the football was in the garden (Answer)

</example>",Where was the football before the bedroom? 
27,garden,"Before the office the football was in the hallway. (Answer)

<context",Where was the football before the office? 
28,garden,"the hallway (Document[119]):""John went back to the bed",Where was the football before the office? 
29,garden,"bedroom (Document[119]):""John went back to the bedroom",Where was the apple before the office? 
30,bathroom,"Before the hallway the apple was in the garden. (Answer)

<context",Where was the apple before the hallway? 
31,office,"Before the kitchen the apple was in the bathroom. (Answer)

<context",Where was the apple before the kitchen? 
32,office,"Before the bedroom (Document[109]):""John went back to the",Where was the apple before the kitchen? 
33,hallway,"the hallway (Document[119]):""John went back to the hall",Where was the milk before the bedroom? 
34,bedroom,"the hallway (Document[109]):""John went back to the hall",Where was the milk before the garden? 
35,hallway,"Before the bathroom the apple was in the bedroom. (Answer)

<",Where was the apple before the bathroom? 
36,hallway,"Before the kitchen the football was in the garden. (Answer)

<context>",Where was the football before the kitchen? 
37,bathroom,Before the garden (Answer: Before the garden the apple was in the hallway),Where was the apple before the kitchen? 
38,garden,"Before the bathroom the apple was in the garden. (Answer)

<context",Where was the apple before the bathroom? 
39,garden,"Before the bathroom the apple was in the garden (Answer)

<context>",Where was the apple before the bathroom? 
40,garden,"the garden (Document[119]):""John went back to the bedroom",Where was the football before the hallway? 
41,garden,"the bedroom (Document[1862]):""John went back to the",Where was the football before the hallway? 
42,garden,"Before the hallway the milk was in the garden. (Answer)

<context",Where was the milk before the hallway? 
43,hallway,"Before the bathroom the milk was in the hallway. (Answer)

<",Where was the milk before the bathroom? 
44,bathroom,the garden (Answer: Before the hallway the football was in the garden),Where was the football before the hallway? 
45,bedroom,"Before the bathroom the apple was in the bedroom. (Answer)

<",Where was the apple before the bathroom? 
46,bedroom,"bedroom (Document[109]):""John went back to the bedroom",Where was the apple before the bathroom? 
47,bedroom,"bedroom (Document[119]):""John journeyed to the bedroom",Where was the apple before the bathroom? 
48,bedroom,"bedroom (Document[109]):""John journeyed to the bedroom",Where was the apple before the bathroom? 
49,bedroom,"Before the hallway the milk was in the bedroom.

Answer: Before the",Where was the milk before the hallway? 
50,kitchen,"Before the garden the apple was in the hallway.

Answer: Before the garden",Where was the apple before the garden? 
51,garden,"Before the bedroom the apple was in the garden. (Answer)

<context",Where was the apple before the bedroom? 
52,garden,"the garden (Document[119]):""John went back to the bedroom",Where was the football before the kitchen? 
53,bathroom,"the hallway (Document[119]):""John went back to the bed",Where was the apple before the bedroom? 
54,bathroom,"Before the bedroom the apple was in the garden. (Answer)

<context",Where was the apple before the bedroom? 
55,office,"Answer: Before the hallway the football was in the office.
</example>",Where was the football before the hallway? 
56,kitchen,"Before the office the apple was in the garden. (Answer)

<context>",Where was the apple before the office? 
57,office,"the hallway (Answer: Mary went to the hallway)

<context>",Where was the football before the garden? 
58,office,"the garden (Document[15]):""John went to the kitchen . CHAPTER XV",Where was the football before the bedroom? 
59,garden,"Before the hallway the apple was in the office. (Answer)

<context",Where was the apple before the hallway? 
60,hallway,the garden (Answer: Before the bedroom the football was in the garden.),Where was the football before the bedroom? 
