,target,output,question
0,hallway,"hallway (Document[119]):""Mary got the milk there .",Where is the milk? 
1,hallway,"hallway (Document[2]):""Mary got the milk there . John moved",Where is the football? 
2,hallway,"hallway (Document[2]):""Mary got the milk there . John moved",Where is the football? 
3,hallway,"hallway (Document[10]):""Mary got the milk there . John",Where is the football? 
4,garden,"hallway (Document[15]):""Mary got the milk there . John",Where is the milk? 
5,garden,"the office (Document[159]):""Sandra grabbed the milk",Where is the milk? 
6,bedroom,"the garden (Document[119]):""Daniel went to the garden . Mary",Where is the football? 
7,bedroom,"hallway (Document[159]):""Mary journeyed to the bath",Where is the milk? 
8,kitchen,"the garden (Document[119]):""Daniel went to the garden . Mary",Where is the football? 
9,kitchen,"hallway (Document[159]):""Daniel went to the hallway .",Where is the football? 
10,bedroom,"the garden (Document[119]):""John went back to the garden .",Where is the football? 
11,hallway,"hallway (Document[119]):""John went back to the hallway",Where is the football? 
12,garden,"hallway (Document[119]):""Mary picked up the apple there",Where is the milk? 
13,garden,"hallway (Document[119]):""Mary picked up the apple there",Where is the milk? 
14,bathroom,"the hallway (Document[119]):""Mary picked up the apple",Where is the apple? 
15,garden,"the office (Document[159]):""Mary grabbed the milk",Where is the milk? 
16,garden,"the garden (Document[159]):""Mary grabbed the milk",Where is the milk? 
17,garden,"the garden (Document[159]):""Mary grabbed the milk",Where is the milk? 
18,kitchen,"the office (Document[159]):""Daniel journeyed to the office .",Where is the apple? 
19,kitchen,"the hallway (Document[119]):""Daniel journeyed to the office",Where is the apple? 
20,bedroom,"bedroom (Document[11]):""Mary went back to the bedroom",Where is the apple? 
21,bedroom,"bedroom (Document[11]):""Mary went back to the bedroom",Where is the apple? 
22,bathroom,"the office (Document[109]):""Mary moved to the kitchen .",Where is the football? 
23,bathroom,"the office (Document[109]):""Mary moved to the kitchen .",Where is the football? 
24,bedroom,"the office (Document[119]):""Mary moved to the hallway",Where is the milk? 
25,kitchen,"hallway (Document[159]):""Mary journeyed to the hall",Where is the milk? 
26,kitchen,"hallway (Document[159]):""Mary journeyed to the hall",Where is the milk? 
27,bathroom,"the bathroom (Document[119]):""Daniel went to the bathroom",Where is the apple? 
28,bathroom,"the bathroom (Document[119]):""Daniel moved to the kitchen .",Where is the apple? 
29,kitchen,"the hallway (Document[159]):""Mary journeyed to the",Where is the milk? 
30,garden,"bedroom (Document[10]):""Daniel went back to the bedroom .",Where is the apple? 
31,garden,"bedroom (Document[119]):""Daniel went back to the bedroom",Where is the apple? 
32,kitchen,"bedroom (Document[159]):""Mary went back to the kitchen",Where is the football? 
33,kitchen,"bedroom (Document[159]):""Daniel journeyed to the office .",Where is the apple? 
34,kitchen,"bedroom (Document[159]):""Daniel journeyed to the office .",Where is the apple? 
35,office,"hallway (Document[159]):""Mary went back to the hall",Where is the milk? 
36,kitchen,"hallway (Document[159]):""John went back to the office .",Where is the football? 
37,kitchen,"hallway (Document[159]):""John went back to the office .",Where is the football? 
38,kitchen,"hallway (Document[159]):""John went back to the office .",Where is the football? 
39,bedroom,"hallway (Document[159]):""Mary went back to the hall",Where is the milk? 
40,bedroom,"bedroom (Document[159]):""Mary went back to the garden",Where is the milk? 
41,office,"hallway (Document[119]):""Mary went back to the garden",Where is the milk? 
42,office,"hallway (Document[119]):""Mary went back to the garden",Where is the milk? 
43,office,"hallway (Document[109]):""Mary went back to the garden",Where is the milk? 
44,kitchen,"bedroom (Document[159]):""Mary picked up the apple there",Where is the apple? 
