,target,output,question
0,football,"the football (Document[219]):""Fred picked up the football there",What did Fred give to Jeff? 
1,Fred,"Fred (Document[159]):""Fred gave the football to Jeff",Who gave the football to Jeff? 
2,football,"football (Document[159]):""Fred gave the football to Jeff .",What did Fred give to Jeff? 
3,Jeff,"Jeff (Document[17th November, 1683]):""",Who did Fred give the football to? 
4,Fred,"Fred (Document[159]):""Jeff gave the football to Fred",Who did Jeff give the football to? 
5,Jeff,"Jeff (Document[129]):""Jeff gave the apple to Fred",Who gave the apple? 
6,Bill,"Bill (Document[129]):""Fred travelled to the hall",Who received the apple? 
7,apple,"apple (Document[159]):""Bill handed the apple to Fred .",What did Bill give to Fred? 
8,apple,"apple (Document[159]):""Fred handed the apple to Bill .",What did Bill give to Fred? 
9,Fred,"Fred (Document[129]):""Fred handed the apple to Bill",Who received the apple? 
10,Mary,"Fred (Document[119]):""Fred went back to the kitchen",Who received the milk? 
11,milk,"milk (Document[159]):""Mary moved to the garden .",What did Mary give to Bill? 
12,Bill,"Bill (Document[129]):""Bill picked up the football there",Who received the milk? 
13,Bill,"Bill (Document[2]):""Mary moved to the garden . [Illustration",Who did Mary give the milk to? 
14,milk,"milk (Document[129]):""Bill handed the milk to Mary",What did Mary give to Bill? 
15,Jeff,"(Document[129]):""Fred got the football there . ""Beeg medicine",Who received the football? 
16,Fred,"Fred (Document[12]):""Fred got the football there . I",Who gave the football to Jeff? 
17,football,"football (Document[179]):""Fred passed the football to Jeff .",What did Fred give to Jeff? 
18,Jeff,"Fred (Document[119]):""Fred got the football there .",Who received the football? 
19,Mary,"Mary (Document[159]):""Mary went to the kitchen .",Who gave the milk? 
20,milk,"milk (Document[119]):""Jeff went back to the kitchen",What did Jeff give to Mary? 
21,Mary,"Fred (Document[119]):""Fred grabbed the football",Who gave the milk to Jeff? 
22,Mary,"Mary (Document[159]):""Mary went to the hallway",Who gave the milk to Jeff? 
23,Bill,"Bill (Document[129]):""Bill went to the hallway",Who gave the apple to Jeff? 
24,Jeff,"Bill (Document[159]):""Bill grabbed the apple",Who gave the apple? 
25,apple,"apple (Document[179]):""Jeff put down the apple . I",What did Jeff give to Fred? 
26,Fred,"Pocahontas (Document[129]):""Pocahont",Who received the apple? 
27,Jeff,"Jeff (Document[119]):""Jeffrey Rains is a",Who received the apple? 
28,Jeff,"Jeff (Document[159]):""Jeff went back to the garden",Who gave the apple? 
29,Fred,"Fred (Document[119]):""Jeff went back to the bath",Who did Jeff give the apple to? 
30,Mary,"Mary (Document[119]):""Mary went to the hallway",Who gave the milk? 
31,Bill,"Bill (Document[12]):""Bill took the milk there . A",Who gave the milk? 
32,Bill,"Bill (Document[24]):""Bill gave the milk to Mary .",Who gave the milk to Mary? 
33,milk,"milk (Document[47]):""Mary got the milk there . Mary",What did Bill give to Mary? 
34,apple,"apple (Document[129]):""It was Thursday morning, the",What did Mary give to Fred? 
35,Jeff,"Jeff (Document[159]):""Fred put down the milk there",Who did Fred give the milk to? 
36,Jeff,"Jeff (Document[159]):""Fred went back to the garden",Who did Fred give the milk to? 
37,milk,"milk (Document[119]):""‘_P.S._--",What did Jeff give to Mary? 
38,milk,"milk (Document[119]):""Fred put down the milk there",What did Jeff give to Mary? 
39,Fred,"Fred (Document[159]):""Fred went to the hallway",Who gave the apple? 
40,Mary,"Fred (Document[159]):""Fred put down the milk there",Who gave the milk? 
41,milk,"a handkerchief (Document[119]):""Fred picked up",What did Mary give to Fred? 
42,Jeff,"Jeff (Document[1101]):""Jeff journeyed to the",Who gave the milk? 
43,Fred,"Fred (Document[129]):""Fred put down the milk there",Who received the milk? 
44,Mary,"Eily (Document[159]):""Eily was forced to tell the",Who gave the milk? 
45,Bill,"Bill (Document[129]):""Mary went back to the hall",Who did Mary give the milk to? 
46,milk,"milk (Document[159]):""Mary went back to the hall",What did Mary give to Bill? 
47,Mary,"Bill (Document[159]):""Bill went to the hallway",Who gave the milk? 
48,Mary,"Fred (Document[159]):""Bill journeyed to the hall",Who did Bill give the milk to? 
49,Bill,"Bill (Document[129]):""Bill journeyed to the hall",Who gave the milk to Mary? 
50,Mary,"Mary (Document[112]):""Mary went back to the hall",Who gave the apple to Fred? 
51,Fred,"Bill (Document[119]):""Bill journeyed to the office",Who gave the apple to Mary? 
52,apple,"apple (Document[159]):""Fred went to the garden . By",What did Fred give to Mary? 
53,apple,"apple (Document[129]):""Mary went back to the hallway",What did Mary give to Jeff? 
54,apple,"apple (Document[159]):""Maurice: Father, tell me",What did Mary give to Jeff? 
55,Fred,"Bill (Document[159]):""Bill gave the football to Fred",Who received the football? 
56,football,"football (Document[129]):""Fred journeyed to the hallway",What did Bill give to Fred? 
57,Bill,"Bill (Document[119]):""Bill gave the apple to Mary",Who gave the apple? 
58,Bill,"Bill (Document[119]):""Mary took the apple there .",Who did Mary give the apple to? 
59,Jeff,"Jeff (Document[12]):""Bill gave the apple to Jeff .",Who did Bill give the apple to? 
60,Jeff,"Jeff (Document[36]):""Bill gave the apple to Jeff""",Who did Bill give the apple to? 
61,Bill,"Bill (Document[42]):""Bill passed the apple to Jeff.""",Who gave the apple to Jeff? 
62,Jeff,"Jeff (Document[129]):""Jeff gave the apple to Bill",Who gave the apple to Bill? 
63,Bill,"Bill (Document[129]):""Bill went back to the hall",Who received the apple? 
64,Mary,"Mary (Document[159]):""Mary picked up the milk there",Who gave the milk? 
65,Mary,"Mary (Document[119]):""Mary took the apple there .",Who gave the apple to Bill? 
66,Bill,"Bill (Document[119]):""Mary took the apple there .",Who did Mary give the apple to? 
67,Mary,"Mary (Document[159]):""Miss Cavendish was standing behind",Who did Bill give the apple to? 
68,apple,"apple (Document[135]):""Bill passed the apple to Mary .",What did Bill give to Mary? 
69,Mary,"Mary (Document[138]):""Bill went back to the office",Who did Bill give the apple to? 
