,target,output,question
0,hallway,"hallway (Document[129]):""John travelled to the hallway",Where is John? 
1,bathroom,"the hallway (Document[119]):""Mary journeyed to the",Where is Mary? 
2,kitchen,"the hallway (Document[158]):""Sandra journeyed to the",Where is Sandra? 
3,hallway,"hallway (Document[179]):""Sandra journeyed to the hall",Where is Sandra? 
4,kitchen,"the garden (Document[201]):""Sandra went back to the bath",Where is Sandra? 
5,hallway,"hallway (Document[206]):""Sandra travelled to the hall",Where is Sandra? 
6,garden,"balcony (Document[119]):""Alan moved to the gar",Where is Sandra? 
7,hallway,"balcony (Document[109]):""Clifford had not spoken",Where is Daniel? 
8,office,"hallway (Document[15]):""Sandra went to the hallway .",Where is Sandra? 
9,office,"The most recent location of Daniel is hallway (Document[29]):""Daniel went to",Where is Daniel? 
10,kitchen,"the office (Document[119]):""Mary journeyed to the office",Where is Mary? 
11,garden,"the garden (Document[129]):""Mary moved to the garden.""",Where is Mary? 
12,office,"the hallway (Document[119]):""Daniel went to the hallway",Where is Daniel? 
13,bedroom,"the garden (Document[119]):""Mary journeyed to the garden",Where is Mary? 
14,bedroom,"the hall (Document[119]):""Mary journeyed to the hall",Where is Mary? 
15,kitchen,"balcony (Document[21]):""Alan went to the hallway",Where is John? 
16,garden,"the hallway (Document[40]):""Charlie went to the hallway",Where is John? 
17,kitchen,"hallway (Document[50]):""John journeyed to the hallway.""",Where is John? 
18,office,"hallway (Document[119]):""Daniel went to the hallway .",Where is Daniel? 
19,kitchen,"balcony (Document[109]):""Charlie went to the hall",Where is John? 
20,hallway,"hallway (Document[119]):""Mary journeyed to the hall",Where is Mary? 
21,office,"hallway (Document[119]):""John went to the hallway .",Where is John? 
22,office,"hallway (Document[12]):""John journeyed to the hallway.""",Where is John? 
23,hallway,"hallway (Document[119]):""Sandra moved to the hallway",Where is Sandra? 
24,bedroom,"hallway (Document[119]):""Charlie went to the hallway",Where is Daniel? 
25,bedroom,"the bedroom (Document[109]):""Sandra moved to the bed",Where is Sandra? 
