,target,output,question
0,office,"Before the bathroom the apple was in the bedroom.

Answer: Before the bathroom",Where was the apple before the bathroom? 
1,office,"Before the hallway the apple was in the garden. (Document[11]):""John",Where was the apple before the hallway? 
2,office,"Before the hallway the apple was in the garden.

<context>
She will per",Where was the apple before the hallway? 
3,bathroom,"Before the garden the football was in the hallway.

<context>
At this point",Where was the football before the garden? 
4,bathroom,"Before the garden the football was in the hallway.

<context>
""You must",Where was the football before the garden? 
5,garden,"Before the bathroom the apple was in the bedroom. (Document[11]):""",Where was the apple before the bathroom? 
6,kitchen,"Before the office the milk was in the hallway.

<context>
Yet it",Where was the milk before the office? 
7,kitchen,"Before the office the apple was in the hallway.

<context>
Even before",Where was the apple before the office? 
8,kitchen,"Before the office the apple was in the hallway.

<context>
""I am",Where was the apple before the office? 
9,bedroom,"Before the office the apple was in the hallway.

<context>
But this bl",Where was the apple before the office? 
10,garden,"Before the bedroom the apple was in the garden. (Document[119]):""",Where was the apple before the bedroom? 
11,garden,"Before the bedroom the apple was in the garden. (Document[10]):""John",Where was the apple before the bedroom? 
12,garden,Before the bathroom the milk was in the hallway. (Document[129]):,Where was the milk before the bathroom? 
13,garden,"Before the bathroom the milk was in the hallway.

<context>
I beg",Where was the milk before the bathroom? 
14,garden,Before the bathroom the milk was in the hallway. (Document[129]):,Where was the milk before the bathroom? 
15,kitchen,"Before the garden the football was in the hallway. (Document[18]):""John",Where was the football before the garden? 
16,kitchen,"Before the garden the football was in the hallway.

<context>
It was so",Where was the football before the garden? 
17,garden,"Before the bedroom the milk was in the hallway.

<context>
Daniel moved",Where was the milk before the bedroom? 
18,garden,"Before the bedroom the milk was in the garden. (Document[11]):""John",Where was the milk before the bedroom? 
19,bedroom,"Before the bathroom the football was in the garden. (Document[11]):""John",Where was the football before the bathroom? 
20,garden,"Before the hallway the football was in the garden. (Document[11]):""John",Where was the football before the hallway? 
21,garden,"Before the office the football was in the garden. (Document[109]):""John",Where was the football before the office? 
22,hallway,"Before the garden the football was in the hallway. (Document[206]):""",Where was the football before the garden? 
23,office,"Before the kitchen the milk was in the hallway. (Document[22]):""John",Where was the milk before the kitchen? 
24,kitchen,"Before the bedroom the milk was in the hallway.

<context>
In the",Where was the milk before the bedroom? 
25,bathroom,"Before the bedroom the football was in the garden. (Document[11]):""John",Where was the football before the bedroom? 
