,target,output,question
0,office,"the hallway (Document[2]):""John went to the hallway . Mary",Where was the apple before the bathroom? 
1,office,"the garden (Document[11]):""John journeyed to the garden . R",Where was the apple before the hallway? 
2,office,"the office (Document[10]):""Edward Flint finished his career of",Where was the apple before the hallway? 
3,bathroom,"the hallway (Document[29]):""John journeyed to the hallway",Where was the football before the garden? 
4,bathroom,"the hallway (Document[12]):""John went to the hallway .",Where was the football before the garden? 
5,garden,"the hallway (Document[11]):""Sandra went to the hallway",Where was the apple before the bathroom? 
6,kitchen,"the hallway (Document[16]):""John went to the hallway .",Where was the milk before the office? 
7,kitchen,"hallway (Document[20]):""Mary went to the office . John went to",Where was the apple before the office? 
8,kitchen,"the garden (Document[28]):""In fact there is no peculiarity in",Where was the apple before the office? 
9,bedroom,"the garden (Document[52]):""Mary journeyed to the garden .",Where was the apple before the office? 
10,garden,"the hallway (Document[72]):""Mary went back to the hall",Where was the apple before the bedroom? 
11,garden,"the hallway (Document[10]):""Mary went back to the hall",Where was the apple before the bedroom? 
12,garden,"the hallway (Document[12]):""Mary went to the hallway",Where was the milk before the bathroom? 
13,garden,"hallway (Document[12]):""Mary went back to the hallway",Where was the milk before the bathroom? 
14,garden,"the hallway (Document[15]):""Mary went back to the hall",Where was the milk before the bathroom? 
15,kitchen,"the hallway (Document[16]):""The next instant a man's",Where was the football before the garden? 
16,kitchen,"the hallway (Document[150]):""Frank fell back a step",Where was the football before the garden? 
17,garden,"the office (Document[146]):""Mary journeyed to the office",Where was the milk before the bedroom? 
18,garden,"the bathroom (Document[129]):""Mary went back to the bathroom",Where was the milk before the bedroom? 
19,bedroom,"the hallway (Document[12]):""John put down the football . The",Where was the football before the bathroom? 
20,garden,"The garden (Document[13]):""Mary went to the hallway . As the",Where was the football before the hallway? 
21,garden,"the hallway (Document[26]):""Mary went to the hallway",Where was the football before the office? 
22,hallway,"The hallway (Document[109]):""John dropped the football . Daniel went back",Where was the football before the garden? 
23,office,"the underground passage (Document[119]):""There is an underground",Where was the milk before the kitchen? 
24,kitchen,"the hallway (Document[12]):""Mary went to the hallway",Where was the milk before the bedroom? 
25,bathroom,"hallway (Document[129]):""John journeyed to the hallway",Where was the football before the bedroom? 
26,office,"hallway (Document[119]):""Daniel went to the hallway .",Where was the football before the bedroom? 
27,garden,"hallway (Document[109]):""John picked up the football . Midwinter",Where was the football before the office? 
28,garden,"the hallway (Document[10]):""John journeyed to the hallway",Where was the football before the office? 
29,garden,"the hallway (Document[119]):""John journeyed to the hall",Where was the apple before the office? 
30,bathroom,"the garden (Document[109]):""Mary went back to the garden",Where was the apple before the hallway? 
31,office,"the hallway (Document[120]):""Sandra went to the hall",Where was the apple before the kitchen? 
32,office,"the hallway (Document[15]):""John went back to the hallway",Where was the apple before the kitchen? 
33,hallway,"hallway (Document[15]):""Daniel went to the hallway . As",Where was the milk before the bedroom? 
34,bedroom,"the hallway (Document[234]):""John went back to the hall",Where was the milk before the garden? 
35,hallway,"the hallway (Document[583]):""Mary went to the hall",Where was the apple before the bathroom? 
36,hallway,"hallway (Document[640]):""Mary went to the hallway",Where was the football before the kitchen? 
37,bathroom,"the hallway (Document[119]):""Mary went to the hall",Where was the apple before the kitchen? 
38,garden,"the garden (Document[119]):""Sandra journeyed to the garden",Where was the apple before the bathroom? 
39,garden,"the garden (Document[15]):""Sandra put down the apple . Mary",Where was the apple before the bathroom? 
40,garden,"the garden (Document[18]):""John journeyed to the bedroom .",Where was the football before the hallway? 
41,garden,"the office (Document[19]):""John went back to the office . Mary",Where was the football before the hallway? 
42,garden,"the bathroom (Document[20]):""Sandra took the milk . Daniel",Where was the milk before the hallway? 
43,hallway,"the hallway (Document[122]):""Mary went to the office",Where was the milk before the bathroom? 
44,bathroom,"the garden (Document[10]):""Daniel went to the garden . John disc",Where was the football before the hallway? 
45,bedroom,"the hallway (Document[129]):""John travelled to the hall",Where was the apple before the bathroom? 
46,bedroom,"the hallway (Document[17]):""John went back to the hallway . He",Where was the apple before the bathroom? 
