,target,output,question
0,football,"football (Document[20]):""Fred gave the football to Jeff.""",What did Fred give to Jeff? 
1,Fred,"Bill (Document[159]):""Bill went back to the bathroom .",Who gave the football to Jeff? 
2,football,"football (Document[119]):""Fred picked up the football there .",What did Fred give to Jeff? 
3,Jeff,"Jeff (Document[28]):""Fred gave the football to Jeff . And yet",Who did Fred give the football to? 
4,Fred,"Fred (Document[159]):""Fred gave the football to Jeff . He",Who did Jeff give the football to? 
5,Jeff,"Jeff (Document[129]):""Jeff gave the apple to Fred.""",Who gave the apple? 
6,Bill,"the corporal (Document[119]):""The corporal received the apple",Who received the apple? 
7,apple,"The apple (Document[4]):""The westering sun now warning me that the",What did Bill give to Fred? 
8,apple,"apple (Document[15]):""Bill handed the apple to Fred . Mary",What did Bill give to Fred? 
9,Fred,"Fred (Document[119]):""Fred travelled to the garden",Who received the apple? 
10,Mary,"Mary (Document[25c]):""Fred handed the milk to Mary",Who received the milk? 
11,milk,"milk (Document[14]):""Fred journeyed to the bedroom",What did Mary give to Bill? 
12,Bill,"Bill (Document[119]):""Bill (Billie)",Who received the milk? 
13,Bill,"Bill (Document[119]):""Mary gave the milk to Bill . We",Who did Mary give the milk to? 
14,milk,"milk (Document[11]):""Bill handed the milk to Mary .",What did Mary give to Bill? 
15,Jeff,"Fred (Document[119]):""Fred got the football there . Two or",Who received the football? 
16,Fred,"Fred (Document[159]):""Fred handed the football to Jeff.""",Who gave the football to Jeff? 
17,football,"football (Document[<context>]):""Fred passed the football to Jeff .",What did Fred give to Jeff? 
18,Jeff,"Fred (Document[159]):""Fred journeyed to the garden",Who received the football? 
19,Mary,"Mary (Document[119]):""Mary went to the kitchen .",Who gave the milk? 
20,milk,"milk (Document[11]):""Jeff journeyed to the office .",What did Jeff give to Mary? 
21,Mary,"Mary (Document[11]):""Mary went to the hallway . Mary went",Who gave the milk to Jeff? 
22,Mary,"Mary (Document[11]):""Mary journeyed to the bathroom",Who gave the milk to Jeff? 
23,Bill,"Bill (Document[10]):""Bill grabbed the apple there . Bill",Who gave the apple to Jeff? 
24,Jeff,"Bill (Document[119]):""Bill gave the apple to Jeff",Who gave the apple? 
25,apple,"apple (Document[10]):""Jeff went back to the hallway .",What did Jeff give to Fred? 
26,Fred,"Jeff (Document[119]):""Jeff went back to the garden",Who received the apple? 
27,Jeff,"Jeff (Document[11]):""Jeffrey, the youngest of the four",Who received the apple? 
28,Jeff,"Fred (Document[11]):""Fred went to the bathroom .",Who gave the apple? 
29,Fred,"Fred (Document[119]):""Fred went to the bathroom . """,Who did Jeff give the apple to? 
30,Mary,"Bill (Document[119]):""Bill dropped the milk . That unit element",Who gave the milk? 
31,Bill,"Bill (Document[11]):""Bill gave the milk to Mary.""",Who gave the milk? 
32,Bill,"Bill (Document[21]):""Bill gave the milk to Mary.""",Who gave the milk to Mary? 
33,milk,"milk (Document[29]):""Bill gave the milk to Mary.""",What did Bill give to Mary? 
34,apple,"apple (Document[129]):""Windibrook evidently had no",What did Mary give to Fred? 
35,Jeff,"Jeff (Document[11]):""Fred put down the milk there . Fred went",Who did Fred give the milk to? 
36,Jeff,"Jeff (Document[119]):""Fred picked up the milk there . A",Who did Fred give the milk to? 
37,milk,"milk (Document[10]):""Fred put down the milk . The gener",What did Jeff give to Mary? 
38,milk,"milk (Document[10]):""Fred went back to the garden .",What did Jeff give to Mary? 
39,Fred,"Fred (Document[11]):""Fred went back to the office .",Who gave the apple? 
40,Mary,"Mary (Document[112]):""Mary went back to the office",Who gave the milk? 
41,milk,"milk (Document[119]):""Mary passed the milk to Fred",What did Mary give to Fred? 
42,Jeff,"Jeff (Document[129]):""Jeff journeyed to the garden . Jeff",Who gave the milk? 
43,Fred,"Martin Hartog's daughter (Document[119]):""Martin Hartog",Who received the milk? 
44,Mary,"Fred (Document[15]):""Fred put down the milk there .",Who gave the milk? 
45,Bill,"Bill (Document[159]):""Mary went back to the hallway .",Who did Mary give the milk to? 
46,milk,"milk (Document[15]):""Florida was one of the first",What did Mary give to Bill? 
47,Mary,"Mary (Document[129]):""Mary went to the bedroom . Mary",Who gave the milk? 
48,Mary,"Bill (Document[115]):""Bill journeyed to the hallway .",Who did Bill give the milk to? 
49,Bill,"Bill (Document[11]):""Bill journeyed to the hallway . Bill",Who gave the milk to Mary? 
50,Mary,"Jeff (Document[66]):""Jeff went back to the hallway",Who gave the apple to Fred? 
51,Fred,"Fred (Document[100]):""Fred moved to the bathroom",Who gave the apple to Mary? 
52,apple,"apple (Document[69]):""Fred journeyed to the hallway .",What did Fred give to Mary? 
53,apple,"apple (Document[151]):""Mary went back to the hallway",What did Mary give to Jeff? 
54,apple,"apple (Document[15]):""Mary took the apple there . Mary handed",What did Mary give to Jeff? 
55,Fred,"Bill (Document[159]):""Bill journeyed to the bathroom .",Who received the football? 
56,football,"the football (Document[155]):""Bill journeyed to the bath",What did Bill give to Fred? 
57,Bill,"Mary (Document[109]):""Mary took the apple there .",Who gave the apple? 
58,Bill,"Jeff (Document[119]):""Mary took the apple there .",Who did Mary give the apple to? 
59,Jeff,"Jeff (Document[19]):""Bill went back to the hallway . If",Who did Bill give the apple to? 
60,Jeff,"Jeff (Document[119]):""Bill gave the apple to Jeff""",Who did Bill give the apple to? 
61,Bill,"Bill (Document[119]):""Bill passed the apple to Jeff . I",Who gave the apple to Jeff? 
62,Jeff,"Jeff (Document[119]):""Jeff went to the bedroom . Trust",Who gave the apple to Bill? 
63,Bill,"Jeff (Document[57]):""Jeff took the milk there . You",Who received the apple? 
64,Mary,"Mary (Document[081]):""Mary gave the milk to Jeff",Who gave the milk? 
65,Mary,"Mary (Document[097]):""Mary took the apple there . This the",Who gave the apple to Bill? 
66,Bill,"Bill (Document[189]):""Mary passed the apple to Bill . Su",Who did Mary give the apple to? 
67,Mary,"Mary (Document[11]):""Mary took the apple there . Mary",Who did Bill give the apple to? 
68,apple,"apple (Document[129]):""Bill gave the apple to Mary .",What did Bill give to Mary? 
69,Mary,"Mary (Document[129]):""Mary passed the apple to Bill",Who did Bill give the apple to? 
70,apple,"apple (Document[12]):""Fred passed the apple to Jeff . MA",What did Fred give to Jeff? 
71,Jeff,"Fred (Document[159]):""Fred passed the apple to Jeff",Who gave the football? 
72,Jeff,"Jeff (Document[12]):""Jeff journeyed to the bathroom",Who gave the football? 
73,apple,"an apple (Document[119]):""Fred gave the apple to Bill",What did Fred give to Bill? 
74,apple,"apple (Document[12]):""Fred gave the apple to Bill . Is",What did Fred give to Bill? 
75,Fred,"Fred (Document[5]):""Fred passed the football to Mary . """,Who gave the football? 
76,Fred,"Fred (Document[199]):""Fred took the football there .",Who gave the football? 
77,Mary,"Mary (Document[119]):""Fred journeyed to the hall",Who received the football? 
78,Mary,"Fred (Document[159]):""Fred journeyed to the hallway .",Who gave the football? 
79,football,"football (Document[17]):""Fred journeyed to the hallway .",What did Mary give to Fred? 
80,milk,"milk (Document[11]):""Fred moved to the garden . It",What did Fred give to Jeff? 
81,milk,"milk (Document[11]):""Fred gave milk to Jeff""",What did Fred give to Jeff? 
82,Fred,"Fred (Document[159]):""Fred took the football there . He rode",Who did Jeff give the milk to? 
83,milk,"milk (Document[119]):""Fred moved to the garden .",What did Jeff give to Fred? 
84,Jeff,"Bill (Document[135]):""Bill took the football there . The cup",Who gave the milk to Fred? 
85,Fred,"Fred (Document[199]):""Bill passed the apple to Mary . What",Who did Mary give the apple to? 
86,Fred,"Bill (Document[159]):""Bill went back to the kitchen . Bill",Who gave the apple to Mary? 
87,Mary,"Bill (Document[159]):""Bill passed the apple to Mary",Who gave the apple? 
88,Jeff,"Jeff (Document[12]):""Mary journeyed to the office .",Who did Mary give the apple to? 
89,Jeff,"Jeff (Document[119]):""Mary journeyed to the office . """,Who received the football? 
90,football,"the football (Document[119]):""Mary journeyed to the bed",What did Mary give to Jeff? 
91,Mary,"Jeff (Document[129]):""Jeff journeyed to the bed",Who received the football? 
92,Mary,"Jeff (Document[159]):""Jeff journeyed to the bed",Who gave the football? 
93,Jeff,"Jeff (Document[17]):""Jeff journeyed to the bedroom . Jeff",Who did Mary give the football to? 
94,Bill,"Bill (Document[12]):""Bill discarded the apple . And",Who did Fred give the apple to? 
95,Jeff,"Jeff (Document[119]):""Mary grabbed the apple",Who did Mary give the apple to? 
96,Mary,"Mary (Document[159]):""Mary grabbed the apple",Who gave the apple to Jeff? 
97,apple,"apple (Document[18]):""Jeff passed the apple to Fred . From",What did Jeff give to Fred? 
98,Fred,"Mary (Document[119]):""Mary grabbed the apple there .",Who did Jeff give the apple to? 
99,milk,"milk (Document[4]):""Bill journeyed to the hallway .",What did Bill give to Mary? 
100,Bill,"Bill (Document[119]):""Bill put down the apple . O Rome",Who did Mary give the apple to? 
101,Bill,"Mary (Document[129]):""Mary received the apple . She",Who received the apple? 
102,Fred,"Bill (Document[10]):""Bill journeyed to the bathroom . When",Who gave the apple? 
103,Bill,"Bill (Document[11]):""Bill journeyed to the bathroom",Who gave the apple? 
104,apple,"apple (Document[12]):""Bill went back to the hallway .",What did Mary give to Bill? 
105,Jeff,"Jeff (Document[129]):""Mary grabbed the milk there .",Who received the milk? 
106,Mary,"Mary (Document[12]):""Mary grabbed the milk there",Who gave the milk? 
107,Jeff,"Jeff (Document[12]):""Mary grabbed the milk there . He",Who did Mary give the milk to? 
108,football,"a football (Document[119]):""Bill handed the football to Mary",What did Bill give to Mary? 
109,Mary,"Bill (Document[129]):""Bill handed the football to Mary . """,Who gave the football? 
110,apple,"apple (Document[129]):""Jeff picked up the apple there .",What did Jeff give to Mary? 
111,apple,"apple (Document[11]):""Jeff handed the apple to Mary . For",What did Jeff give to Mary? 
112,Mary,"Mary (Document[129]):""Mary gave the apple to Jeff",Who gave the apple? 
113,Mary,"Mary (Document[119]):""Mary journeyed to the bed",Who gave the apple? 
114,Mary,"Mary (Document[10]):""Mary grabbed the football there",Who received the apple? 
115,Bill,"Bill (Document[159]):""Bill handed the milk to Mary.""",Who gave the milk? 
116,milk,"milk (Document[12]):""Bill handed the milk to Mary .",What did Mary give to Bill? 
117,Bill,"Bill (Document[119]):""Mary gave the milk to Bill""",Who did Mary give the milk to? 
118,milk,"milk (Document[12]):""Bill handed the milk to Mary .",What did Bill give to Mary? 
119,Mary,"Mary (Document[2]):""Bill gave the milk to Mary.""",Who did Bill give the milk to? 
120,milk,"milk (Document[119]):""Mary journeyed to the kitchen",What did Mary give to Bill? 
121,Mary,"Rudolph (Document[159]):""Rudolph's mission",Who gave the milk? 
122,Mary,"Bill (Document[159]):""Bill went back to the hallway .",Who gave the milk? 
