,target,output,question
0,football,"the football (Document[24]):""Fred gave the football to Jeff .",What did Fred give to Jeff? 
1,Fred,"Joe (Document[27]):""Joe gave the football to Jeff . Fred picked",Who gave the football to Jeff? 
2,football,"football (Document[129]):""Fred handed the football to Jeff.""",What did Fred give to Jeff? 
3,Jeff,"Jeff (Document[10]):""Fred handed the football to Jeff.""",Who did Fred give the football to? 
4,Fred,"Fred (Document[129]):""Jeff gave the football to Fred",Who did Jeff give the football to? 
5,Jeff,"Fred (Document[224]):""Fred travelled to the garden",Who gave the apple? 
6,Bill,"Burley (Document[272]):""Morton, whose experience had",Who received the apple? 
7,apple,"an apple (Document[30]):""Bill handed the apple to Fred.""",What did Bill give to Fred? 
8,apple,"apple (Document[49]):""Bill handed the apple to Fred . Mary",What did Bill give to Fred? 
9,Fred,"Bill (Document[11]):""Bill gave the apple to Fred.""",Who received the apple? 
10,Mary,"Mary (Document[119]):""Fred got the milk there .",Who received the milk? 
11,milk,"milk (Document[129]):""Bill dropped the football there .",What did Mary give to Bill? 
12,Bill,"Bill (Document[15]):""Bill handed the milk to Mary .",Who received the milk? 
13,Bill,"Bill (Document[19]):""Bill handed the milk to Mary . Mary passed",Who did Mary give the milk to? 
14,milk,"milk (Document[109]):""Bill handed the milk to Mary",What did Mary give to Bill? 
15,Jeff,"Fred (Document[11]):""Fred passed the football to Jeff .",Who received the football? 
16,Fred,"Fred (Document[170]):""Fred gave the football to Jeff",Who gave the football to Jeff? 
17,football,"football (Document[159]):""Fred gave Jeff a football.""",What did Fred give to Jeff? 
18,Jeff,"Jeff (Document[119]):""Jeff passed the football to Fred",Who received the football? 
19,Mary,"Mary (Document[22]):""Mary went to the kitchen . As no good",Who gave the milk? 
20,milk,"milk (Document[20]):""Jeffrey journeyed to the office",What did Jeff give to Mary? 
21,Mary,"Mary (Document[179]):""Mary went to the hallway",Who gave the milk to Jeff? 
22,Mary,"Rudolf (Document[15]):""Rudolf gave the milk to",Who gave the milk to Jeff? 
23,Bill,"Bill (Document[20]):""Bill went back to the hallway",Who gave the apple to Jeff? 
24,Jeff,"Bill (Document[119]):""Bill gave the apple to Jeff",Who gave the apple? 
25,apple,"an apple (Document[119]):""Jeffrey Winston Lat",What did Jeff give to Fred? 
26,Fred,"Fred (Document[80]):""Fred went to the bathroom .",Who received the apple? 
27,Jeff,"Jeff (Document[119]):""Jeff went back to the garden",Who received the apple? 
28,Jeff,"Jane (Document[119]):""Jane and Hilary were sitting",Who gave the apple? 
29,Fred,"Fred (Document[155]):""Fred journeyed to the hall",Who did Jeff give the apple to? 
30,Mary,"Bill (Document[155]):""Bill took the milk there .",Who gave the milk? 
31,Bill,"Mary (Document[109]):""Mary got the milk there .",Who gave the milk? 
32,Bill,"Bill (Document[159]):""Bill left the milk there .",Who gave the milk to Mary? 
33,milk,"milk (Document[16]):""Bill gave the milk to Mary""",What did Bill give to Mary? 
34,apple,"an apple (Document[25]):""Mary gave the apple to Fred""",What did Mary give to Fred? 
35,Jeff,"Jeff (Document[199]):""Fred went back to the hallway .",Who did Fred give the milk to? 
