,target,output,question
0,hallway,"the hallway (Document[109]):""John travelled to the hall",Where is John? 
1,bathroom,"at the bathroom (Document[119]):""Mary journeyed to",Where is Mary? 
2,kitchen,"bathroom (Document[10]):""Sandra journeyed to the bath",Where is Sandra? 
3,hallway,"the hallway (Document[13]):""Sandra journeyed to the hall",Where is Sandra? 
4,kitchen,"bathroom (Document[18]):""Sandra went back to the bath",Where is Sandra? 
5,hallway,"hallway (Document[30]):""Sandra travelled to the hallway",Where is Sandra? 
6,garden,"garden (Document[11]):""Sandra moved to the garden.""",Where is Sandra? 
7,hallway,"the hallway (Document[28]):""Daniel journeyed to the hallway",Where is Daniel? 
8,office,"the garden (Document[119]):""Sandra moved to the garden .",Where is Sandra? 
9,office,"the hallway (Document[119]):""Daniel journeyed to the hall",Where is Daniel? 
10,kitchen,"in the kitchen (Document[38]):""Mary journeyed to the kitchen",Where is Mary? 
11,garden,"the garden (Document[51]):""Mary journeyed to the garden .",Where is Mary? 
12,office,"the office (Document[129]):""Daniel went to the office . Each",Where is Daniel? 
13,bedroom,"the office (Document[119]):""Mary journeyed to the office",Where is Mary? 
14,bedroom,"the garden (Document[119]):""Mary moved to the garden .",Where is Mary? 
15,kitchen,"in the middle of the river (Document[119]):""John is in",Where is John? 
16,garden,"Olney, in Buckinghamshire (Document[1]):""When I was",Where is John? 
17,kitchen,"the hallway (Document[20]):""John moved to the hallway .",Where is John? 
18,office,"the hallway (Document[29]):""Daniel journeyed to the hallway",Where is Daniel? 
19,kitchen,"the hallway (Document[32]):""John moved to the hallway .",Where is John? 
20,hallway,"Scotland (Document[5]):""Mary journeyed to the kitchen .",Where is Mary? 
21,office,"Glengarry (Document[8]):""Ruby goes about her work",Where is John? 
22,office,"Greenock (Document[10]):""In His likeness Walter Kirke",Where is John? 
23,hallway,"the office (Document[22]):""Sandra moved to the office . Kno",Where is Sandra? 
24,bedroom,"the bathroom (Document[119]):""Daniel went back to the bath",Where is Daniel? 
25,bedroom,"at home (Document[119]):""Ruby is a little girl of",Where is Sandra? 
26,bedroom,"Ruby's step-mother (Document[5]):""Ruby'",Where is Mary? 
27,kitchen,"in the bedroom (Document[109]):""The close - set mouth",Where is Daniel? 
28,kitchen,"the office (Document[11]):""John went back to the office . Lee",Where is Daniel? 
29,kitchen,"the bedroom (Document[119]):""Daniel journeyed to the bed",Where is Daniel? 
30,hallway,"a lady was returning from India (Document[109]):""A lady was",Where is Sandra? 
31,office,"Thessaly (Document[112]):""The Lawton girl had somehow",Where is John? 
32,kitchen,"the bathroom (Document[31]):""Sandra went to the bathroom",Where is Sandra? 
33,kitchen,"bedroom (Document[119]):""Sandra journeyed to the bed",Where is Sandra? 
34,bathroom,"bathroom (Document[129]):""Sandra went to the bath",Where is Sandra? 
35,office,"the office (Document[159]):""Mary moved to the office .",Where is Mary? 
36,bathroom,"in the bathroom (Document[10]):""Pauline and Hilary were",Where is Mary? 
37,garden,"at the office (Document[119]):""Mary went to the office",Where is Mary? 
38,kitchen,"in the garden (Document[21]):""Mary went to the garden .",Where is Sandra? 
39,bedroom,"the office (Document[159]):""Daniel journeyed to the bedroom",Where is Daniel? 
40,bathroom,"the bathroom (Document[119]):""Sandra travelled to the",Where is Sandra? 
41,garden,"the garden (Document[109]):""Daniel moved to the garden . His",Where is Daniel? 
42,bathroom,"Soon the winter will come, with all the boys back from their country haunts",Where is Sandra? 
43,hallway,"the Latin Quarter (Document[196]):""The Latin Quarter is",Where is Daniel? 
44,garden,"the garden (Document[11]):""Daniel went to the garden .""",Where is Daniel? 
45,kitchen,"the kitchen (Document[119]):""Mary went back to the kitchen",Where is Mary? 
46,hallway,"the hallway (Document[159]):""Mary went back to the",Where is Daniel? 
47,bathroom,"hallway (Document[4]):""Sandra journeyed to the hallway .",Where is Sandra? 
48,office,"the office (Document[12]):""John moved to the office . But after",Where is John? 
49,bedroom,"hallway (Document[21]):""John journeyed to the hallway.""",Where is John? 
50,bedroom,"bedroom (Document[32]):""John journeyed to the hallway .",Where is John? 
51,office,"bedroom (Document[119]):""John journeyed to the bedroom",Where is John? 
52,garden,"at the office (Document[159]):""John journeyed to the office",Where is John? 
53,garden,"at the office (Document[159]):""John journeyed to the office",Where is John? 
54,kitchen,"In the office (Document[507]):""At the office all the morning",Where is Daniel? 
55,bedroom,"the bedroom (Document[107]):""Mary went to the bed",Where is Mary? 
56,kitchen,"the garden (Document[145]):""Mary went to the bedroom",Where is Mary? 
