,target,output,question
0,hallway,"hallway (Document[109]):""John travelled to the hallway",Where is John? 
1,bathroom,"the hallway (Document[109]):""Mary journeyed to the",Where is Mary? 
2,kitchen,"hallway (Document[158]):""Sandra journeyed to the hall",Where is Sandra? 
3,hallway,"hallway (Document[179]):""Sandra journeyed to the hall",Where is Sandra? 
4,kitchen,"bathroom (Document[192]):""Sandra journeyed to the",Where is Sandra? 
5,hallway,"hallway (Document[204]):""Sandra travelled to the hall",Where is Sandra? 
6,garden,"balcony (Document[109]):""Sandra travelled to the",Where is Sandra? 
7,hallway,"The most recent location of Daniel is hallway. (Answer)

<context>",Where is Daniel? 
8,office,"hallway (Document[15]):""Sandra went to the hallway .",Where is Sandra? 
9,office,"hallway (Document[30]):""Daniel journeyed to the hallway .",Where is Daniel? 
10,kitchen,"the office (Document[109]):""Mary journeyed to the office",Where is Mary? 
11,garden,"In the garden (Document[119]):""Mary journeyed to the",Where is Mary? 
12,office,"hallway (Document[119]):""Daniel went to the hallway .",Where is Daniel? 
13,bedroom,"The garden (Document[119]):""Mary journeyed to the garden",Where is Mary? 
14,bedroom,"hallway (Document[119]):""Mary journeyed to the hall",Where is Mary? 
15,kitchen,"hallway (Document[26]):""John went to the hallway . Jud",Where is John? 
16,garden,"hallway (Document[39]):""John journeyed to the hallway.""",Where is John? 
17,kitchen,"hallway (Document[49]):""John journeyed to the hallway.""",Where is John? 
18,office,"The most recent location of Daniel is hallway.

Answer: The most recent location",Where is Daniel? 
19,kitchen,"hallway (Document[11]):""John went to the hallway . It",Where is John? 
20,hallway,"hallway (Document[119]):""Mary journeyed to the hall",Where is Mary? 
21,office,"office (Document[10]):""John went to the office . Mary went to",Where is John? 
22,office,"hallway (Document[119]):""John journeyed to the office .",Where is John? 
23,hallway,"hallway (Document[119]):""Sandra moved to the hallway",Where is Sandra? 
24,bedroom,"The most recent location of Daniel is hallway. (Answer)

<context>",Where is Daniel? 
25,bedroom,"bedroom (Document[109]):""Sandra moved to the bedroom",Where is Sandra? 
26,bedroom,"bedroom (Document[119]):""Mary went back to the bed",Where is Mary? 
27,kitchen,"The most recent location of Daniel is bathroom. (Answer)

<context>",Where is Daniel? 
28,kitchen,"bedroom (Document[119]):""All of his old self rose in",Where is Daniel? 
29,kitchen,"The most recent location of Daniel is office.
</context>

<example>",Where is Daniel? 
30,hallway,"hallway (Document[5]):""Sandra moved to the hallway.""",Where is Sandra? 
31,office,"hallway (Document[25]):""John went to the hallway.""",Where is John? 
32,kitchen,"hallway (Document[29]):""Sandra moved to the hallway.""",Where is Sandra? 
33,kitchen,"hallway (Document[34]):""Sandra went to the hallway .",Where is Sandra? 
34,bathroom,"hallway (Document[49]):""Sandra moved to the hallway .",Where is Sandra? 
35,office,"balcony (Document[109]):""Charlie went to the hall",Where is Mary? 
36,bathroom,"hallway (Document[92]):""Mary went back to the hallway",Where is Mary? 
37,garden,"hallway (Document[129]):""Mary went back to the hall",Where is Mary? 
38,kitchen,"hallway (Document[129]):""Sandra went to the hallway",Where is Sandra? 
39,bedroom,"The most recent location of Daniel is hallway.
</answer>

<context",Where is Daniel? 
40,bathroom,"The office (Document[129]):""Sandra went to the office .",Where is Sandra? 
41,garden,"the garden (Document[109]):""Daniel moved to the garden.""",Where is Daniel? 
42,bathroom,"hallway (Document[119]):""Sandra went to the hallway",Where is Sandra? 
43,hallway,"The most recent location of Daniel is garden.
</context>

<context>",Where is Daniel? 
44,garden,"The most recent location of Daniel is garden. (Document[108]):""",Where is Daniel? 
45,kitchen,"hallway (Document[133]):""Mary went back to the hall",Where is Mary? 
46,hallway,"hallway (Document[206]):""Daniel journeyed to the hallway",Where is Daniel? 
47,bathroom,"bedroom (Document[109]):""Sandra journeyed to the bed",Where is Sandra? 
48,office,"office (Document[162]):""John went to the office.""",Where is John? 
49,bedroom,"hallway (Document[170]):""John went to the hallway.""",Where is John? 
50,bedroom,"bedroom (Document[119]):""John journeyed to the bedroom",Where is John? 
51,office,"hallway (Document[119]):""In the upper picture we see",Where is John? 
52,garden,"hallway (Document[109]):""John journeyed to the hallway",Where is John? 
53,garden,"hallway (Document[119]):""Ruby always remembers the day",Where is John? 
54,kitchen,"the hallway (Document[109]):""Ruby leads him along the",Where is Daniel? 
55,bedroom,"bedroom (Document[119]):""Mary went to the bedroom",Where is Mary? 
56,kitchen,"the garden (Document[119]):""Mary went to the garden .",Where is Mary? 
57,hallway,"hallway (Document[119]):""Mary journeyed to the hall",Where is Mary? 
58,garden,"hallway (Document[129]):""Daniel journeyed to the hallway",Where is Daniel? 
59,hallway,"hallway (Document[10]):""Sandra went to the hallway.""",Where is Sandra? 
60,hallway,"hallway (Document[159]):""Sandra went back to the hall",Where is Sandra? 
61,office,"hallway (Document[129]):""Daniel went back to the hallway",Where is Daniel? 
62,bathroom,"hallway (Document[119]):""Sandra went back to the hall",Where is Sandra? 
63,garden,"the office (Document[119]):""Daniel went back to the office .",Where is Daniel? 
64,garden,"hallway (Document[159]):""Amy's thoughts naturally revert",Where is Daniel? 
65,kitchen,"The most recent location of John is the kitchen. (Answer)

<context>",Where is John? 
66,kitchen,"hallway (Answer: The most recent location of John is hallway.)

<",Where is John? 
67,bathroom,"hallway (Document[34]):""Daniel went back to the hallway .",Where is Daniel? 
68,office,"hallway (Document[109]):""Charlie went to the hallway",Where is Daniel? 
69,office,"hallway (Document[159]):""Charlie went to the hallway",Where is Daniel? 
70,garden,"The most recent location of Mary is garden.

Answer: The most recent location of",Where is Mary? 
71,hallway,"hallway (Document[129]):""Sandra journeyed to the bed",Where is Sandra? 
72,garden,"hallway (Document[109]):""Mary journeyed to the hall",Where is Mary? 
73,bedroom,"hallway (Document[119]):""Mary went to the hallway",Where is Mary? 
74,bathroom,"hallway (Document[159]):""Mary journeyed to the hall",Where is Mary? 
75,kitchen,"The most recent location of Daniel is balcony. (Answer)

</context",Where is Daniel? 
76,kitchen,balcony (Answer: The most recent location of John is balcony.),Where is John? 
77,kitchen,"The office (Document[159]):""Daniel journeyed to the office.""",Where is Daniel? 
78,hallway,"hallway (Document[129]):""Daniel went back to the hallway",Where is Daniel? 
79,office,"hallway (Document[119]):""Daniel went back to the hallway",Where is Daniel? 
80,garden,"the garden (Document[119]):""John went to the garden . The",Where is John? 
81,bathroom,"the garden (Document[119]):""John went to the garden . The",Where is John? 
82,bedroom,"bedroom (Document[10]):""Sandra went back to the bedroom",Where is Sandra? 
83,garden,"garden (Document[13]):""Mary went to the garden . It",Where is Mary? 
84,office,"the garden (Document[28]):""In him we see the first of our",Where is Daniel? 
85,garden,"the garden (Document[129]):""Sandra was a very pretty girl",Where is Sandra? 
86,garden,"The most recent location of Mary is garden.
</context>

<context>",Where is Mary? 
87,hallway,"the hallway (Document[119]):""John went to the hallway",Where is John? 
88,kitchen,"hallway (Document[109]):""Sandra went back to the hall",Where is Sandra? 
89,kitchen,"the garden (Document[109]):""Daniel went back to the garden.""",Where is Daniel? 
90,bathroom,"bathroom (Document[129]):""Sandra went back to the",Where is Sandra? 
91,bathroom,"The most recent location of John is bathroom. (Answer)

<context>",Where is John? 
92,hallway,"The hallway (Document[129]):""Sandra moved to the hall",Where is Sandra? 
93,bathroom,"bathroom (Document[129]):""Sandra went back to the",Where is Sandra? 
94,bathroom,"bathroom (Document[13]):""Sandra went back to the bath",Where is Sandra? 
95,kitchen,"The most recent location of John is hallway. (Answer)

<context>",Where is John? 
96,kitchen,"hallway (Document[109]):""Sandra moved to the hallway",Where is Sandra? 
97,kitchen,"bedroom (Document[109]):""Mary journeyed to the bed",Where is Mary? 
98,bedroom,"The most recent location of Mary is bedroom.
</answer>

<context",Where is Mary? 
99,bedroom,"bedroom (Document[109]):""Mary went to the bedroom",Where is Mary? 
100,bedroom,"garden (Document[109]):""Mary went to the garden .",Where is Mary? 
101,bathroom,"bathroom (Document[119]):""Sandra went to the bath",Where is Sandra? 
102,office,"the garden (Document[109]):""Mary went to the garden .",Where is Mary? 
103,garden,"the garden (Document[109]):""Daniel went to the garden . If",Where is Daniel? 
104,garden,"the hallway (Document[119]):""Daniel went to the hallway",Where is Daniel? 
105,hallway,"hallway (Document[109]):""Mary moved to the hallway",Where is Mary? 
106,bedroom,"bedroom (Document[109]):""Daniel went to the bedroom .",Where is Daniel? 
107,bathroom,"hallway (Document[109]):""Daniel went to the hallway .",Where is Daniel? 
108,office,"hallway (Document[119]):""Daniel went to the hallway .",Where is Daniel? 
109,bedroom,"hallway (Document[109]):""John journeyed to the hallway",Where is John? 
110,bathroom,"bathroom (Document[129]):""Daniel went to the office .",Where is Daniel? 
111,bathroom,"the office (Document[101]):""The instrument of the Trigon",Where is Daniel? 
112,kitchen,"the office (Document[119]):""John went to the office.""",Where is John? 
113,hallway,"hallway (Document[119]):""John went back to the hallway",Where is John? 
114,kitchen,"The most recent location of Mary is office. (Answer)

<context>",Where is Mary? 
115,garden,"The most recent location of Sandra is garden. (Answer)

</example>",Where is Sandra? 
116,office,"The most recent location of John is office. (Document[119]):""",Where is John? 
117,kitchen,"bathroom (Document[129]):""Mary went back to the",Where is Mary? 
118,bathroom,"The most recent location of Daniel is hallway. (Answer)
</example>",Where is Daniel? 
119,office,"The most recent location of Daniel is hallway.
</example>

<context",Where is Daniel? 
120,bedroom,"bedroom (Document[119]):""Daniel journeyed to the office .",Where is Daniel? 
121,bathroom,"bathroom (Document[129]):""Mary journeyed to the",Where is Mary? 
122,bedroom,"The office (Document[109]):""Both of you go home now",Where is Daniel? 
123,hallway,"hallway (Answer: The most recent location of Daniel is hallway.)
</context",Where is Daniel? 
124,bedroom,"bathroom (Document[109]):""Mary journeyed to the",Where is Mary? 
125,office,"the office (Document[91]):""I. The modes of decoration h",Where is Sandra? 
126,garden,"the garden (Document[119]):""John journeyed to the garden.""",Where is John? 
127,garden,"the garden (Document[122]):""Daniel went to the garden""",Where is Daniel? 
128,garden,"the garden (Document[12]):""Sandra went to the garden . John",Where is Sandra? 
129,bathroom,"office (Document[24]):""Sandra went to the office . She was",Where is Sandra? 
130,garden,"Schwitter's road (Document[25]):""Carlotta'",Where is Sandra? 
131,hallway,"hallway (Document[119]):""Sidney journeyed to the",Where is Mary? 
132,bathroom,"hallway (Document[119]):""Sandra journeyed to the hall",Where is Sandra? 
133,garden,"the garden (Document[119]):""Sandra journeyed to the garden",Where is Sandra? 
134,kitchen,"The most recent location of John is bedroom. (Answer)

<context>",Where is John? 
135,bathroom,"bathroom (Document[129]):""Sandra went to the bath",Where is Sandra? 
136,office,"bathroom (Document[159]):""Sandra travelled to the",Where is Sandra? 
137,kitchen,"The most recent location of John is the office.
</context>

Answer:",Where is John? 
138,bathroom,"bathroom (Document[119]):""Sandra travelled to the",Where is Sandra? 
139,bathroom,"bathroom (Document[129]):""John went to the bathroom",Where is John? 
140,office,"The most recent location of Mary is office.
</answer>

<context>",Where is Mary? 
141,hallway,"Answer: The most recent location of Mary is garden.
</example>

<",Where is Mary? 
142,hallway,"The most recent location of Mary is hallway.

Answer: Mary went to the",Where is Mary? 
143,office,"hallway (Document[12]):""Sandra went to the hallway.""",Where is Sandra? 
144,bedroom,"hallway (Document[119]):""It was known that the passing of",Where is Sandra? 
145,kitchen,"the kitchen (Document[159]):""Sandra went to the kitchen .",Where is Sandra? 
146,kitchen,"bedroom (Document[109]):""Sandra went to the bedroom",Where is Sandra? 
147,kitchen,"bedroom (Document[50]):""Vere is with Millbank, and",Where is Daniel? 
148,kitchen,"bedroom (Document[55]):""Sandra went to the bedroom .",Where is Sandra? 
149,kitchen,"bedroom (Document[179]):""Daniel went to the bedroom .",Where is Daniel? 
150,garden,The most recent location of Daniel is balcony. (Document[109],Where is Daniel? 
151,garden,"the garden (Document[119]):""Sandra went to the garden .",Where is Sandra? 
152,bathroom,"The most recent location of Daniel is garden.
</answer>

<context>",Where is Daniel? 
153,office,"Answer: Quito (Document[119]):""The attempt came when the",Where is Daniel? 
154,bedroom,"hallway (Document[119]):""John went back to the hallway",Where is John? 
155,bathroom,"bathroom (Document[119]):""Mary moved to the bath",Where is Mary? 
156,garden,"bedroom (Document[119]):""Daniel journeyed to the bedroom",Where is Daniel? 
157,bedroom,"The most recent location of John is bathroom. (Answer)

<context>",Where is John? 
158,office,"the office (Document[12]):""John went back to the office.""",Where is John? 
159,hallway,The most recent location of Mary is hallway. (Document[119]):,Where is Mary? 
160,bedroom,"bedroom (Document[129]):""Daniel moved to the bedroom.""",Where is Daniel? 
161,bedroom,"bedroom (Document[109]):""Daniel moved to the bedroom.""",Where is Daniel? 
162,bedroom,"bedroom (Document[119]):""Mary journeyed to the bed",Where is Mary? 
163,garden,"The most recent location of Mary is hallway. (Answer)

<context>",Where is Mary? 
164,bathroom,"The office (Answer: The most recent location of Daniel is office)

<context",Where is Daniel? 
165,garden,"hallway (Document[119]):""Sandra went back to the hall",Where is Sandra? 
166,garden,"hallway (Document[119]):""Sandra went back to the hall",Where is Sandra? 
167,garden,"the hallway (Document[119]):""Charlie went to the hall",Where is Daniel? 
168,kitchen,"the garden (Document[6]):""The following are some passages from the Count",Where is Daniel? 
169,bedroom,"The most recent location of Mary is hallway. (Answer)

<context>",Where is Mary? 
170,office,"the office (Document[7]):""Men may deny our unity and power,",Where is Daniel? 
171,office,"hallway (Document[93]):""Daniel journeyed to the hallway.""",Where is Daniel? 
172,garden,"hallway (Document[1008]):""John went to the hallway",Where is John? 
173,bathroom,"hallway (Document[1013]):""Sandra went back to the",Where is Sandra? 
174,bathroom,"hallway (Document[129]):""Sandra went back to the bath",Where is Sandra? 
175,office,"In the office (Document[39]):""Sandra went to the office.""",Where is Sandra? 
176,kitchen,"hallway (Document[57]):""Sandra went to the hallway.""",Where is Sandra? 
177,bedroom,"hallway (Document[69]):""Sandra went to the hallway .",Where is Sandra? 
178,office,"hallway (Document[10]):""Sandra went to the hallway .",Where is Sandra? 
179,office,"hallway (Document[129]):""Sandra went to the hallway",Where is Sandra? 
180,hallway,"The most recent location of Mary is hallway.

Answer: The most recent location",Where is Mary? 
181,hallway,"The most recent location of Mary is hallway.

Answer: The most recent location",Where is Mary? 
182,hallway,"The most recent location of Daniel is hallway.
</question>

<context",Where is Daniel? 
183,hallway,"The office (Document[119]):""Mary went back to the hall",Where is Mary? 
184,bedroom,"hallway (Document[119]):""Sandra went to the bedroom",Where is Sandra? 
185,bathroom,"The most recent location of John is bathroom.
</example>

<context",Where is John? 
186,office,"Answer: The most recent location of Daniel is office.
</example>

[",Where is Daniel? 
187,garden,"the garden (Document[119]):""Mary went back to the garden",Where is Mary? 
188,kitchen,In the garden (Answer: The most recent location of Sandra is garden),Where is Sandra? 
189,office,"hallway (Document[119]):""Sandra journeyed to the hall",Where is Sandra? 
190,hallway,"hallway (Document[129]):""Mary went back to the hall",Where is Mary? 
191,kitchen,"hallway (Document[30]):""Sandra went to the hallway .",Where is Sandra? 
192,garden,"hallway (Document[119]):""Sandra journeyed to the hall",Where is Sandra? 
193,hallway,"hallway (Document[129]):""Sandra journeyed to the hall",Where is Sandra? 
194,hallway,"hallway (Document[119]):""Sandra journeyed to the hall",Where is Sandra? 
195,garden,"the garden (Document[10]):""Mary went to the garden . John",Where is Mary? 
196,office,"The most recent location of John is office. (Answer)

<context>",Where is John? 
197,kitchen,"The garden (Document[119]):""Daniel went to the garden . Mary",Where is Daniel? 
198,bathroom,"The most recent location of Mary is garden. (Answer)

<context>",Where is Mary? 
199,bedroom,"balcony (Answer: The most recent location of Alan is shop.

<",Where is John? 
200,hallway,"hallway (Document[10]):""Mary went to the hallway .",Where is Mary? 
201,office,"hallway (Document[10]):""John went back to the hallway .",Where is John? 
202,office,"hallway (Document[21]):""Daniel went to the hallway . Jud",Where is Daniel? 
203,bedroom,"hallway (Document[33]):""Sandra journeyed to the hallway",Where is Sandra? 
204,hallway,"hallway (Document[42]):""Sandra went to the bedroom .",Where is Sandra? 
205,bathroom,"Answer: bathroom

<context>
CCLIV./--_How to",Where is Sandra? 
206,kitchen,"hallway (Document[109]):""Mary moved to the hallway",Where is Mary? 
207,hallway,"hallway (Document[119]):""Sandra went to the hallway",Where is Sandra? 
208,bathroom,"hallway (Document[119]):""Daniel went to the bathroom .",Where is Daniel? 
209,hallway,"hallway (Document[227]):""John went to the hallway .",Where is John? 
210,bathroom,"The most recent location of John is balcony. (Answer)

<context",Where is John? 
211,bedroom,"Answer: The most recent location of John is office.
</example>

<",Where is John? 
212,hallway,"hallway (Document[20]):""Daniel moved to the hallway.""",Where is Daniel? 
213,bedroom,"hallway (Document[10]):""Mary went back to the hallway",Where is Mary? 
214,bathroom,"bathroom (Document[23]):""Sandra went to the bathroom",Where is Sandra? 
215,bedroom,"bedroom (Document[119]):""Mary went to the bedroom",Where is Mary? 
216,bathroom,"The most recent location of John is hallway.

<answer>The most recent",Where is John? 
217,hallway,"The hallway (Document[109]):""Charlie went to the hall",Where is John? 
218,hallway,"The hallway (Document[109]):""Sandra went to the hall",Where is Sandra? 
219,bathroom,"hallway (Document[805]):""John went back to the hallway",Where is John? 
220,bathroom,"bathroom (Document[808]):""Mary went to the bath",Where is Mary? 
221,hallway,The most recent location of Daniel is hallway. (Document[812]):,Where is Daniel? 
222,kitchen,"balcony (Document[119]):""Charlie went to the hall",Where is Daniel? 
223,hallway,"in the hallway (Document[129]):""Sandra went back to",Where is Sandra? 
224,bedroom,"The most recent location of John is bedroom.
</example>

<context",Where is John? 
225,office,"The most recent location of John is office. (Answer)

<context>",Where is John? 
226,hallway,"hallway (Document[109]):""Charlie went to the hallway",Where is Daniel? 
227,garden,"hallway (Document[109]):""Sandra went to the hallway",Where is Sandra? 
228,bathroom,"bathroom (Document[129]):""John went back to the bath",Where is John? 
229,bathroom,"hallway (Document[109]):""John went to the hallway .",Where is John? 
230,office,"the office (Document[119]):""Daniel went to the office.""",Where is Daniel? 
231,garden,"The most recent location of Mary is garden.
</example>

<context>",Where is Mary? 
232,hallway,"hallway (Document[129]):""Daniel went to the hallway.""",Where is Daniel? 
233,office,"hallway (Document[119]):""Daniel went to the office.""",Where is Daniel? 
234,hallway,"hallway (Document[159]):""John went back to the hallway",Where is John? 
235,bedroom,"Answer: The most recent location of Mary is bedroom.
</example>",Where is Mary? 
236,bedroom,"The most recent location of Mary is bedroom. (Answer)

<context>",Where is Mary? 
237,bedroom,"bedroom (Document[129]):""Mary moved to the bedroom",Where is Mary? 
238,bedroom,"bedroom (Document[119]):""Daniel went to the garden . I",Where is Daniel? 
239,office,"hallway (Document[180]):""Sandra journeyed to the hall",Where is Sandra? 
240,hallway,"hallway (Document[185]):""Charlie went to the hallway",Where is Daniel? 
241,kitchen,"hallway (Document[187]):""Mary went back to the hall",Where is Mary? 
242,garden,"hallway (Document[129]):""Mary went back to the hall",Where is Mary? 
243,garden,"hallway (Document[119]):""Mary went back to the hall",Where is Mary? 
244,kitchen,"hallway (Document[60]):""Mary went back to the hallway",Where is Mary? 
245,kitchen,"The most recent location of John is the kitchen. (Document[25]):""",Where is John? 
246,garden,"the garden (Document[109]):""Sandra went to the garden .",Where is Sandra? 
247,garden,"the garden (Document[109]):""Sandra went to the garden .",Where is Sandra? 
248,garden,"kitchen (Document[129]):""Sandra went to the kitchen.""",Where is Sandra? 
249,garden,"the bathroom (Document[119]):""Daniel went to the bathroom",Where is Daniel? 
250,bedroom,"the hallway (Document[109]):""Daniel went to the hallway",Where is Daniel? 
251,office,"The office (Document[159]):""Mary went back to the office",Where is Mary? 
252,bathroom,"bathroom (Document[23]):""Daniel went to the bathroom.""",Where is Daniel? 
253,bathroom,"balcony (Document[109]):""Charlie went to the hall",Where is Daniel? 
254,bedroom,"The most recent location of John is bedroom. (Answer)

<context>",Where is John? 
255,bedroom,"The most recent location of John is the garden. (Answer)

<context>",Where is John? 
256,office,"office (Document[285]):""Sandra moved to the office.""",Where is Sandra? 
