,target,output,question
0,hallway,"travelled to the hallway (Document[13]):""John travelled",Where is John? 
1,bathroom,"journeyed to the bathroom (Document[14]):""Mary",Where is Mary? 
2,kitchen,"in the kitchen (Document[11]):""Sandra journeyed to the kitchen",Where is Sandra? 
3,hallway,"travelled to the hallway (Document[27]):""Sandra journey",Where is Sandra? 
4,kitchen,"the hallway (Document[12]):""Sandra went back to the hall",Where is Sandra? 
5,hallway,"attended school (Document[119]):""But with it all she attended",Where is Sandra? 
6,garden,"in the garden (Document[11]):""Sandra moved to the garden .",Where is Sandra? 
7,hallway,"in the hallway (Document[11]):""Daniel journeyed to the hall",Where is Daniel? 
8,office,"Sandra travelled to the hallway (Document[21]):""When Zoie'",Where is Sandra? 
9,office,"hallway (Document[15]):""Daniel journeyed to the hallway .",Where is Daniel? 
10,kitchen,"in the kitchen (Document[10]):""Mary journeyed to the kitchen",Where is Mary? 
11,garden,"garden (Document[129]):""Mary journeyed to the garden",Where is Mary? 
12,office,"the office (Document[15]):""Daniel went to the office . ""Then",Where is Daniel? 
13,bedroom,"garden (Document[12]):""Mary went to the garden . Mary",Where is Mary? 
14,bedroom,"garden (Document[11]):""Mary moved to the garden.""",Where is Mary? 
15,kitchen,"in Kimberley (Document[119]):""Rhodes was born",Where is John? 
16,garden,"Rhodesia (Document[10]):""Rhodes may be king",Where is John? 
17,kitchen,"the hallway (Document[119]):""John journeyed to the hall",Where is John? 
18,office,"hallway (Document[10]):""John went to the hallway . Mary",Where is Daniel? 
19,kitchen,"hallway (Document[29]):""John journeyed to the hallway . After a",Where is John? 
20,hallway,"travelled to the hallway (Document[10]):""Mary journey",Where is Mary? 
21,office,"South Africa (Document[10]):""Rhodes has tasted of",Where is John? 
22,office,"the hallway (Document[11]):""John journeyed to the office .",Where is John? 
23,hallway,"the office (Document[10]):""Rhodes is a firm belie",Where is Sandra? 
24,bedroom,"bathroom (Document[142]):""Daniel went back to the bath",Where is Daniel? 
25,bedroom,"the bedroom (Document[119]):""Sandra moved to the bed",Where is Sandra? 
26,bedroom,"in the kitchen (Document[119]):""Mary went to the bed",Where is Mary? 
27,kitchen,"the bathroom (Document[11]):""Daniel journeyed to the bathroom",Where is Daniel? 
28,kitchen,"bedroom (Document[11]):""Daniel journeyed to the bedroom.""",Where is Daniel? 
29,kitchen,"the bedroom (Document[15]):""Daniel journeyed to the bedroom",Where is Daniel? 
30,hallway,"hallway (Document[XXI./--_Of studying in the Dark, on first",Where is Sandra? 
31,office,"Riverside Drive (Document[11]):""Beulah tried earnestly to get",Where is John? 
32,kitchen,"in the office (Document[10]):""Sandra went to the office .",Where is Sandra? 
33,kitchen,"travelled to the kitchen (Document[11]):""Sandra went to",Where is Sandra? 
34,bathroom,"the hallway (Document[11]):""Sandra moved to the hallway",Where is Sandra? 
35,office,"in the office (Document[12]):""Mary went back to the bed",Where is Mary? 
36,bathroom,"the buckeye thicket (Document[11]):""Mary went back to",Where is Mary? 
37,garden,"office (Document[119]):""Mary went back to the office .",Where is Mary? 
38,kitchen,"hallway (Document[10]):""Sandra went to the hallway.""",Where is Sandra? 
39,bedroom,"hallway (Document[12]):""Daniel journeyed to the bedroom .",Where is Daniel? 
40,bathroom,"travelled to the bathroom (Document[10]):""Sandra went",Where is Sandra? 
41,garden,"Epps has provided our breakfast
tables with a delicately flavored beverage which may",Where is Daniel? 
42,bathroom,"In passing out, they discovered the padre's wife lying exhausted in a low chair, of",Where is Sandra? 
43,hallway,"bedroom (Document[10]):""Daniel went back to the hallway .",Where is Daniel? 
44,garden,"the garden (Document[11]):""Daniel went to the garden""",Where is Daniel? 
45,kitchen,"Mary went back to the kitchen. (Document[129]):""Mary went",Where is Mary? 
46,hallway,"gone to Niagara (Document[109]):""The next morning",Where is Daniel? 
47,bathroom,"bedroom (Document[109]):""Sandra moved to the garden .",Where is Sandra? 
48,office,"on the deck (Document[10]):""We were on the dreaded bar",Where is John? 
49,bedroom,"the office (Document[11]):""John went to the office . Daniel went",Where is John? 
50,bedroom,"Dan's house (Document[129]):""John journeyed to the",Where is John? 
51,office,"the hallway (Document[119]):""Althea knew her letters",Where is John? 
52,garden,"the hallway (Document[29]):""Jessica and Lucinda are",Where is John? 
53,garden,chopping up an old plank for firewood (Document[119]):,Where is John? 
54,kitchen,"bedroom (Document[227]):""Daniel journeyed to the bedroom",Where is Daniel? 
55,bedroom,"in the deep recesses of a wood (Document[10]):""In",Where is Mary? 
56,kitchen,"bedroom (Document[37]):""Mary went to the bedroom . Evely",Where is Mary? 
57,hallway,"hallway (Document[11]):""Mary journeyed to the hallway",Where is Mary? 
58,garden,"bathroom (Document[119]):""Daniel journeyed to the bath",Where is Daniel? 
59,hallway,"hallway (Document[10]):""It chanced Powhatan's",Where is Sandra? 
60,hallway,"hallway (Document[11]):""Sandra went back to the hallway",Where is Sandra? 
61,office,"travelled to the office (Document[37]):""Daniel went to the",Where is Daniel? 
62,bathroom,"hallway (Document[62]):""Sandra went back to the hallway",Where is Sandra? 
63,garden,"the garden (Document[119]):""Daniel went back to the garden""",Where is Daniel? 
64,garden,"the office (Document[119]):""Daniel went back to the office .",Where is Daniel? 
65,kitchen,"the kitchen (Document[17]):""Madame Royale writes that her brother",Where is John? 
66,kitchen,"the hallway (Document[13]):""John went back to the hallway",Where is John? 
67,bathroom,"hallway (Document[14]):""Daniel went back to the hallway .",Where is Daniel? 
68,office,"the garden (Document[11]):""Daniel went to the garden""",Where is Daniel? 
69,office,"hallway (Document[15]):""Daniel went to the hallway . Daniel",Where is Daniel? 
70,garden,"in a large open space, surrounded upon all sides by lofty stone edifices, ere",Where is Mary? 
71,hallway,"journeyed to the bedroom (Document[119]):""S",Where is Sandra? 
72,garden,"Sandra journeyed to the bedroom (Document[119]):""Sandra journey",Where is Mary? 
73,bedroom,"hallway (Document[10]):""Mary went to the hallway""",Where is Mary? 
74,bathroom,"the hallway (Document[78]):""Mary journeyed to the hall",Where is Mary? 
75,kitchen,"in the kitchen (Document[90]):""John travelled to the kitchen .",Where is Daniel? 
76,kitchen,"travelled to the kitchen (Document[091]):""John travelled",Where is John? 
77,kitchen,"the garden (Document[10]):""Daniel went back to the garden.""",Where is Daniel? 
78,hallway,"the garden (Document[10]):""Daniel went to the garden.""",Where is Daniel? 
79,office,"hallway (Document[10]):""Daniel went to the hallway . Mary",Where is Daniel? 
80,garden,"travelled to the garden (Document[159]):""John travelled",Where is John? 
81,bathroom,"the Privy Seal (Document[159]):""I understand my A",Where is John? 
82,bedroom,"the garden (Document[15]):""Sandra went back to the bedroom",Where is Sandra? 
83,garden,"in the garden (Document[119]):""Mary went to the garden",Where is Mary? 
84,office,"the office (Document[12]):""Daniel went to the office.""",Where is Daniel? 
85,garden,"the garden (Document[11]):""Sandra travelled to the garden""",Where is Sandra? 
86,garden,"the office (Document[17]):""Mary journeyed to the office.""",Where is Mary? 
87,hallway,"travelled to the garden (Document[10]):""John travelled to",Where is John? 
88,kitchen,"the garden (Document[119]):""Sandra went back to the garden",Where is Sandra? 
89,kitchen,"back to the office (Document[159]):""Daniel went back to the",Where is Daniel? 
90,bathroom,"Sandra moved to the kitchen (Document[10]):""Sandra moved to the kitchen",Where is Sandra? 
91,bathroom,"bathroom (Document[119]):""Mary journeyed to the",Where is John? 
92,hallway,"the hallway (Document[18]):""Sandra moved to the hallway",Where is Sandra? 
93,bathroom,"the bathroom (Document[10]):""Sandra went back to the bath",Where is Sandra? 
94,bathroom,"the bathroom (Document[11]):""Sandra moved to the bathroom",Where is Sandra? 
95,kitchen,"in the kitchen (Document[7]):""John travelled to the kitchen . """,Where is John? 
96,kitchen,"in the kitchen (Document[12]):""Sandra moved to the kitchen .",Where is Sandra? 
97,kitchen,"the bedroom (Document[17]):""Mrs. Mary journeyed to",Where is Mary? 
98,bedroom,"bedroom (Document[54]):""Mary journeyed to the bedroom",Where is Mary? 
99,bedroom,"bedroom (Document[57]):""Mary journeyed to the bedroom",Where is Mary? 
100,bedroom,"garden (Document[63]):""Mary moved to the garden.""",Where is Mary? 
101,bathroom,"bathroom (Document[4]):""Sandra went to the bathroom .",Where is Sandra? 
102,office,"in the garden (Document[10]):""Mary moved to the garden .",Where is Mary? 
103,garden,"the hallway (Document[17]):""Daniel went to the hallway""",Where is Daniel? 
104,garden,"travelled to the bathroom (Document[159]):""Mary",Where is Daniel? 
105,hallway,"hallway (Document[198]):""Mary moved to the hallway",Where is Mary? 
106,bedroom,"bedroom (Document[10]):""Daniel travelled to the bedroom""",Where is Daniel? 
107,bathroom,"in the bathroom (Document[11]):""Daniel travelled to the bath",Where is Daniel? 
108,office,"in the office (Document[11]):""Daniel moved to the office""",Where is Daniel? 
109,bedroom,"the hallway (Document[10]):""John journeyed to the hallway",Where is John? 
110,bathroom,"travelled to the bathroom (Document[14th October, 16",Where is Daniel? 
111,bathroom,"Daniel went to the office. (Document[129]):""Daniel went to the office",Where is Daniel? 
112,kitchen,"office (Document[11]):""John went to the office .""",Where is John? 
113,hallway,"hallway (Document[10]):""John went back to the hallway .",Where is John? 
114,kitchen,"the house (Document[119]):""Mary is a maid -",Where is Mary? 
115,garden,"garden (Document[119]):""Sandra went back to the garden",Where is Sandra? 
116,office,"the office (Document[10]):""John moved to the office.""",Where is John? 
117,kitchen,"bathroom (Document[10]):""Mary went back to the bath",Where is Mary? 
118,bathroom,"the hallway (Document[11]):""Daniel went to the hallway .",Where is Daniel? 
119,office,"the garden (Document[11]):""SIR TRISTRAM _and",Where is Daniel? 
120,bedroom,"travelled to the bedroom (Document[10]):""Why is a",Where is Daniel? 
121,bathroom,"bathroom (Document[context]):""Mary journeyed to the bathroom",Where is Mary? 
122,bedroom,"travelled to the office (Document[12]):""Daniel journeyed to",Where is Daniel? 
123,hallway,"in the office (Document[119]):""Daniel journeyed to the office",Where is Daniel? 
124,bedroom,"the summer house (Document[10]):""Eliphalet's eyes",Where is Mary? 
125,office,"travelled to the office (Document[119]):""Sandra travel",Where is Sandra? 
126,garden,"the garden (Document[11]):""John journeyed to the garden . But",Where is John? 
127,garden,"travelled to the office (Document[10]):""Sandra travelled",Where is Daniel? 
128,garden,"garden (Document[20]):""Sandra travelled to the garden""",Where is Sandra? 
129,bathroom,"garden (Document[11]):""Sandra went to the garden . The",Where is Sandra? 
130,garden,"the garden (Document[11]):""Sandra journeyed to the garden .",Where is Sandra? 
131,hallway,"in the garden (Document[119]):""Mary journeyed to the",Where is Mary? 
132,bathroom,"the garden (Document[119]):""Mary journeyed to the hall",Where is Sandra? 
133,garden,"in the garden (Document[15]):""Sandra went back to the office",Where is Sandra? 
134,kitchen,"in the garden (Document[11]):""John journeyed to the garden .",Where is John? 
135,bathroom,"travelled to the bathroom (Document[context]):""_Are you going",Where is Sandra? 
136,office,"travelled to the bathroom (Document[context]):""Sandra travelled",Where is Sandra? 
137,kitchen,"the office (Document[119]):""John moved to the office.""",Where is John? 
138,bathroom,"Worcester, Mass. (Document[12]):""The first is",Where is Sandra? 
139,bathroom,"the office (Document[12]):""John moved to the office . I first",Where is John? 
140,office,"travelled to the office (Document[119]):""Mary journey",Where is Mary? 
